speaker,speech
,
A,<unclear> word </unclear> mummy
A,Ha what time did you come back
B,About eleven something
B,Ya eleven something
B,How was the show
A,Told you lor
A,I saw two plays
B,Uhm
A,Two plays
A,Then I went to the
B,How long how long was each play
A,Half an hour
A,That's all
B,Half an hour
A,Ya short plays
B,What is it
A,Ha
B,What is it
A,One was called Bernard story and then the other one is
B,Local
A,Ya they are all local plays
B,All local plays
A,Ya written by <unclear> word </unclear>
B,Which group which group acted
A,No particular group
B,How can
A,It's just
A,Ya it's just organized by TheatreWorks and then they
B,Ya
A,individual people just individually go and do their
A,They put up productions
B,I mean no group just individuals
A,Ya
B,Just can't imagine
A,Ya can
A,Aiyah drama people mah
A,Very easy one uh
A,You just you just
B,People I know
A,Don't think so
A,People I know
B,<O> laughs </O>
B,What's the uh what Bernard what
B,Bernard
A,Bernard story
A,It's about this
B,Bernard story
A,This guy lah you know this guy
A,He's raped this woman and then explains how come he became like that
A,You know he's always been he was always being oppressed by <unclear> word </unclear> women
B,One performer or two performers
A,Two two
B,Two performers
A,Ya they played up different roles lah
B,Good or not
B,Good acting
A,Ya ya good acting <unclear> word </unclear>
B,Uhm who's the director
A,Don't know
A,Can't remember
B,<O> laughs </O> Then the other one
A,That one I saw oh directed by my friend Siok Lian
B,Oh Sok Siok Lian nuh
B,That one NUS
A,Ya
A,Huh
B,Was was she at NUS last time
A,Ya ya
B,Ya I think so
A,Uhm
B,Directed by her
A,Ya
B,And then what also
B,No no particular group
A,No
B,Just a loose group
A,Ya
B,Brought together
A,Yep
B,What what's the story
B,What's the title
A,Red man green man
A,<O> laughs </O>
B,Like the lights the traffic lights
A,Ya exactly it's about this
B,Is it about the traffic lights
A,Ya there was this guy who's trying to cross the traffic lights
B,Ya ya ya
A,This guy was trying to cross the traffic lights and
B,and
A,It's all about making choices one nuh
B,Aiyah no wonder
A,Making choices and playing by the rules and stuff like that
A,You know living by the rules and making choices all that lah
B,Uhm uhm ya
A,So
B,So very short
A,Ya
B,How many performance
A,That one has got four
B,Then then after that you mean one play followed the other
A,Ya they have about
A,There were few plays every night
B,Uhm
A,Like at seven forty-five
A,Tthere're a choice of three plays
B,Where where do they perform
B,Black Box or
A,"Oh oh wrong place, not plays <unclear> word </unclear>"
A,You know Fort Canning
B,Ya
A,the building right
B,Ya
A,then there's this courtyard
B,outside yes
A,space right
A,Ya so the different spots there you see
B,You mean it's free admission or what
A,No you got to pay lah
B,How how do they collect anything
A,Collect what
A,Oh that you pay for to entry to the whole thing you see
B,Where's the entrance
B,I mean it's it's a whole park you see
A,Oh it's just at the you know near the Black Box that building lah
B,Uh huh
A,that the building by the Black Box
B,So there'll be people who swarm <unclear> word </unclear> in without buying any tickets uh
A,No you can't because they have
B,Why
A,they have an entrance at the foot of the you know you know you were you
B,The foot of the hill
A,Ya near the hill
B,Oh that that's where they collect the tickets
A,Ya
B,Or they collect money also
A,They collect the <unclear> word </unclear> You want tickets
B,So you you pay and then you enter and you can see anything on the hill
A,Yep anything on the hill
B,Uhm how much
A,Fifteen dollars for a night
B,Per night
A,Uh thirty dollars for the whole season
B,That's cheap
B,Thirty dollars for a whole season
A,That means the whole that means for what something like
B,So it's better than
A,Ten twelve days you get
B,better than you just go one day and pay fifteen dollars
A,Ya
B,Two days is already thirty dollars
A,Uhm uhm I paid fifteen
B,So much cheaper
A,dollars for season ticket
B,Oh student
A,Yep
B,Oh I see
B,So you can go any night
A,Yep Any night
B,with fifteen dollars lah
B,Worth it
A,Ya
B,Any drinks
B,Any food
A,Ya you can buy drinks and food
B,Oh I thought free
A,Nah nah
B,Then they got band isn't it
A,Oh ya every night band
B,Won't one thing disturb the other
A,Uhm no
A,See they arrange it so that when the plays in the open air are going on the bands are not performing
B,Uhm
A,See then when the plays in the open air are over the bands perform
B,But then the Black Box
A,While the other plays go on in the building
B,in the Black Box and and
A,and
B,other places
A,another place
A,Ya
B,And then the films also isn't it
A,Ya so you you
B,Hor they got some 'Ge Lan' film
B,I saw it was
A,Ya ya
B,live you know
A,Uhm uhm
B,those Chinese old Chinese films
A,Ya who's Ge Lan huh
B,Ge Lan was uhm a star you know during the time when there was a Ling Chui and all that
B,You see uh si qian jing uh in the nineteen fifties sixties
A,Uh huh
B,Ya
A,Who are the si qian jing
B,Oh she she she could sing and dance lah
A,Oh
B,So there was a film she made called uh mum bo girl
B,
B,She wasn't called the si qian jing <unclear> word </unclear>
B,Si qian jing was Ling Chui
B,Ling Chui Ge Lan isn't it
B,I thought Ling Chui Ge Lan that group lor
B,About the same time as Lin Tai you know
A,Ling Tai I know
B,Ah about the same about but they belong to different organizations
B,Lin Tai belonged to Shaw Brothers I think
A,Uhm
B,and Ge Lan belonged to Cathay Organization
A,Oh
B,Ya
B,So and then what time you you can enter at what time and finish off at what time
A,Anytime anytime you go anytime
B,Anytime
A,Ya
B,And then come out anytime but the whole thing ends what time uh
A,Well eleven about eleven the whole thing ends
B,Uhm I see
A,Ya
B,But that were uh were there lots of people
A,Oh ya
B,Uhm
A,Ya
B,So it's quite successful lah
A,Ya I think so
B,Actually uhm yuh TheatreWorks
B,Was it Tay Tong or somebody who rang me up
A,Uhm
B,They wanted Chinese opera you see
A,Ha
B,Ya
A,Aiyoh <O> laughs </O>
B,Because they thought opera on the hill and I think they got Beijing Opera you know
B,They got <unclear> word </unclear>
A,Ya ya they got <unclear> word </unclear>
B,from I don't know
B,They've performed already is it
A,Ya
B,Oh I thought I wanted to go and see
B,So they asked us to go you see
A,Uhm uhm
B,Then because we also had our festival uh
A,Uhm
B,So I said we're very busy but if the timing fits uh might be we could you see
A,Uhm
B,Then I asked him about pricing lah
A,Uhm
B,Supposing you know if it is open air uh it would be nice to have live music right
A,Uhm
B,Musicians and all that playing uh
A,Uhm
B,So if you have live musicians uh then the cost would go up
A,Uhm ya
B,and if you've taped music of course it would be very cheap nuh
A,Not nice ya
B,But won't be nice
B,So I thought you know taped music won't be so effective
B,Anyway I've told them the cost but they never came back to me
A,It's probably too expensive
B,Probably too expensive
A,Ya I wonder how much they pay all these charge <unclear> word </unclear>
B,And then I I told them you know they could even have the China people perform right
A,Ya ya
B,For example 'lan ma' uh
A,The guests
B,uh guests
B,That will be very nice isn't it
A,Ya
B,But I suppose they probably couldn't budget so much to pay for it
A,Uhm uhm
B,So the whole thing was out lah
A,Uhm
B,I mean they they never contacted me again
A,Uhm uhm uhm
B,But it's quite a thing
A,Ya it's quite fun
B,And then it is a nice uh atmosphere you know
A,Ya
B,You have the hill
B,If people go then it's very enjoyable
A,Ya
B,Ya
A,It's very nice what
A,Last Mon Monday we went right
B,Uhm
A,and then so we finished watching Haresh's play and then we went to
B,How long was Haresh's play
A,One hour
A,His was long lah
B,What was it about
A,About three friends
A,I mean two sisters and their friend
B,Uhm
A,and how one of the girls lah
B,Uhm
A,is uhm likes to doesn't want change
B,Uhm
A,doesn't want changes in her life you see
B,Uhm
A,and the other two want changes
A,So the friend goes off to Philippines to look for his parents his real parents
B,Uhm
A,and then the girl's sister moves out of the house because she says that too many ghosts in the house
A,Too many too many too much burden lah of the past
A,She wants to she wants change lah
A,So it's about that kind of thing lah
B,Was it in the open air or
A,No it was in Black Box
B,Black Box
B,But not many people can see isn't it
B,It's a small theatre <unclear> word </unclear>
A,Ya
A,But enough lah
A,I mean if you go there every night so ya
B,Uhm so is Necessary Stage performing
A,Ya <unclear> word </unclear>
B,Uhm uhm uhm
B,No talks and all that nuh
A,Nope it's just <unclear> word </unclear>
B,The band local band
A,Ya all local bands
B,Good or not
A,Very good very good ya
B,Ha
B,Very good
B,What what did they play
A,Their own music and other people's music lor
B,Ya some uh one night I saw rock band
B,Different different types uh
A,Yeah yeah
A,Like those the ones that I was playing on the CD that night lor
B,Uhm but no Oriental music uh
A,No no
B,Uhm
A,Ya
B,Anyway what do you think
A,Huh
B,Do you think it's a it's a good idea
A,One thing is
A,Ya I think it's fun
A,There's a lot of fun there's a lot of fun
B,Uhm
A,Very good lah
B,So the people who were trained are youngsters
A,Got some ang mos
B,Got a lot of kwai lo uh
A,No there are more there are more locals than there are ang mos
B,Huh
A,Then got some very yuppie yuppie types
A,Then some parents bring their kiddies along lah <unclear> word </unclear>
B,Kiddies
A,Ya
B,Ha
A,But mostly very young lah
B,Huh Kiddies
A,Ya
B,They won't appreciate
A,That's why
B,some of the things
A,That's why
B,Ya
A,Then some of the plays <unclear> word </unclear>
A,Some of the plays are marked with an asterisk
B,Ah
A,Then they say These plays contain strong language and adult abuse
A,So to warn you lah
A,Don't bring your children to watch these kinds of stuff
B,<O> laughs </O>
B,Ya
A,Ya
B,Some are like that
A,Ya
B,I see
B,How long it'll last uh
B,One month
B,Three weeks or what
A,The third what fourteen or something <unclear> word </unclear>
B,But it clashes with the Film Fes isn't it
A,Ya everything clashes with Film Fes
A,Ya ya everything clashes with Film Fes lor
A,Then just before Film Fes
B,Uhm
A,at that European Community Film Fes
B,Oh
A,Ya
B,But that was before the Film Fes so it's not so bad you see
A,Ya ya but then it's like you know
B,Too close
A,Ya
A,Then you got to spend so much money
B,uhm and so much time
B,Uhm
A,Ya
B,Is that Film Fes is still on uh
A,Yep until next Sunday
B,Oh so it really clashes uh
A,Uhm
