speaker,speech
,<I> <X>
X,
A,It is interactive
A,Right now we have one hundred thousand pages which means that one hundred thousand pages in our <unclear> word </unclear> system in our <unclear> word </unclear>
A,Singapore Telecom we work with eighty three service providers
A,Service providers are the people that provide the information
A,Okay we do not provide the information
A,What we do is <unclear> word </unclear> the central system
A,The service provider provide the information and you as the/your <unclear> word </unclear> users will retrieve the information from the main database okay
A,So we have one hundred thousand pages okay
A,These are some of the services that we have
A,Okay we have adequate education packages infotainment as in informat information and entertainment business banking and finally uh concept <unclear> word </unclear> services
A,These are some of the things that are incorporated into
A,Yes you can see excuse me so what you have here is this the user
A,Now there are two ways the user could communicate with the main computer
A,It's either by Uachat <unclear> word </unclear> or through the PSTN
A,That's the Public Service Telephone Network
A,Now if by any chance the reception is not good okay the machine will automatically tape <unclear> word </unclear> into the PSTN which means that you'll be communicating with us through the Public Service Telephone Network
A,The development through the Public Service Telephone Network may not be as quick as its Give you an example
A,Let me give you an example
A,This is the main page
A,This is what are the services that are available
A,What we are is information
A,Now the information you may obtain may be eased uh you may obtain it through some other means
A,But the fact is this is convenient unless <unclear> word </unclear> you have one hundred <unclear> word </unclear> pages of information
A,For you you could use what uh are you in at secondary school
A,You're in Ngee Ann Polytechnic
A,There're some comprehensive Ngee Ann uh packages uh polytechnic stuff here I mean for polytechnic
A,I mean but it may not uh but it's designed in such a way it's comprehensive primary school secondary school right up to tertiary okay
A,Business let's say for business you would have business and finance
A,You have banking services government travel
A,Now give you an example
A,For travel you may obtain these information from travel agencies but the fact is this you may have to go from one travel agency to another to retrieve information
A,But with this you have it all in here
A,Okay it's updated
A,It expands it contracts it hear what customers want we provide
A,There'll be service providers to work with you
A,I mean to work with with us
A,Now the information what you have is you you when you come in you have an idea of when you go to the travel agency you have an idea of what you're looking for
A,It saves time
A,Have you would you like to try it out Customer
B,Uh huh uh huh Who
B,So
B,Okay okay then won't it be <unclear> word </unclear>
A,Yes we've grown almost Information grows exponentially
A,Why should I <unclear> word </unclear>
A,Why should <unclear> word </unclear>
