speaker,speech
,<I>
A,Okay this this one is the living assurance policy and uhm what I will advice is that you top up thirty-five to uh fifty thousand
A,Alright the first column show you the total premium you pay over the year
A,Uh second column is the cash value alright
A,Cash value means that anytime you want to terminate your policy you can take back the cash
B,Money you can get back
A,Ya
B,You terminate the policy
A,Ya if you terminate the policy this is the amount of money you can get back alright
A,Uh death benefit of course uhm it means the twenty-six illnesses uh it's covering as well as in time of death or total and permanent disability
A,Then you are quite clear about the type of policy we're having right
B,Paid up I forget
B,Paid up is the one uh okay let's say say for example number ten year
B,Okay I I stop payment or the premium and this and I let the policy goes on so this is the uh uh coverage isn't it
A,Okay paid up means that okay at any time uh any one year if you want to stop paying alright if you get that in cash it's going to be very much less than what you're going to get alright
A,So if you opt for pay up means that you know
B,The policy will still run lah
A,It will still down anytime down the years let's say ten years later
A,If you opt for a pay up at tenth time even is uh twenty years down the road it will still pay you that particular value
A,Ya for example if let's say at the tenth year you opt for pay up which is eleven thousand so another ten years down the road okay you will only they will only eleven thousand if something happen to you
B,If something happen
A,Ya I mean of course here it means uhm it means in terms of the twenty-six sicknesses or in time or death and total and disability
B,Four O six
B,Such a small policy
A,That's because uhm uhm uh top it up for your last twenty-five thousand
B,I didn't know that last time I bought so such a small policy
A,Oh yes I am trying to ask you to buy a bigger policy you say no no no
B,Such a small policy fifteen thousand
A,So should I keep increase to what fifty thousand
A,Fifty thousand are you sure
B,But I don't want to
B,I I don't want to spend so much money
A,Alright normally for uhm for any insurance policy what you should consider is that uhm you can either pay uh about fifteen per cent of your annual salary alright
A,The total premium should be about fifteen per cent of your annual salary
B,That is a lot isn't it
A,Uhm
B,Alamak fifteen is a lot of money
A,Well it's uh money from the left hand pocket to the right hand pocket
A,You still get back every cent eventually
B,It's a lot of money
A,And I say you you still get back every cent eventually alright
A,So as I said it's either fifteen per cent of your annual salary or uhm it's uh six times your annual salary the total amount you should return
B,Six times
A,Six to seven times your annual salary depending on the age
B,Six times
A,Ya
B,It's also a lot
A,Then you are under insured
B,I have how much
B,Let's see how much
B,I have maybe perhaps talking about six times I have maybe only uh how much am I insured
A,How much are you insured
B,Less than two hundred thousand
A,No uh no
A,Okay when I talk about six seven time your annual salary alright it also cover your term policy alright
A,It will cover uhm the amount which your company is buying for you
A,It doesn't means that everything is out of your pocket okay and uh normally as a person grow older the amount uhm insured over the annual salary can be less
