speaker,speech
A,Doctor Balaji could you please give his Honour your qualifications
B,My qualifications
B,I'm a M B B S Singapore
B,A fellow of the Royal College of Surgeons Glasgow
B,Completed a neurosurgical residency in the United States at Henry Ford Hospital
B,And a board eligible neurosurgeon
B,I have a Paediatric Neurosurgical Fellowship from Harvard University
A,A what the last bit
B,A Paediatric Neurosurgical Fellowship from Harvard
A,Doctor Balaji when did you first qualify with the M B B S degree
B,Nineteen seventy nine
A,And from when have you been involved in neuro surgery
B,From nineteen eighty two
A,And when did you become consultant neurosurgeon
B,January this year
A,In nineteen eighty four were you attached to the neuro surgery department at Tan Tock Seng Hospital
A,Particularly in September October November nineteen eighty four
B,Yes I believe so
A,By that time would it be fair to say that you would have been holding the position of Registrar in that department if you got acquainted with neuro surgery eighty two
B,I was trainee in neuro surgery at that time
A,Doctor Balaji did you come across the first Plaintiff Jeya wife of Akkaiah whilst she was admitted to the neurosurgical unit of the Tan Tock Seng Hospital on eighteenth October nineteen eighty four
B,I do not recollect looking after this patient at that time
B,and looking at the record I do not see my involvement in her management at any time at that time
A,So the only occasion on which you saw the first Plaintiff was on the twentieth of August nineteen ninety for the purpose of making this report at page nineteen of the bundle
B,Yes
A,How long did you see the first Plaintiff during this consultation at the out patient dispensary
B,Forty five minutes about
A,Doctor Balaji I may have to ask you a few questions from the records
A,Can you please confirm to the Court that you have all the records from the hospital in relation to the first Plaintiff
B,The records are with Doctor Lai outside
A,Could we have the records
A,I'm sorry your Honour but I would like to have a
A,Do you have them
B,Yes
A,Now before we go to the records could you please kindly look at
A,Do you have a bundle
A,Plaintiff's bundle
A,Could you please turn to page nine
B,Is that Mister Baratham's report
A,Yes twenty fourth of September nineteen eighty five
B,Yes I have it in front of me
A,You have that
A,At the time when you were in the Department of Neuro surgery Doctor Baratham was the senior neurosurgeon and head of the department
B,Yes that is true
A,Now Doctor Baratham in this particular report states Doctor Balaji she sustained a head injury with a skull fracture
A,and on x ray was found to have air inside her head
A,This implied the possibility of infection and she was given prolonged course of antibiotics
A,No definite effects result from her head injury but she was treated by the orthopaedic surgeon for various orthopaedic injuries
A,Please make reference to orthopaedic report
A,Now what would be your comment about the statement that there were no definite effects resulting from her head injury
A,You have now Doctor Balaji you have now seen the records of this patient
B,Yes I would say I do not agree with that
A,You do not agree with that
B,Yes for the following reasons if I may be allowed to give the reasons
A,Yes with that statement no definite effects result from her head injury
B,Yes for the following reasons
B,One first with regard to the question of infection
B,Looking through the records you find that patient febrile for many days and
C,"Sorry, patient"
B,Yes when she was admitted in nineteen
C,Yes I didn't catch you what you said
B,The patient had fever for many days while the patient was in hospital
B,And when there is air in the head and the patient has a fever it must be assumed that most likely cause of the fever is an infection of the brain
B,I also have the benefit of Doctor Ong's report and testing
B,He just went by one of the functions of the frontal lobe which would be intellect which we can measure objectively using I Q test
B,The patient's I Q test has dropped to below normal
B,A normal I Q being between eighty to one hundred and twenty range
A,And what was the reading of the I Q in the record
B,I refer to page eighteen the second line
B,The psychological assessment done showed her to be functioning at borderline range of intelligence I Q sixty eight to seventy five
A,No Doctor Balaji I think you are jumping the sequence
A,We are still in eighty five
A,This report at page eighteen is made in nineteen eighty seven
B,Yes
A,So levels of intelligence do change you must agree
A,So let's stick to ninety eighty five
A,Doctor Baratham's report and you said that you did not agree with that statement for a variety of reasons and you were giving those reasons
B,You see I disagreed with Doctor Baratham's statement in nineteen ninety
B,In nineteen eighty five when Doctor Baratham was making his report I have no input into this matter
B,So my decision or my statement or disagreement with him is based on information that is available to me in nineteen ninety
B,Whether I would have disagreed with him in nineteen eighty five when he wrote the report I don't know
A,Doctor Balaji in nineteen eighty five
A,If you had examined the first Plaintiff would you have made the same statement as Doctor Baratham has made in his report
A,No definite effects result from her head injury
B,I don't know I would have to see the patient in order to give an opinion
B,and not having seen the patient it's hard to say whether I would have given the same opinion or not
A,Doctor Balaji
A,Doctor Baratham clarified just now that at the time when he made his report on the twenty fourth of September nineteen eighty five he had not had the occasion to have a consultation with the patient
A,But he made the report based on the hospital records
A,I'm asking you that if you were in his shoes in nineteen eighty five no consultation with the first Plaintiff purely based on the records
A,Would you have made that statement
B,No
A,Why not
B,Because the patient stayed in hospital for a prolonged period of time
B,Patient was in hospital for at least a month
B,There was air in the head which meant there was a fracture of the front part of the skull
B,The patient had fever for many days and all this would have suggested to me a serious injury to the brain
A,Doctor Balaji what do you understand by that statement that Doctor Baratham made
A,no definite effects result from her head injury
B,I would understand it to mean that he thought he could not be sure that the head injury caused all her problems
A,Can I ask you by reference to your records hospital records
A,Can you please tell his Honour what were the complaints and condition of the first Plaintiff at that time
B,During the time of admission
A,No we're talking about September eighty five
A,Well I'll take you through Doctor Balaji
A,The patient was the first Plaintiff was admitted on the eighteenth of April nineteen eight four
