speaker,speech
A,I think we should do some role-play uh
B,Role-play uh
A,Ya really
B,Come
A,I'm interviewer lah you you why interviewee
A,You're not interviewing for a job
A,I am
B,So since when you get promoted
A,Promoted
A,No no promotion yet so far
B,Or your ownself your own company
A,Set up own company
A,No lah not in the present moment
B,present moment uh
A,I think
A,I think one could be entrepreneur after
A,A few things you need to know uh
A,I think besides uh office politics you need to know what is going on the field
B,How to survive
A,Ya how to survive in the concrete jungle
A,How to be good uh working with people
A,Coping up with stress amen
A,We're getting into form now getting down to serious business man alright
A,business business business
B,Business uh
A,We're back to business man tsk
B,This is this is uh Saturday afternoon y' know
A,Uhm don't talk about work
B,So don't talk about don't about work ah
A,Talk about
B,Talk about what
A,Talk about chicks
A,Talk about chicks
B,Let's get more cultured ah
A,Talk about women
B,Okay lah okay
B,That's it
B,Accepted
A,Okay
A,Actually it's supposed to be natural you know because you're in your
A,I mean you agree right you are taping a conversation
A,Then they just speak whatever it comes to their mind
B,Ya true
A,But that's how we talk normally
B,That's that's the way to be recorded
A,It's correct
A,Oh that means if she include all the vulgarities lah
A,This is getting don't know what rated
B,Don't worry lah
B,The vulgarities won't won't be censored
A,Usually you know what happens in a candid camera when it comes to vulgarities
A,So this guy is damn beep beep beep beep
A,Then he'll say you know ah that place uh so bloody beep beep
A,So whenever you want to talk about vulgarities you use the word beep beep
B,If Bobby was here we all altogether can talk
B,Then that would be better you see
A,Yes yes
B,More natural
A,Ya ya
A,But it'll be all men's talk uh
B,I don't mean my vulgarity all coming out uh
A,You just say beep beep lor
A,Beep
B,So 'A'
A,Is she your friend
B,a lot of distractions here
A,Is it a friend
B,It's my friend ya hold on for a while uh
B,They're from NUS also
A,Who who who are they uh
B,<unclear> word </unclear> I think
A,I I knew her because I saw her before
B,Ya I met the girl at the P POS SB
A,Oh she's the one nuh
B,POSB ya
A,I knew her
B,Last time I think from Arts faculty not very sure I think so uh
A,What about that guy
B,Oh ya about that guy
B,Let me see uh <unclear> word </unclear>
A,See what I mean this is most natural
A,When you met a woman then start talking about women
A,Most natural conversation
B,Most nat
B,Cannot lah
B,Fo wo de xin shih
A,<unclear> word </unclear> bo chap liao lah
A,It's meant to be true
A,It's meant to be real
A,Come on
A,But really do you do you know that guy
B,But quite
B,I didn't know the guy
B,I know the girl by face
B,Only you know
B,What happened the other time
B,I went to this <unclear> word </unclear>
A,Miao miao one right
B,What
B,I went the other time
B,I went to this POSB because to to do some transaction uh of the bank account uh for my father that one the case
A,POSB uh
B,Then uh POSB ya
A,Which branch is it
B,<unclear> word </unclear> uhm near somewhere near where uh
B,Near this uh
B,There's one POSB branch
A,Tanjong Pagar
B,City city no no no city area
A,City area
A,Orchard
B,Near
B,I think near somewhere near Sogo
A,Oh
B,I can't rem remember the name of the building
A,Is is the mike on
B,Just happened to meet her there lah
B,That's it
A,Oh she was the one that you're talking about
A,You you have the card right
A,You show me
B,Ya ya ya
B,That's all that's all
A,There could be silence sometimes uh because uh when you're using the eyes to concentrate you can't possibly talk at the same time
B,Again
A,As for why you were using your eyes to concentrate so hard on something you have to clarify later uh
B,That's natural right
A,Ya that's natural
A,Uh I mean this is natural conversation what
A,Oh today is damn hot
A,I'm sleeping for the past day but past two days
B,No more presentation please uh
A,<O> in Hokkien </O>
B,Where where are we going
B,Where are we going af after this <unclear> word </unclear> tonight
A,Tonight uh
A,No we we must contact Bobby uh
A,Find <unclear> word </unclear>
B,I called Bob uh this afternoon
B,Uh He went to Tang Dynasty uh to his with his uh Hong Kong friend uh
A,Somehow we used to miss him you know
A,Uh called him yesterday
A,I asked
B,He say he paged for me
A,I hardly catch
A,I hardly catch him
B,He said he paged for me but I didn't receive any number
B,His mother
A,I think your your pager got some problem
A,2127032 right
B,Ya you give him the number right
A,Which means next time you can call him also
B,Wait
