speaker,speech
A,Why did they revert back to the end of year exam
B,I I really don't know
A,End of semester kind of exams right
B,It was end of term at first right
B,What
A,She's not supposed to say anything
B,Oh oh
B,I really hadn't the faintest idea why
A,Ya terrible
A,why why are we expected to put all our eggs in one basket
A,What happen if we drop the basket and break all our eggs
C,Why is it
C,Why did you decide to do Linguistics is it
B,No
B,He's taking arts
A,Ya I mean I just applied and I got the place
B,Maybe you should do your honours first and come back again
A,Maybe I should go overseas and never come back
A,Singapore is so terrible
A,You must do reservist this this that aiyoh
A,Now I think I must really think first of migrating you know
A,Maybe I should uh submit my application even though it costs five hundred Sing dollars to submit an application for Australia
A,But I think I'll I think that five hundred dollars is a good investment
B,But the the relevant people may not be listening in
B,Okay so there's no point going on
A,But I think if Lim Pin get out of NUS
A,Uhm I think they might actually change the system
A,He's obsolete
B,Is that what they call the observer's paradox
A,What one of my uh lecturers in S P believe
A,she said what can they what can they test a post-graduate student in three hours
A,Is it a fair test
A,Well perhaps true
A,They're testing memory power rather than understanding
B,Actually that's quite true
B,A lot about honoured you know undergrads memory powers
B,Those who can remember better but sometimes it's the facts you remember how you apply it in your answer you see
A,But then I think it's postgraduate level it's more like research methodology rather than
B,But then you should it by then you should do it by by thesis
A,Thesis how many words
C,Ten thou ten thousand for honours
C,Thirty I think
B,Okay thirty
A,Thirty
A,That means only ten thousand words more
A,You don't have the
C,Twenty not thirty
B,Twenty twenty I think it's twenty thousand
A,No twenty is by course work
B,Is it I can't remember
A,Course work is twenty plus your nine units
A,Twenty K plus nine units
A,So how to <unclear> word </unclear>
C,Oh you mean yours you intend to do it for three years
A,No no no it's fifteen months
A,Everything is crammed in three weeks so
B,Last time they had term
B,Last time they had
B,Last time they had term one
C,I I I think I'm I'm quite awake now
B,and then you take exams and you finish it
C,finish with it ya ya ya
B,Ya ya everything is at the end you see
A,Ya accumulated
C,So what is your area of research
A,Bilingualism and uh maybe I'll I'll look into either codeswitching or
A,Uhm how bilingual
A,how the I mean we all differ in our speech of bilingualism
C,Is it too noisy
C,It is too noisy
B,Rather noisy
C,So how
B,Never mind
B,I think try lah
C,Either that or we can rush through lunch
B,Worse worse worse after worse worse comes to worse we'll meet again for lunch
A,Maybe you should put this uh near your Registrar's table and then tape and see what he says
C,Or go to her room
C,Or what you can do is rush through lunch and then go to her room and talk
B,But you can't really rush through the chicken rice
B,It's pretty good
C,I can help you with it
B,No you eat your salad and keep quiet
