speaker,speech
,
A,Well maybe you can tell me whether you'll stay in teaching for your whole life
B,I think I will
A,Why
B,Maybe not for whole life but maybe for the after three five years later then I will go for Masters
A,Oh you intend to go for Masters
B,Actually I am saving up more for Masters
A,Oh that is nice
B,Beginning to
B,That's why always half of my bursary all gone to savings
A,Masters in Education is it
B,Yah or Master in Arts
B,I don't know lah but this is my own plans you see but I don't whether is it God's will for me to do it or not
A,Have you been praying about it
B,Have been praying lah now and my mum was telling me said if I next three four years anything may happen you see what happen if I meet a man and I get married and this and that then I don't want to study anymore
B,I mean you know
A,Tentative plans lah as least <unclear> word </unclear> some preparation
B,I don't know yet
B,You
A,Me ah
A,If the door is open I will like to go into either youth work or prison ministry in the long-run
B,Serious
A,So teaching is something like a stepping stone
B,Oh preparation lah
A,In a way because it affords me a lot of opportunities to talk to youngsters see how they behave
A,Yah so unless there is a ministry in teaching itself that keeps me there then I will stay yah but I do hope that the Lord will call me either prisons or delinquents ministry
B,So actually now I mean uh by attending this course is just like uh I mean you want to get formal training is it
B,You want to get some kind of formal training I guess
A,Not really formal training but it's more like on the job training
A,Anyway teaching is something that I like and I have lots and lots of opportunities to mix around with young people and in itself it is a ministry you see because you can change lives
A,You can influence the kids
B,Yah that is right
A,If the Lord calls me somewhere else then this will be a very good preparation
A,I hope to be able to do that
B,Yah I think that <unclear> word </unclear> sounds interesting but it is very it is not easy
B,It will be very tough
A,It is very tough
B,Can be quite tough you know
A,That is why must pray a lot
B,Yah I mean spiritually you must build up also
B,You must build up your spiritual life also
A,Hopefully my future spouse is someone who has the same vision
B,Yah
A,Otherwise it can never come true
B,Last just last June I attended this my church camp
B,Then we had this speaker called uhm this African speaker missionary Daniel Ungamore or whatever his name is
B,Yah then uhm we are attending the camp then he prophesied you see
B,Then he called me out you know
B,I was so sacred because he's a very aggressive speaker
B,Called me out then he then he said uh what uhm about this mine I'm going to uhm China
B,No he didn't say
A,He prophesied that you are going to China
B,Yes he didn't say I'm going to China he just said that uhm you will be going to your grandfather's land and my grandfather happened to come from China
B,Yes you see and he said uhm and then you you'd be going to uhm Hong Kong first from there you will be going to Canton or whatever is
B,I can't remember what is it and then uhm and you will minister to the young students there and if you are faithful okay then you will uh minister to the ladies the young ladies
A,Oh
B,Yah especially my ministry
A,That is very specific prophecy
B,Yah very specific
B,Then I was I was quite shocked because he he doesn't know me you see and
A,How did he call you out
B,He just points he just point at me and then I just stand up and I I was very nervous
B,Then then he said I got a I I I'm big but I got a small heart
B,Then got fears <unclear> word </unclear> because I never never never consider missionary work before never
B,So it was like a big step for me
B,And then it happens that one of my good friend my very good friend he is now in China doing mission work work work for six months
B,It is like then a lot of my friends said it's like John the Baptist you know not exactly but preparing the way for me making contact esta establishing contacts for me
A,But I think work missionary work in China is not easy
B,I know and I am a very fussy person especially the cleanliness I don't know how I'm going to survive
A,Well the Lord will prepare when he calls
B,That's right
A,Actually prison ministry for me won't be easy also because I'm I'm not firm enough you see
A,Sometime I get too soft with the people then get pushed around
A,That is not really advisable
A,Maybe that is why I have to learn how to teach first
B,You are very acceptive
A,Uhm to be teaching
A,But is teaching your first choice
B,Actually uh uhm I was considering journalism journal
A,That is nice
A,But what make you change your mind
B,I mean that that was after J C then uhm amazingly lah the Lord just showed showed me which direction he wanted me to go
B,Yah then I just come into teaching
B,Actually I never considered teaching before for my whole
B,All the while was to be a journalist you know or a reporter you know that kind of thing because I like to write you see
A,Yah that is interesting
B,Then after that yah lor teaching
A,I actually hated teaching you know initially
A,Like when my sister went into teaching because my father wanted one of us to be a teacher
A,So when my sister became a teacher I was telling myself whew I don't have to be one yah so I went into Law
A,I wanted to do Law because it is kind of closely connected to prisons you see
A,But I realise it's not
A,You never really get to establish close contacts with the prisoners
A,It is very much like a client and some stern relationship
A,So later on I went uhm I did a bit of relief teaching
A,Then I liked it very much and I realise that my inclination is actually towards youth
A,Yah so I started praying about it and miraculously God has been opening doors you see
A,Yah like initially I was offered P G D E primary programme and I knew that I didn't want it
A,So I rejected them and I know that if I reject them there will be a kind of record
B,Yah
A,So they may not accept me again on the second application
A,So when the second application came out I applied again and then notwithstanding the fact that they told us that those who have been rejected or have been offered a place don't have to apply again they will not consider us you see
A,So I was kind of troubled
A,I prayed about it and I wrote the letter
A,I I wrote the application and I wrote a cover letter for the application
A,And it's really miraculous how I was given this this opportunity to come in here
A,And I was wagged upside down during the interview you know
B,What did they
A,For rejecting them
B,Oh you mean they ask you oh
A,They ask me why I rejected them in the first place and what made me so sure that I am good enough to teach in the secondary school and all that and then they slime me saying that I have no teaching subjects whatsoever
B,No English what
A,But I am not uhm technically trained in English
B,Yah lah neither am I okay
A,Yah but at least you have Lang
B,I mean Lit
A,Lit Lit yah I have nothing
A,So in a way it's really a miracle and I am thankful to God lah because I faced a lot of objection from my parents
A,It is like a big switch in my career
