speaker,speech
,<I> <X>
X,
A,Sir I beg that the sum to be allocated for Head N be reduced by ten dollars in respect of Code N
A,One thousand five hundred of the main estimates
A,Mr Chairman Sir I would like to speak on a subject that has been raised many times both by my parliamentary colleagues and myself
A,I will not bore the House with all the details or the arguments which have been sufficiently dealt with on previous occasions
A,The issue is an extension of medical benefits to the family of female civil servants
A,Surely the Minister will agree with me that our female civil servants work as hard as and as competently as their male counterparts
A,I'm sure the Minister would also agree with me that that at the principal the civil servant or any employer for that matter should employ and reward staff based on their ability and performance and not by their sex
A,The last time this issue was raised the Finance Minister did give the indication that he may look into this matter at an appropriate time
A,I do urge the Minister to give some serious thought and consideration to the request
A,This time I hope the Minister will not give me a 'no' for an answer and I look forward to a favourable reply
B,Question is that the sum to be allocated for Head N to be reduced by ten dollars in respect of Code N I fifteen hundred of the main estimates Dr Hu
C,I understand the concern for the member of Yuhua uh I can only say 'maybe' in the sense that we are reviewing the whole remuneration package of the civil service and this is one aspect which we will consider
A,Ya Chairman Sir
A,I think the answer is better than 'no' so I beg to withdraw my amendment
B,Member given leave to withdraw amendment
B,Amendment is withdrawn
B,Number three Mr Heng Chiang Meng
D,Sir I beg to move that the sum to be allocated for Head N be reduced by ten dollars in respect of Code N fifteen hundred of the main estimates
D,Mr Chairman under our current system of corporate tax losses of companies are allowed to be carried forward to offset subsequent years profits
D,Sir but if there is a change in substantial ownership or rather substantial change in ownership these tax losses are not allowed to be carried forward
D,Sir in nineteen eighty eight the rule was modified to allow certain situations of substantial change of ownership in which companies could continue to make use of these tax losses
D,These situations were mainly those of <unclear> word </unclear> such as changes as a result of nationalisation or privatisation or the companies' shares being widely traded on a recognised stock exchange
D,and provided that such changes are not made for the purpose of tax benefit or advantage
D,Sir although this concession in nineteen eighty eight was better than nothing uh it still fall short of what is required in the market
D,Sir I do agree with the the Finance Minister that there is merit in not allowing loss-making companies to be tax sheltered
D,but I do feel that there are some group of companies that require some form of relief from this rule in particularly I mean uh young start out companies
