speaker,speech
,<I>
A,So how was that day when you all made sushi
B,It wasn't too bad
A,Aye tell me tell me tell me how to do it
B,Oh there were three of us that day
A,No
A,How do you do the sushi
A,Aye do you have this thing
A,I know there was this kind of
B,Ya
A,What do you call it
A,that you roll the the
B,The the mat the inchi <unclear> word </unclear> mat
A,Ya I had to buy it
B,Ya my friend bought that
B,It's quite cheap ah about one something one seventy
A,What else
A,Do you need to buy the the seaweed
B,It's better to the big seaweed
A,Then you can cut nah cheaper
A,What else
A,The rice
B,Rice uh
A,California rice
B,can use California rice
A,Then whatever pickles right you put pickles
B,You you use the Chinese pickles lor
A,Chinese pickles what else
A,But Chinese pickles not long enough
B,Not long enough
A,They have a long long one
B,Oh don't
B,Oh I think Japanese they use the yellow type of Japanese pickles
A,No they have uh uh lettuce as well
B,Lettuce
A,Pickles and then how if we don't get the ingredients
B,No no no we just chop slice
B,It will do
B,It's already small pieces so we slice lah
B,We use the chye sim and all that
A,Uhm ya ya lah
B,the bottle one not the cheap cheap can type
A,I know I know I know what you're talking about
B,Then some of them are quite long
B,So you just slice it
A,And then
B,It doesn't matter when we just put a few here and there throughout the whole long slice
A,I like to eat sushi
B,I got very sick of it
A,When you eat too much you get sick of it
A,But once in a long long time
B,After making uh
A,Ya you don't feel like eating right
B,At night uh I couldn't eat dinner you know
B,When I was eating dinner I feel like throwing out
A,I know what you mean right
A,Once ah my uhm went out <unclear> word </unclear> the the whole family was making this popiah you know make and eat make and eat
A,I ate about four or five you know
A,That that was early in the morning and then after that tea time <unclear> word </unclear>
A,There there were so many days so we just ate away
A,Then the other day you just want to puke already
A,You don't feel like eating at all
B,No I mean eating other things my uhm cook dinner you see
B,So it's like I don't <unclear> word </unclear>
B,I just couldn't eat lah
A,And the worse is that when I cook my own dinner our our I won't eat it
A,I won't eat definitely
A,Like that day last night I was cooking spaghetti for a meal the the the mouth <unclear> word </unclear> forty-five minutes already right
A,After I've done it put on the table
A,I just don't want to eat
B,Ha
A,I don't like to cook because I cannot enjoy my meal after that
B,Oh is it
B,I don't mind like I can still eat
A,Is it
A,I can I don't I lose my appetite
B,Ha
B,Don't know maybe because I don't cook very often
A,I don't cook at all
B,I mean back in Perth I cook twice a week
A,Oh is it
A,Then the other
B,I think I was the only one who do the cooking in the household
A,The rest of them you all take turns is it
B,Ya we take turns lah
B,Two twice a week then
A,<unclear> word </unclear>
B,One day we rotate lah
B,Every Sunday ya
B,Sometimes we don't want to cook
A,Cook two meals right
B,Uhm no only cook dinner
B,Lunch we all settle by ourselves
A,Cook for the whole three of you is it
B,Three of us only lor
A,Then what do you cook
A,Rice the basic uh rice soup
B,Rice
B,Usually we just cook two dishes one meat one vegie
B,Then maybe sometimes we have soup
B,But usually if we cook soup we put the meat inside so we still have about two dishes
A,Oh then chin chye eat lah
B,Ya lor chin chye lor
B,What can you do
A,It's not like wah four five dishes no need uh
B,Cannot ah
B,How to afford
B,We are trying to save money
A,Not only that a lot of time you have to you know
B,Ya
A,Actually you don't need that much
A,For me uh I I just fry an egg
B,Ah
A,I can I can eat whatever like that know
B,Ya
B,My household they don't really like to eat eggs
A,Oh I love eggs
B,Ah for me also second year I always cook eggs
A,I love egg you know
B,Ya
A,Half-boil half-boil fry scramble
B,Ya ya I love eggs
B,Ya omelette
A,Anyway when nobody's at home right I just make egg
A,So easy
A,It's the easiest dish
A,Anyway when you cook noodle you throw an egg inside
B,Ya ya I throw an egg inside
A,Eat with bread
A,You you get me hard boil egg as well
B,Aye I like I like egg sandwiches
A,I like I like too
A,Aye one day we make ah
B,Egg
A,I think we should do it because every breakfast is you gotta spend a lot of money
A,Or you say that once in a while we eat it's okay but having here and there I think
B,Quickly makes up
A,And in and we remove it high it can be quite expensive
B,Ya that is true
A,Then you order a drink everyday
A,So I think when he ask me about stationery as you were saying up we should we both should do it together because then I won't leave or anything
A,I think we should have a pantry
A,Pantry most important
B,We need a fridge
B,No get those small fridge
A,Ya lah small fridge
A,But even so I don't know okay
A,I think we should agree not in any need of fridge
A,I think we need a little bit of <unclear> word </unclear> not oven
B,Oven-toaster
B,Toaster
A,Not toaster
A,Bread-toaster
A,That type you know just heat up a little bit of food
B,Ya bread-toaster lor
A,Don't you think not not bread-toaster
A,Bread-toaster
B,Oven-toaster lah
A,Is just for bread
B,Ya ya ya those oven-toaster
A,Ah oven-toaster
A,I think we should you know
A,It's very practical
B,But I think we we don't yet slowly lah
B,We get the more essential things first
A,Fridge is it
B,Fridge
A,Fridge is important
A,We can store things inside
B,Ya but
A,Like you put your fruits you bring from home
A,You put your fruits
A,You throw inside then then
B,But not in a hurry
B,Yet we get the other things first like the desk and all that first
A,We need only one more desk
B,One desk
A,Then chair
B,What chair
A,Chair
A,We don't need a chair
B,Don't need ah
A,There can
A,You see we got four chairs here already what
B,Okay lor
A,Okay this desk is Boon
A,That one is for me
A,Yours will be the same one
A,All three of ours three of us should get the same chairs and tables
A,Of course he will have this big chair
A,If he wants to get another table he should get a bigger one for himself
A,At least both of us share the kind of table
A,Then there won't be some kind of discrepancy
A,This one will be for this computer like when you are not at your desk working you want to go to the computer you move the computer
A,Okay so we need another desk we need
A,I think we need two cupboards
A,Ah how many cupboards do you think we need
B,I think at the moment we don't need more than one cabinet because he hasn't finished using this one you see
A,He has quite a lot of things already
B,Really
B,I think he needs to clear because he has a lot of repeated and all those brochures and everything
B,All repeated
A,I'm never dare to touch
A,I I mean at least Jason help him to
B,Maybe he has uh ya some kind of cabinet lah
A,Just now do you realise he was looking around for something
B,Is it
A,You won't believe it
B,No
B,He need something for storing his film
A,I don't know what kind of
A,You need a special cabinet
B,But how long does the film last ha
B,Does it expire after a while
A,You keep it properly it can last
B,It can last ah
A,Look at the way he has kept
A,It's it's expose to light most of the time and this thing rub up and down
A,I I think it's personally that he need a big cabinet
B,Oh
A,So we need a film cabinet
A,Even we don't have a cabinet
A,We can buy those kind of bags
B,Bags
A,Big bag then you just put inside
B,I thought of buying boxes
A,Box can lah
