speaker,speech
,
A,What did you what did you think about it
B,I think I never expected it to happen you know because uh I always thought to myself that the MRT was perfectly safe and all that
B,But I was so surprised to hear that that you know it actually crashed okay
B,And there's a good thing that it crashed at the station and one of the trains was stationary
A,Stationary
A,That's right but that shouldn't happen if the train is stationary
A,Why should the uh moving train you know collide into
B,I think the time-table must have got mixed up
B,Maybe one train was the the the the first train was slower and second train was faster you know so somehow or rather <unclear> word </unclear> happen
B,'Cause it's quite frequent right the MRT
A,Yes I think in morning it's about three minutes intervals or something
B,Enough to crash <unclear> word </unclear> probably
A,So Boon did you take the MRT to work I mean to to
B,I stay at Eusoff College and there's a shuttle bus service
A,I see I see
A,Well I don't take the MRT I take the bus so but I take the MRT home
B,Oh now you be with
A,So hopefully it it will resume its service when at about five o'clock
B,You think people will lose faith in the MRT now that this has happened
A,I don't think so I think I think it there must be some some reason behind colli collision
A,It cannot happen just all of a sudden like
B,Probably there will be a big investigation like <unclear> word </unclear>
A,I'm sure there will
B,When the the cable-car actually came down at Sentosa there was this big in inquest right ya
B,So probably the same is gonna happen now
A,Yes yes but luckily it was I mean one of the train was stationary
A,I'm sure the the impact of collision may not have been very bad
B,Probably many of the people on on the train were students at NUS because it happened at Clementi in the morning you know
A,I suppose
B,Ya
A,But then the the the train was suppose to be heading towards Jurong
B,Ya exactly
A,So so probably more workers rather than students
B,But it stopped at Clementi you see so
B,That means the students haven't got down yet so probably
A,Oh do they normally go to Clementi Station
B,Ya many many students go to Clementi especially if they're from Arts or from Engineering right
A,I see I see
B,Ya so probably lot of NUS students involve in that crash there
A,Do you know they're gonna have it on TV at three o'clock this afternoon
B,You mean it has become a some like some celebrity
A,Not cele <unclear> word </unclear>
A,I think they they they they promise a a kind of a report on TV
A,So at three o'clock this afternoon there'll be there'll be two telecast one on channel eight and one on channel five
A,So it's it's almost three o'clock now
A,Maybe we can get hold of if we can get hold of a TV we can listen in and see what's what has what actually happen this morning
B,Right right
A,Priscilla do you play any sports
B,Ah ya I I play squash and right now I'm trying to learn tennis with a friend of mine who is teaching me
A,Oh how how often do you play
B,Tennis
A,Tennis
B,Uh not very often
B,When he's free uh then he'll teach me you see so uh
A,Okay what about squash
A,Do you play squash very often
B,Oh now I don't
A,It's hard to get hold of a partner to play
B,Ya partner who's about the same level as you not too bad not too good you know that sort of thing
A,What about facilities
B,Uh I try to go over to IE uh rather College of Physical Education because it's just across the road from where I stay
A,Eusoff College
B,Eusoff college ya
A,Do you have to pay to get in there
B,Unfortunately yes but usually we can also you know just go there if there's nobody using
B,It's it's quite alright ya
A,Are are you very good at squash
B,Uh I'm not on the squash ladder or anything but uh
A,Just recreational play
B,Ya just recreational play
B,What about yourself Doctor Chui
A,I I don't play any
A,I I do I used to play tennis and and the squash as well but because it's difficult it's difficult to find a partner who is who who's on the same level as you
A,In in the case of tennis you find that if if you get a very good player you you find that you you picking up balls most of the time
A,So now I I I I in my spare time I run a lot jogging and so on
A,I'm still thinking considering whether I should participate in the end of year marathon
B,Oh the one up Mount Kinabalu is it
A,No no no no it
A,This is organised by Mobil the annual marathon Singapore marathon
B,Twenty-three K
A,Forty-six kilometres
B,Oh okay
A,So I'm still considering very hard whether I should put in the the registration form
B,But have you actually run such a distance before
A,I have done a half marathon uh a few years ago
A,That's about twenty-three or thirteen miles
B,Thirteen miles miles
A,Thirteen miles
A,That wasn't too bad
B,You mean you managed you did not walk
A,I did not walk yes
A,I I did run all the way didn't have to walk at all
B,Any ranking
