speaker,speech
A,Where are you all taking the cab to uh
B,Home
C,Paya Lebar MRT uh
C,Home uh
B,Oh
B,Why not
C,Home
C,She's Yio Chu Kang you know
A,Ya that's why
A,Different area
C,I'm Queenstown
A,I think the best place is MRT
B,Oh is it
B,You're going to take MRT is it
C,I I was thinking of that
A,Ya
B,Okay lah
B,Or alternatively we can take sixty two if we can't get a cab later
A,Oh there's one
B,<unclear> word </unclear>
C,<unclear> word </unclear>
B,It's along River Valley
A,I see
C,It's very nicely arranged
B,Uhm
A,Uhm
B,Everything
B,You you you you should see the instruction booklet that Choong Keong issued to the helpers
A,Ah
B,Ya every page is the instructions
A,Very meticulous
B,Ya <unclear> word </unclear> instructions uh ya given to all uh each specific job role ya then
C,Can I take a look at that tomorrow
B,Ah I didn't bring uh but anyway Mee Lan told me when I talked to her a couple of days ago or Mon Monday holiday
C,Ya
B,She told me she said oh last Sunday Choong Keong just is just issued an amended instruction booklet <unclear> word </unclear>
B,Wow
B,It's still a booklet you know
B,I saw it this morning
B,It's in a smaller form but it's still thick
C,Amended instruction some more
B,Ya
B,I mean it's so thick uh you probably can't tell where the amendments are made unless you highlight it all
B,Maybe if you could just issue the amended pages you know because I mean I'm only interested in the work I'm doing
B,Waste of I mean he's a perfectionist lah
C,Is he
B,Ah
B,Don't know
B,There from there I gathered that he he's very meticulous
B,He did all these all those things by himself
C,Uhm
B,Ya Lily didn't even know <unclear> word </unclear>
B,Uh
B,Ya until we went to their new house you see to to for the meeting then Lily was started started telling us
B,Because we're asking her what we should do
B,Then she started telling us and then the next thing we knew <unclear> word </unclear> uh uh he Choong Keong started distributing all those
B,Where are you now Brenda
B,Still in NUS
A,Yes
B,Oh
A,Uhm
B,How long will that be
A,Uh you mean the entire project
B,Ya
A,It will take a number of years
B,Serious
A,Serious
B,So you will be with it
A,Not necessarily
B,Oh
A,Ya the project itself will <unclear> word </unclear>
B,Last for so long
A,Uhm
B,But you don't have to be with it
B,You're not bonded to committed
A,No no no it's a one-year contract
B,Oh
A,Subject to renewal
B,Is that
B,I see
A,Ya
A,Have you started looking for other jobs
B,Me
B,I got an offer but I'm not very keen
B,Even before he gave me a firm offer I was really feeling quite uneasy about the job already
A,Why
B,Because when I was quite happy after the first interview but when they offered me I mean just unofficially
B,They asked me to go down for meeting to discuss the my my no my period of notice and other terms
B,I found out that they don't even have a HRD
A,Uh I see
B,Human Resource department ya
B,A lot of things are not properly done so I'm quite hesitant lah
B,Started be care feeling hesitant about it and you know to
B,So I I I I want to put it nicely when they offered me the job at a certain price I quoted
B,I I asked for something much higher
A,Uhm
B,Like much higher means uh it's about six more than five thousand dollars higher
A,I see
B,Ya
B,So I was thinking maybe they'll turn me down immediately you see but they say they'll think about it
B,Then yesterday they call me and tell me they will give me
B,So I said oh oh
B,But the problem was we did we you see they talk so much you know so much so that when I wanted to ask them certain things uh I didn't have a chance and then I forgot
A,Uhm
B,Ya so you know things like how many months' notice I must give how many days' annual leave are you giving me and things like that
B,It was not mentioned at all until they called me yesterday
B,I have to give three months' notice
B,I have to I've only get I I'll only be getting fourteen days' annual leave
A,Oh
B,Which is the same as here
B,That's what I was telling him about you see
A,Uhm
B,I'm hoping that I'll get something more unless it's a five-day week then fourteen days is okay you see
A,Ya
B,Then he said oh
B,He qualified lah
B,He said they will be looking into that uh in the following in the next one year because they are thinking of coming up with some company policy
B,But the that's not a promise you see
A,Uhm
B,So I was very hesitant so I told him I need to think think about it
B,Then he was quite surprised because it so happened that yesterday morning I received a call from another application another letter company that I wrote to
B,And they asked me to go down for interview on Monday
B,So initially I I saw like I was I was not sure whether I wanted to oops oh dear
B,So I just took a number I told them I'll call them if I want to go down for interview
B,Then after I spoke to this guy uh I decided to try another job
A,Oh
B,So I'll be going for interview on Monday
B,I didn't really feel very peaceful about it lah so I don't want
B,But I didn't tell him no straightaway
B,I told him I'll think about it
B,Then I told him actually I'm considering other offers
B,My main concern is if my present employer can promote me this July I'll stay
B,I'm waiting for a word from them only
A,Oh
B,I've already spoken to them so I'm waiting for them
C,Do we alight
B,You mean here uh
B,Not here right
B,Can we alight
C,How come they don't have a you know taxi stand or something
B,Taxi
B,Ya lor
B,<unclear> word </unclear> so hot
