speaker,speech
A,Ya okay got it
B,<unclear> word </unclear>
A,No but how do you do it
A,Hey show me lah
B,Might as well learn from here
B,No I think this is as good a conversation piece as anything else
B,Can you pick us
A,I hope so man
A,You show me lah
A,You show me how you did
A,I I will I will leave this nearer here then it can pick it up
B,Uh I mean this type of check program uh
B,Type check uh
B,Ya then it will file
A,Uh uh
B,Then you will go to this screen uh
A,Ya
B,It can give you a menu
A,Uh uh
B,But before that you actually have to uh have to create a name list uh
B,Just type name uh
A,Ya
B,This is a utility in the in the main frame
A,Okay
B,Where you can store in the name uh uh under you put your nickname and user I D and all these things
A,Ya
B,Okay
B,This Martin Lee my friend in Physio Physios
A,A you try you try getting somebody now
B,Let's get <unclear> word </unclear> lah let's try <unclear> word </unclear> now
A,Let's see
B,<unclear> word </unclear> can we get a friend in NTI now
B,This my cover shooter
B,It's gone to the other line <unclear> word </unclear>
B,I don't we will get him
B,You just type check
A,Uh
B,So it will give you seven screen uh
B,Six screen sorry <unclear> word </unclear>
B,You can talk to six persons simultaneously
A,Oh oh oh like a conference uh
B,No one one at a time lah of course uh let's try a <unclear> word </unclear>
A,Try <unclear> word </unclear> financial
B,Just type Finance will do
A,Ya
B,Then you my it will go through the name list and know that Finance is this fellow
A,Ya
B,So this uh screen two
B,Finance is at screen two now so you press F two
A,Uhm
B,Wait I give you this <unclear> word </unclear> off Finance
B,Hi yes
B,It's not logged on so you know it straightaway
A,No ya lah but <unclear> word </unclear> should not be in mainframe so no point getting him
B,Ya he is may not be
A,No he doesn't he doesn't use this system uh
B,Doesn't he
A,Ya
B,Uh
A,Maybe should try to get someone who who you think are using it
B,<unclear> word </unclear>
B,Let's call Jeremiah
B,My cover shoot
B,So it is under F F three
A,F three okay
B,Okay
B,Hi you
B,Also not logged on
B,What is this
B,You know
A,You mean if you if you are logged on if you are logged on even half way through your analysis they will they will prompt you is it
B,Ya ya Ya ya
A,Uh <unclear> word </unclear>
B,The other side will see a message just strike across their screen according to my friend N T <unclear> word </unclear>
A,Oh then then
B,Also not logged on
B,Oh dear
B,Now who is logged on uh
A,Most of the chaps are not
B,You are logged on uh <unclear> word </unclear>
A,Oh ya but I but you can't you can't be talking to me and change screen
B,But you are not ya you are not logged on
B,You see so cannot
B,Uh Fidah is not logged on uh
A,So that is how <unclear> word </unclear>
A,Fidah doesn't even have his computer
B,Or ya
B,Who who else
A,So that is about it lah
