speaker,speech
B,Is that That's not enough for you ah
A,Thirsty I'll go and buy a drink do you want do you need another drink
B,No
B,*laughs*
A,I still want my food
B,Today is warmer than the last week Last week was quite warm
A,Was it also at this time when
B,My it was at this time
A,So have you actually started looking around or not for your gown and everything else
B,Oh that one not yet
B,uhm after the camp right
B,After the camp because Cecilia said she has a friend who who knows some shops that will bring her around so she'll call me along
B,Then the church started calling and writing in so quite difficult the church to get a church
B,It's like those that allow us to book uh already it has been taken that day
B,That's why ah
B,It's actually I
B,That's what Siew Hong was telling that you know book the the church as early as possible you know
A,Ya but then yet there are many churches that allow us to book but they only allow us to book three months in advance
B,Uhm
A,You know that all the confusion
B,So you have to make your list lah which one allow you to book which one can convey the order
A,And now with the phone rates the phone charges
B,You have to spend a lot of money on it lah so you try
A,So I try to call as many as possible last week
A,*laughs*
A,Uh try until Saturday you know thirtieth of November
A,*laughs*
A,And it's not cheap you know I heard one place Inter International Baptist Church they charges nine hundred dollars you know
B,Ah that one
B,Just for that afternoon
A,Ya and then uhm we wrote in but already taken up that day that we wanted actually they said still available you know so by that time we we write in our letter two weeks later already taken up
A,maybe it's also good that it's been taken up so costly uh
A,nine hundred but on average about four hundred five hundred dollars both lah the reception and the sanctuary
A,How much have you to pay
A,Four hundred as a church member is it
A,Are you a church member
A,Use sign language
A,*laughs*
B,So where are you going to stay after
A,Rent rent rent a flat
B,You mean that the scheme that HDB has is it your applied already ah
A,Ha
A,Haven't
A,Don't know when to apply
A,I think it is quarterly
A,Ya the application is is also like balloting
A,So they'll ballot
B,Because uhm don't know what Jennifer was saying that she she doesn't want to
A,She bought a flat
B,She bought already ah
A,Uhm
B,Where
A,Uhm Chai Chee ten-year old flat
B,Chai Chee ah
A,Not bad know quite cheap it's 145 thousand
B,Five
A,But it's about ten years old
B,Five five-room flat ah
A,Uhm
B,Uh uh not too bad
A,Quite good uh
B,Chai Chee but is it near to centre
A,Near Bedok
B,Bus take feeder service you know
A,On the way
A,No no no I think there's a terminus last time
A,Kok Cheng's old place I think
B,Uh uh Bedok Bedok
A,So I think it Chai Chee area I think Just slightly before Bedok
B,Uhm
A,I think they just bought last week or something they just sign the paper
B,Oh so it's like I didn't about it I thought they still looking around for a flat but which will it be in time for their wedding and all that
A,Should be alright they have four months
B,Uhm
A,Yours is 11 something
B,Hm your flat is not facing west side right not exactly right
A,Where's the west ah
B,I thought your flat is slightly west is it
A,Where's the west
B,Near to the camp or you know your your facing there's a road right Chua Chu Kang way
A,Ya facing Chua Chu Kang Way
B,I think that's the west you know Not exactly west lah
B,Probably slanted
A,Can't see sunset ah
B,Ya probably you'll see sunset but yours only on the third floor
B,Maybe you can't see a lot
A,Eh but elevated not very sure because usually the flats are elevated
B,But what is after the road No the other side of the road
B,Also flats right
A,No
B,Eh
A,Uhm reservoir I think
B,Reservoir
B,Then maybe you can see something
A,Uhm I think it's reservoir ei ei either up further up or down it'll be camp the army camp
B,Up towards uh my side
A,Up ha
A,Then the three sides all flats
B,The other side lah ha
A,No no uhm my the other side is like car-park
B,Uhm
A,multi-storey car-park
A,What else do I need to prepare
B,What else ah
B,I don't know
B,I'm You should ask her
B,Not me
B,I'm not commenting
B,Ask her
A,Right
B,You are the one who pull say ask her about all these things and now you want to
A,
A,*laughs* Strangle her
B,Teacher now now teacher already
A,
A,*laughs* Aiyah
B,So you decided not to quit already ha not to change job already lah now
A,Uhm
B,Do you know she you know he that the he join the NCC thing
A,How do you know
A,*laughs*
A,I told you oh ya ya ya let me think over dinner right
A,I didn't bring your
B,So when are you going to start your
A,Next year
B,Oh not this not
A,I I I pretend I don't know anything so I don't want to be involved in both sides
A,I'm not going to the band actually they have something on this afternoon
A,So I'm not going
B,The the other teacher
A,The Saturday was my last one uh Last Saturday I went to
A,They have a barbecue
A,Then we spend what huh Five hours travelling and waiting
A,I left my house at one met in school at two
A,Suppose to meet at two
A,Then some students came late you know came about two plus almost three so we left West coast lah at three
A,then we travelled uh okay we waited for a long time for fifty-one after that took the train then up till Eunos
A,uh the train broke down
B,Aiyoh
A,Ya so waited you know they say half hour later
A,The the train will be ready to go to Pasir Ris but didn't you know
A,so later on we we took a bus and it was raining ha pouring that day
A,So we didn't reach Pasir Ris until five-thirty
B,Your
A,And and it was still drizzling and raining
B,Your picnic is suppose to start at uh
A,Uh about three But all of us were late ha
A,And then there're there're the first batch that reached there
A,they'll waiting for us because they don't have all the charcoal and everything
B,Poor thing
A,Anyway raining they can't even set it up
A,Then after that it was drizzling they so they tried setting up you know they would hold umbrellas all over shutting in the the pit
A,Ya then after that about six-thirty my friend and I we left ha
B,How come your
A,Without eating without even smelling the fire
B,How come your go all the way to Pasir Ris where you could have west coast
A,Ya lor Because uhm ya they couldn't get they fully booked at west coast so they could get it but Pasir Ris
A,not bad you know their new park just beside NTUC quite nice quite nice
A,Then the the sea part is quite ah the beach is quite broad also ah
A,different from west coast because west coast is very crowded right
A,all the ship and all that over there is very clear so it's good
A,ya lah so that day was the last Then I I won't be going down anymore for their
B,The other teacher has taken over
A,She has taken since she join in July But she's away now in the States
A,So we just leave it to them on their own nah to carry out whatever practices
A,Your lunch is until two
A,Anytime
A,Two
A,So you'll be back at counter or
B,Office
B,Tomorrow I've got a tutorial to give some
A,To
B,To students uh
A,Which group
B,Teach them uh English Language students Third year students
A,ah ah
B,So teach them uh the library how to use the library the catalogue
A,How long is the session
B,One hour
A,Uhm
B,So I've to go and go back and prepare
A,One hour ah
B,Ya so quite I think quite a lot of things to teach tell them even the catalogue itself
B,there's so many things to tell them
A,It'll be held in the library
B,Ya so then we also have the CD-Rom
A,CD-Rom
B,Ya it's those computer is all the data in the computer readable format so you go to the machine CD-Rom
B,Uh it's like uhm music those music disks like that you see but all is data
B,so you just slot the whole thing in then you search
B,let's say you want journal articles and all that for a particular subject you can do it
A,There's only one one tutorial class is it
B,Uh we have a series for this uh this session for Third year students but uhm the response isn't very good
A,Oh it's voluntary
B,Uh suppose to come the students suppose to come but then uh the other time I had a Philo lecture one student turned up
A,ha
B,Terrible
B,eight or nine of them you know that kind of thing
A,But you have to that means you've been giving lectures
B,Uhm on and off not not all the time but next year there will probably be more because we're going to have uhm sort of teach them link up linc
B,the terminal the computer catalogue for all the first year students if possible third year students as well
B,so there's going to be lots and lots of things to do ya so and then fourth year students also going to have a more in-depth one one to-one type when they do their academic exercises
B,ah we'll help them on their topic
B,so I think right from Aug July up to I think one whole term first term will be busy all the time so
A,Do you enjoy giving lecture
B,
B,because there's something I know rather than let's say if I were to give a lecture to all teaching staff or or or you know those experts ha then of course I'm
A,Or or you you you you have to do that also
B,No I don't For those teaching staff they as and when they come in a new staff we'll do
A,Brief them
B,Ya for that one-to-one basis yah that means we make an appointment with them ask them to come to library uhm for let's say one hour or so
B,we'll just show them how to use a catalogue show them all our library bring them to the different department tell them what to do and all that
B,You know most of the lecturers
A,Not almost
A,depends on department like some new some new lecturers and all that lah when when when it come
A,and then make an appointment with them then I know them by face
