speaker,speech
A,Hello
B,Hello
B,Is Pui Yoke there
A,Speaking
B,And guess who am I
A,Uhm <unclear> word </unclear>
B,Oh boy how dare you
B,How dare you call me
B,I have a proper name
A,Okay guess
A,Mui In
B,Ya so how are you doing
A,Uhm busy busy
A,Lately my directories have all come in so I've to mail them out
A,Huge pile
B,Oh boy
B,So you got any help
A,My sister
B,Uhm
A,Not much of a help
B,Not much of a help
A,I mean two of us that uhm well
B,No you can you can nuh threaten to uh uh fire her
B,Maybe she doesn't do her work
A,Oh I mean I'm sure she will but then uhm for two us cos it require a lot of manpower and a lot of marker work
B,Uhm uhm
A,Maybe you should get my boss to do it
B,Yap
B,But I already scare her a bit
A,Ya I'm trying to get Lay Peng to come back to help out also
B,Uhm uhm
A,<unclear> word </unclear> because of her expense
B,Ya right
B,Or maybe once in a while when she needs a break from her books
A,Ya
B,Then well
B,So what's new other than work
A,Well Dr <unclear> word </unclear> has been keeping loads and loads of rats as you know
B,Uh
A,Do you know that Seow Choo is now his uhm PhD student
B,Is it
A,Yep
A,He's doing his PhD under him
B,Under who
A,Dr Tee
B,Oh boy that's in uh that's interesting
B,I mean it's oh
B,Actually she was an RA right
A,Ya she was an RA but uhm <unclear> word </unclear>
B,Was she working for a degree then or just not
A,No she wasn't she wasn't and they uh actually she was supposed to be hired under him
B,Uhm uhm
A,As an RA but I guess they wanted to save cost and asked her to convert it to a a PhD by research
B,Uhm uhm
A,So she's looking around for a scholarship
B,Oh I see
A,<unclear> word </unclear>
B,Uhm uhm
A,To buy more equipment
B,Uhm uhm
B,Are they actually working on the same uh
A,They're working on the rat <unclear> word </unclear>
B,Uhm uhm Uhm
B,Oh about uh the Wednesday evening's dinner I probably not join you
A,Oh why
B,Oh oh actually this week I'm really busy with uh work to complete and I guess I shall miss the fun
A,Oh you mean they've been uhm pushing you and all that
B,No no no but uh there are some things I need to sort of sort out and no I just in the process of sorting out the stats all those uh terrible stats pile so
A,different tests and all that
B,Uhm uhm ya
A,Oh
B,So I thought that I should spend more time on it
A,But don't stay too late
B,Uhm well it's nice
A,But it's quite uh dangerous for you to go out late at night in that sense
B,Not really because I can take the MRT from my uh from the the bus-stop outside the engineering blocks
A,The MRT
B,Uh sorry I mean duh I'll take ninety six and then I'll go the MRT station so it's not that bad
B,It's not like a long walk compared to before and I had to take like one nine seven * 197* one nine eight <&>  198)
A,Uhm ya sounds ya <unclear> word </unclear>
B,Uhm
A,But you still do you still have to walk through that little path with the palm trees and all that
B,Palm trees
B,Uhm
A,or I think coconut trees
B,Oh no no usually I'll go by the uh on the the sixth level where they have the yellow roof you know that part
A,Uh
B,Is it
B,I mean the palm trees is where uhm like near YIH right
A,Ya
B,Uhm I don't go through that way
A,Oh you don't go through that way
B,Nope
