speaker,speech
,
A,Okay I think with that we can come to our studio guest Suresh
A,I know you're raring to tell us your point of view as well
A,Okay as a person who came up with the uh kiasu comic uh books and the kiasu character what is your reaction to the calls so far
B,Well first of all there were a couple of us that got together to do the book and I must say that uhm a comic book a kiasu comic book is not a promotion of kiasuism
B,On the contrary it is suppose to make Singaporeans more aware of the kiasu behaviours and that was what sort of uh inspired us to do the book in the first place
B,We're in the humour business and we tend to look on the lighter side of things
B,It is fine to say have a anti-kiasu campaign and we would probably support it but being people in the humour business we do it you know by looking at the funny side of it
A,Okay Agnes is there a down side to this funny side
C,Well if they were to look at it the same way as Suresh and his co-writer which look at it is uhm looking at humour and that we should learn to laugh at ourselves I think there's nothing wrong with it
C,However you find that uh depending on the maturity of the readers then young children may think that well if that's the way of life in Singapore and if it is being uh publicised so why not and on the other hand of course with this uhm capitalisation by commercial firms of using Mr Kiasu to promote their goods I think it can sort <unclear> word </unclear> in a way be blown out of uh view you see
A,But I mean wouldn't wouldn't you say that the use of humour to convey messages even that uhm that are negative in this way that to discourage people from from emulating those that those personality traits it's always been done and I presume you are you are following that tradition
B,Yes I think uh people are bombarded with all kinds of messages especially in Singapore campaign after campaign telling them what they should do and what they shouldn't do
B,Sometimes it would be effective to use humour because a person gets entertained and in the process perhaps some of the messages get through
B,But if you were to tell him that he shouldn't do this and that he gets turned off and we think that we're probably uh more effective in getting the anti-kiasu message across than promoting kiasuism
A,Agnes would you say that that is uhm is there a cautionary note to that
A,I'm sure you wouldn't disagree with that by saying how <unclear> word </unclear> we wouldn't
C,Well no I wouldn't
C,Well as I said before you see you are trying to tell them not to be kiasu but you have no control over how they view it
C,Will they be taking it as a lesson yes it's something we shouldn't do or it's something that well it's something that we should emulate so
B,I think we should uh sorry I think we should give credit to young people even children uh sometimes we tend to think that they get easily influenced by comics
B,We all grow up by watching Popeye the sailor and we haven't become started speaking like Popeye
