speaker,speech
,<I>
A,Hello
B,Hello
B,Pauline please
A,Hi
B,Hi Pauline
A,Yes
B,How do you know who I am
A,I think I know
A,<O> laughs </O>
B,How have you been
A,How have you been keeping
B,I've been annoyed with you
A,Oh why
B,How can people not keep the tea tea dates or whatever you want to call them
A,Ya I've been very bu busy you know of late
B,No lah I'm teasing you uh
A,No lah but really I've been very busy too because my husband had got some clients down you know
B,Uhm uhm
A,They came and ship load actually <unclear> word </unclear> from
B,Did they stay over
B,Did they stay over at your house
A,No no they didn't
A,They didn't
B,Oh okay
A,Thank goodness you know
B,Ya
A,They came and and and kind of like you know one came on Wednesday one came on on on Friday you know
B,Uh
A,It was staggered you see
B,Yes
A,So we spent the last two weeks just entertaining them you know and I was really really tired
B,I'm sure
B,Ya I'm sure
A,Ya I didn't even have enough time to to uh look up Marion
A,So the only time Marion can see me or talk to me is when she hear my my front door go <unclear> word </unclear>
A,Then she say hi
B,Oh yes
B,So how did April adjust to all this
A,Uh she found it quite fun actually since we brought her out with us you see
B,Oh ya
A,Ya so I think she kind of enjoyed it lah and then she sees ang-mo and all that kind of thing
B,Ya I'm sure
A,so ya to her it's all fun and game lah
B,Ya well actually okay lah
B,Then treat it that you you provided her a lot of diversion what to do
A,Hi but I'm tired lah
B,Ya lah that's why
A,I'm very tired and then it's it's it's not good because uh you bring them around and then you you invariably eat and eat and eat
B,Uhm
A,So yes I did put on weight
B,You know you know what was what look you can you can just got <unclear> word </unclear> and not had you know not not know the difference
A,Hah
B,Ya you are that kind that you know you don't
B,Really uh
A,You can go but no lah I put on you
A,I've Marianne
B,Is that right
A,Yes
B,I don't think
B,We haven't got a glimpse of you you know
A,Oh don't please
B,Really
A,glimpse at me
B,Ya I was wondering eh Pauline has she moved or not
A,No no
B,Because you never know what <unclear> word </unclear> moving could also entail a lot of
A,I kept asking Margaret about you
B,Yah
A,<unclear> word </unclear> how whether she's seeing you
B,Ah
A,say ya ya ya
B,How come you people meet up a lot more than than with me
A,Not really you know because I think the other day uhm Marion I think
B,Uh huh
A,I think Marion and was talking to her or something like that
B,Ah uh
A,I was going out
B,Orh orh
A,So we know as usual when you come out from the lift and then suddenly shout
B,Yes
A,<unclear> word </unclear> Margaret's always coming to Sunny's
A,So we bump into each other at the corridor
B,Oh ya ya
A,So <unclear> word </unclear> just asking how how's everything you know
B,Ya ya ya
A,so she said okay then I said uh has she finished oh not quite also
