speaker,speech
A,Okay I'm ready
B,Ya I'm ready too
B,Ready go
A,Oh come on
A,Don't be so unsporting
B,Is it ready uh
A,Ya it's functioning and without the
B,Okay
B,So what do you want to talk about
A,Uh it's got slight interference not too bad I think
A,But I guess can't choose you know
A,It's an old mike
B,Might sound like me
A,I think so
B,Okay
B,What do I sound like
A,Cute
B,Really
B,Ya right
B,I didn't think is
A,Talk about something more substantive than this
B,Okay
A,Okay uh other case
B,So what do you think of the case which I told you just now
A,Which case
A,Could you brief me about it all over again
B,No way
A,Oh god please
B,No way
B,No
A,Okay what about your arbitration case
A,Maybe you can tell me about that or is that so hush hush that
B,It's so hush hush that no one outside of the whole of <unclear> word </unclear> knows about it and that's about three hundred people
A,Ya sure uhm
A,So how
B,Uhm
A,Some other case
A,Wouldn't okay
B,Well
B,Well uhm
B,We're going for a raid this Wednesday
A,Sh cartoon how can you tell people that
B,A raid a raid you know a raid as in
A,<unclear> word </unclear>
B,No we're going for a search warrant
B,You know arrest
A,Search warrant of a warrant of arrest
B,No
A,No no
A,What am I saying
B,Warrant of arrest is Hawaii Five-O
A,No you can go for a warrant of arrest if if a person defaults in appearance
B,Ya right
A,Uh warrant to search and seize
B,Warrant to search and seize that's right
B,That's what we're doing on Wednesday
A,Oh
B,Uh really
B,There are some counter features of our clients' fabric design
A,Kind of difficult right
A,On what basis
B,Copyright uh
A,Copyright infringement
B,Ya
B,I mean I've seen the two design uh the colours are very similar
B,But the designs I see uh not exactly alike <unclear> word </unclear> substantially alike
A,So <unclear> word </unclear>
B,I mean one look from far uh looks like the same material
B,But when you examine it closely and you're looking for differences you can find
A,If you're not
B,If you're not one cursory glance if you're really observant
A,Won't make a difference still
B,Then you you will be able to
B,You even if you are 'cause if even if you're very observant cursory glance you may not find it
A,Really
B,Ya but you have to look for the difference
A,Okay
B,Probably you can
A,But it but it happened to my client once you know
A,Where they called me up and started screaming saying that one of the departmental stores were actually selling uh the fabric uh
B,Uh uh
A,Uh that was similar to theirs and the reason why they were so uptight was because uh it was their summer collection
A,It was they were going to launch it and was already found in another departmental store
A,Uh so you know they actually went to buy up
B,Actually went to buy up every
A,They actually went to I mean they went to that departmental store and bought up the stocks
A,And then of course subsequently they spoke to the 'cause they were going to launch that design
A,So it would really spoil the market apparently
A,And but I compared the thing I couldn't tell the difference
A,I brought it home you know and my mother could tell the difference
A,She said texture-wise is different style print
B,Why didn't you go for your warrant of seizure and or search and and
A,No
A,The problem is that
A,Look uhm this one may not even beat the counterfeit because the fabric may come from the same source
A,So it's there is no copyright infringement
B,Right
A,It is the same garment
A,Same quality
B,It's a breach of contract
A,So it's a breach of contract which doesn't warrant a seizure you see
B,Uh uh no no hey am I <unclear> word </unclear> </I>
C,You mean there are flats above Saint Michael's
D,Yeah
D,It's a nice little flat two bedrooms
E,You mean Saint Michael's in Holland Village
D,Yeah
E,Oh I didn't even know there are two-storey flats
D,There are flats up there and the the entrance is at the back of Saint Michael's
C,So that's where Sweet Secrets and stuff like that
D,Above there right
D,But this flat is nearer the road uhm next to Goh Seng Huat
E,Oh you meant the electrical shop
D,Uhm
E,Ah okay
D,So the entrance to the flat is uhm at that back of the bank Tat Lee Bank or whatever bank
C,How big is the flat how many bedrooms and
D,Two bedrooms uhm good size sitting room
D,I didn't see the kitchen
D,It's a nice little cozy flat
E,What made her moved out of her flat
D,Because she she can't uhm live in university property
D,She's joined IE
E,Oh I see
C,And IE doesn't provide housing
D,Allowance
D,There's housing allowance
E,Oh but you'll have to search for your own flats
E,Don't they have some quarters uhm like near Ngee Ann <unclear> word </unclear>
D,I think so
D,They're for visiting visiting professors or people on exchange
C,Or in College Green
C,What about College Green
E,Those are still University housing
D,So after that when we went to to eat at Chinese shop opposite Saint Michael's
D,So that's when you met Chandran and Suresh
D,They were coming to join us
C,Oh I I thought they had been jogging
C,Oh father and son jogging I see
D,They don't go jogging together
E,Do they go jogging separately
D,Yes Chandran doesn't go so often and Suresh tries to go once or twice a week
C,<unclear> word </unclear>
D,Now he's got flab around his stomach that won't go away you know
C,So how was the food anyway in this friend's shop
D,Chinese food
D,Not bad you know that joint
E,Which shop is it
E,It's not the uhm hawker centre opposite the uh
D,Corner coffee shop
E,Opposite Saint Michael's
C,Do you remember
C,Is it a restaurant
E,It is a restaurant
C,And they have satay
D,They have satay
D,Recently that man I saw
C,<unclear> word </unclear>
E,It's quite good
E,Is it
D,The satay is good
E,Really
E,But no one talked to me about this stall unless it's by
E,Is it by a Malay
D,His satay is Malay
E,Oh I see
D,He was there before and he used to sell satay on outside the shop and he got chased away a number of times
D,It seems like illegal so he went away
D,Then after a while he'll come back and try again
D,The health authority to come down upon him then he would go away again
E,So now he's got his own stall
D,But this time there is there used to be a stall in the shop selling popiah
D,It seems the rent went up to three thousand for the stall so that man moved away
D,The satay seller has taken over so he can afford the rent
E,Three thousand
D,Three thousand
E,Expensive just for a stall
D,Yeah
E,Not even like a shophouse or something more
C,There's a there's a new banana leaf uh restaurant Chellah
D,Yeah
E,Where
C,It's uhm next to the Times bookshop
E,Oh also in Holland Village
C,Also in Holland Village
E,Okay
D,Have you been there
C,Uhm I've been to take away like <unclear> word </unclear>
D,First time we went
C,It's okay but it's very South Indian
C,It's not what you know North Indian type
C,It's more South Indian dhall and
D,It's more like the Race Course road
C,That's right
D,Apollo and
C,Muthu's and all that
C,They have fish head which I see it's uh and they have <unclear> word </unclear>
C,But then it's air-con you know
C,I can't imagine sitting in with air-con eating my <unclear> word </unclear>
C,Body will <unclear> word </unclear> of uh
D,In Apollo you've done you've done
C,Doesn't
E,But I am intrigued by this uhm Malay man who started up a Chinese restaurant
D,Malay man
D,Chinese
D,Where
E,Didn't you see that
E,I mean that uh this person who uh sell satay
D,Oh but he's always been there
E,But he he's
C,He doesn't run the whole restaurant I notice
D,He only serves
E,Oh okay
