speaker,speech
A,So I got some company
B,So what we are gonna do is uh Chris will just tape us having a
C,Nose rub
B,Ya nose rub
A,This guy also want ha
B,We are just gonna have a ordinary conversation ya ya marriage plans
A,Okay
B,House and
B,*Research assistant's voice*
D,Is it on already
B,Okay we
C,Shouldn't have asked that
B,We have scheduled for uh September of next year
C,Yep
B,September next year
B,That was our cat
B,Okay September of next year uh uh we want we probably start making we already made plans we got the hotel
C,We don't have a church
B,We haven't don't have a church uh uh I mean we thinking to do that
C,Don't think we hear <unclear> word </unclear> that our new church will be built on time
C,We want to borrow your church Mount Carmel but there are three churches in that one building
C,So our month the month that we pick is gonna be a really hot month bat yu you know
C,So I I don't think it'll be it'll be available lah 'cause they told us that even if we apply any earlier your church members will come first
B,In fact we have actually seen some of them
C,What is that
B,The caretaker
C,Ya
B,And he said no <unclear> word </unclear>
B,It's a bit difficult lah
A,The backup plan is our church
B,Our church lah
A,The backup plan for our church is Galilee
B,Hopefully if we really get them
C,Jason said maybe
B,We have been relying on Peng Seng and uh Sally
A,To
B,To on their experience lah
A,Oh okay
B,Building a house
C,Ya we got we got all their notes for their wedding from their wedding
A,Are you sure there are notes for the house
D,Our budget plans
B,They are our key counsellors
A,Counsellors
D,And they were our helpers when we are doing up our house
C,We were their movers their cleaners packers
B,Uh accountants
D,uh no
A,Drivers
C,Drivers
D,<unclear> word </unclear> choosers
C,<unclear> word </unclear> choosers
B,Yes yes yes that is our
D,Curtain also
B,So actually uh ha what else
C,Later lah
B,Ya
A,Is it so simple
A,Don't understand how's it is coming up
B,Uh we actually uh they have just finished setting up their house uh
B,They went through quite a trying tiring time doing that so they have a lot rich experience to share
A,Oh yes definitely
C,Like where to put the plugs which position when to start uh thinking of where you want to put all these stuff where the wiring will be you know little things like where the door bell is gonna be stuff like that that you never think about
A,Small little things which had a lot effect
B,And how and how to get maximum mileage from a irresponsible contractor
A,Oh yes
D,Oh ya we manage to get also two thousand
B,of
D,Compensation
C,Is it
C,Yesterday was the last right last time they come is it
C,Was it the last time
D,No they will still come back and uh
B,Who was the fellow there yesterday
D,Still their contractor
B,That is the same chap ah
A,Yes yes
B,Oh I see I see
D,Very happy
B,So they are they are they're in their final process of getting their house ready lah basically
D,It is almost ready
B,It is fantastic you know
A,That is if you know the lighting and everything
C,Ya ya it is very
B,And the sofa it doesn't look out of place what
C,Ya it doesn't look green at all you know
B,Fits very well fits very very well <O> Research assistant's voice </O>
A,Just found your place
B,We found a small kabi hole somewhere at Yishun
C,Ya
B,So
C,Everybody thinks it is too way out
B,Ya
C,Ya
B,It is it is it's a it's a it is a cosy little place lah
B,I mean you roll around you basically can reach one end of the skirting in the other
A,With one roll one more to the other room
B,So so it is quite it is quite a good place
B,Uh uh we are learning as we as we say lah learning a lot of things from Peng Seng and Sally on how to set up the place how to
D,To start with I think it is good to have a small home
A,Correct they may want to
D,comfortable small home you know don't don't go for too big a home
C,It is good
C,We can't afford anyway
A,Ya
D,You just get something you know which both of you are comfortable with you know happy that is the most important
D,Don't have to <unclear> word </unclear>
C,She is uh uh she is one of our sources of inspiration because there were a lot of forces against us
