speaker,speech
A,I enjoyed myself
B,You read for yourself is it
A,Not even that
A,*laughs*
A,I was so busy looking around
A,That one I already got
B,Sad lah
A,Sad lah
B,Maybe your standard a bit high lah
B,That's why
A,I don't think so
B,The same thing
B,The last time we had a friend
A,En <unclear> word </unclear>
B,Because we thought it quite easy wah
B,Better don't want lah
B,Very tired lah
B,Ok come on Maam
A,So you mean he didn't go there
B,He did
A,He did enjoy uh
B,We played the slide he did right
B,That was the first time we played
B,Then all of them <{> <[> <unclear> word </unclear> </[>
A,<[> Did we </[> </{>
B,Ya I think we did
B,Ya lah we did
B,Then after that after that Robin he
A,Oh ya ya
B,All these like for one mess
A,No
B,Nicer cos there are mistake things doing it
A,They sounded like that one lah
A,They like
A,I don't know whether they like lah but it always like that lah for them lah
A,Whether they like
A,It reminds me of it reminds me of remember we're going to send he mag all
C,  <{> <[> Oh ya </[>
A,<[> at her </[> </{> place
C,Send me or
A,No that was one day
A,That was once we went out somewhere and then
B,Oh ya ya we went somewhere
A,And you remember all those slides
A,I think we are not at JB now
C,JB
C,We are out of JB
C,We are out of JB
B,Ya a bit out of the town area
A,Cos I think I've read a sightseeing for me to expire
C,To JB ah
A,No
B,We're out of JB at this stage
B,Johor Bahru
B,Johor is the state
C,Johor Bahru is what
C,Town is it
A,Why
A,Wait wait better wait
C,These people going
A,There's a traffic light there so when it stops
A,Open that
A,Open that thing
C,Don't know how to open
B,You know what kind of thing
B,I switch switch off the light
A,Oh
B,Oh <{> <[> I pay </[>
A,<[> <O> laughs </[> </{> The thing out
A,Oh it's OK already is it
B,Ya hopefully
B,That's always the problem
B,They just come down you see
B,Nothing lah just irritating
B,That's why
B,Actually can switch it off
C,Like for the what
B,You know just under the car
B,Nothing like mechanical
A,like a school
A,Oh the university again
B,Oh I don't think that
A,Really
A,So the previous time you all went to Macaury
A,Ok airport here
A,So that means the bus from Johor right
A,The coach
A,So everybody of with different price
B,All same price
A,Oh ya lah
A,I mean a bit not bad lah
A,But look so much better than the
A,What song is this
B,Everything in My Heart Is Nice
A,Oh
B,I thought you saw the film
A,I did I did
A,But I don't know the title of the song
B,I like it
A,Ya
A,But you don't want to know how they like
A,I mean like did you watch the girl fainting
B,<{> <[> No </[>
C,<[> No </[> </{>
B,But I really want to
C,I thought there won't be any more
B,Not any more
A,I don't think so
A,You know looing for it
A,Ya just yesterday I saw it
A,Ya true
A,We can call
A,Orchard we can call you know
B,What is the other one called
B,Did you watch Sunily Susan yesterday
A,No
B,You know that guy called
A,Which one
B,They came and introduced themselves to the mother
B,Hi I'm Lectery
A,Lectery
A,What kind of name
B,And then at forty something they had kids
B,We got the name one headache
B,We got the name one like Woon Chiat and the other one Woon Dit Mee
A,Woon Did Mee
B,Then I don't think so which one I can pick out as a girl
B,It was a private limited
B,We wouldn't name a girl Woon Dit Mee would we
B,Hah hah hah
A,I think the other show is over that uh Veronical thousands
B,Oh Christine Alley
B,Haven't finished yet haven't finished yet
A,I watch one or two episode
B,Ok what day is that
A,So it's after
A,It's on Monday
B,Oh so late ah
A,End 11:45
B,Aiyo
A,You need something that runs fast *laughs*
C,Then wind down your windows *laughs and coughs*
C,Is it rain now
C,The other side
B,Yes
A,Too many introduction lah
A,Roughly here and there
C,It's so long I mean
A,That's why
C,Ok it going to be
A,Ok that's the other side
A,*laughs*
C,She'll think I got very sensitive ears
C,I know when the change is
C,That's what she tells me
A,Why you need sensitive ears
C,Actually you can hear the engines wah
A,Oh
C,Ya
C,When I you go very faster then the engine will go uncomfortable
A,Oh I see
C,For me changing if you don't care is Ok
C,Just the maintaining of the half parts
C,No good already
C,Terrible
B,Chris can you start a car
A,No
B,Buy a car you know
A,I yes I can buy a car
A,*laughs*
A,Ya ya I can buy a car
A,The man what
C,Ya lah that's true
C,Overhead bridge
A,Fly
A,I get from one side to the other to cross the road
A,Ah my thinking of actually
