speaker,speech
,<I>
A,Ya so you were saying how bored you were
B,Ya that's a little
A,Well you can call me next after June
B,But I am a like afraid you see you'll be well I'll be disturbing
A,It's all right
A,I mean I can tell you when to call me
B,Okay
A,Ya you know I work mostly at night
B,You are like me
A,And I find it very hard to wake up in the morning so you can call me in the morning because I still haven't got started yet you know
B,No because it's like now there's a lapse in my uhm freelance jobs so well they're not coming back yet lah
A,So you are doing some more jobs lah
B,Uhm no mainly continuing like
A,You're out of projects
B,uhm second draft or third drafts
B,They take like one or two weeks to come back
B,It is very long so it is like if they don't come back they don't come back you see
B,Then all of a sudden I have four deadlines all clashing
A,Well you can develop some interest
A,Are you interested in pottery
B,Not really
B,That's why I've been like making trips down to the library very often
B,Reading up like reading like mad you know these days
B,Very non-fictional stuff
A,What do you read
B,Uhm Folks and Politics mainly on China actually
A,Oh you're interested in China
B,Ya
A,Have you been there
B,Politics yes
C,I've been to China
C,I went to China went down with my grandma old ancestral home or rather my old ancestral homes
A,Is it
A,I've been never to
C,When you went back
B,Ya I went back like don't know how many years ago Nineteen nineteen nineteen eighty-six ya end of nineteen eighty-six I went back once
B,No lah it is it's the politics that interest me everything is so so volatile there
B,Trying to read a bit more
A,Maybe you can go and work there
C,You want to
A,Would you ever
B,Ya why not
A,What would you hope to do there
B,I don't know you see because they don't need my kind of thing
B,I am I'm still interested in advertising you know or in communications
A,Well at least is no point starting new anew from somewhere else you know
B,Ya
B,You have to have a company here sending you there otherwise don't have
B,It's going into your
A,Ya you can't go there on your own
B,No I'm trying to slowly build myself up since like I went into graduate school either next year or the year after
B,So I'm trying to prepare for it
A,So you're doing Mass Communications
B,No
A,Then
B,Uhm either International relations or International communications
B,I thought International communications will be more
A,What does that entail
A,What is International communications
B,You know communications it is a it's it's like two disciplines lah inter-disciplinary So you do International relations combine with
A,communications
A,Then it speeds up like Mass Communications that kind of thing
B,Something like that lah
B,But I I don't like what it means lah
B,I only just saw it so I'm gonna try find out more about the field
A,So how are thing did you manage to see Adrian
B,Adrian doesn't have class
C,What
B,Adrian doesn't have classes
C,He only has class on the morning is it
B,So ya there were like messages on his door but he wasn't there
A,Maybe he has taken off
B,Ya wouldn't be surprise
B,I think he should he needs a break
A,<unclear> word </unclear> thing
B,Not today because this is his very busy day and I did mention that I'll be coming down
B,And he said sure
B,He didn't tell me anything about his schedule
B,I think he would have mentioned it S
B,o you're heading off to Substation
C,That's Adrian
A,No
A,It's Drama Centre
C,Did you see my boys now
C,Great
A,Hi Adrian
A,So are we <unclear> word </unclear> in front of me
C,No where
C,Chee didn't go
A,Adrian how are you
A,I heard you was stressed
D,I was very stressed
D,The thing is they intend to cut me out of the out of the research scholarship schemes
B,God really
D,Ya oh my god what is this
A,Oh we're taping something for Chris
D,Oh why
A,Uhm I don't know his work
A,Never mind never mind just talk
D,Oh you are
D,Ya I'm not being recorded am I
A,How come he's
A,You are but it is fine
D,Really ah
A,It is okay it's okay
D,Oh oh dear
A,Relax
D,Chris
D,Chris what
A,Chris Chia you know
D,I don't know
D,I think you better stop it
A,Okay let's stop
A,Hang on
D,I am so sorry for interrupting </I> <I>
A,Okay you were saying
B,No talking about having souffle yesterday
A,Oh where did you go
D,Oh went to uhm Latour
C,Latour
A,<{> <[> Where </[>
B,<[> Where </[> </{>
D,At Shangri-la
A,Oh Shangri-la
A,How's is it
A,What kind of souffle
D,Uhm there was uh we had uhm grande mon monia I don't know what lah then we had uhm
A,Oh I know that one
D,Blue berry souffle
D,This write-up from Straits
A,Got liquor right
D,Uhm ya ya that is the one
A,The mania thing
D,Ya ma grande mania probably
D,So it came with this uhm little jam thing a little orange peel so there is a bit of wine too in it
A,Oh that was the desert
A,You know what happen yesterday
D,What
A,I was supposed to go and see Michael Jackson right and then he cancelled on us
C,But did you go
A,Of course I was there
C,Oh dear
D,He cancelled you mean he cancelled the performance
A,No he postpone it to Wednesday night
C,No Wednesday is cancelled too
A,Really
C,That's what Sok Cheng said because uhm the police uhm refuse to give authorisation
A,Serious
A,Aye Wednesday no uhm Michael Jackson show ah
B,Cancelled
B,What do you <unclear> word </unclear> there
D,So maybe
C,Oh okay
D,Don't know why why why is it cancelled
B,Because the police already put in so much manpower for the thing
B,They were complaining about putting in more
A,Shit
A,But then what's going
B,But this is hear say this is hear say so wait for the newspapers tomorrow
B,Get refund lah
A,See yesterday I could have been out with you all you know
A,I was sitting there okay with my mum
A,But then my mum was talking to Nicolette Rappa naturally lah you know
A,My mum just talks to anybody
A,Ya then Nicolette said I'll be here on Wednesday but I'll be late
A,She has to be at the Istana
B,Do you have fixed seats
A,Ya pink seats
A,It's a hundred and eighty-five dollar front row
D,Wow
A,Yes
B,Right in front of the stage
A,Yes I still have the tickets wanna see
B,In front of stage
A,No front row hundred and eighty-five dollars the frontest
A,I mean the most front is the two hundred dollars
B,So yours is just behind
A,Mine is behind the two hundred dollars
B,Not so bad
A,This is my ticket stub
B,So are you on the field or are you up there
A,On the field
B,No because I think the grand stand is hundred and twenty-five dollars also
A,Ha
D,Why don't you sit opposite the grand stand
D,It's always
B,That is where were sitting
B,Ya we did
C,The view was pretty good
A,Is it
A,You sat opposite the grand stand
B,Ya On the other side lah Michael Jackson was about this big
A,Is it
B,Ya can still see him we can still see him
A,But I go in and then I see all these people who look like ants
A,They're so small on the gallery you know what I mean and then
B,Aye can you imagine I manage to find them
C,Don't you think that she is very lucky you know
A,Ya she can say go there and meet and then thousands of people are there and she manages to find them
A,Crazy
D,How did you do it
B,Got fed up I sat down then I saw my friends walking by
B,Fortunately they were going to the toilet so it was a good thing
C,How are you feeling today
B,I think better lah
B,I I
D,Aiyah but will this go in or not
B,So you did manage to talk to the man lah
D,Ya I went to talk to the man
B,And he was positive about it
D,Ya he was positive
B,Good
D,He did say what to do if she doesn't want to supervise
D,Do another topic
D,He was very nonchalant lah so all the better lah it's not according to him
D,Ya I said if you want to leave leave in a state of grace compose your you know compose yourself and leave
D,I mean no lah shop for another topic another supervisor
A,You must change topic ah
B,Ask him to stop talking to Elliot
D,Ha I think I would I would
B,You should have been with us yesterday
B,We ate so much know and then
A,I hate Michael Jackson
B,Didn't he come out and sing at all
C,He didn't
A,He didn't
B,I thought he came out and perform then he fainted
A,No nonsense
B,He fainted even before the concert so flop
C,He fainted meh
B,He fainted
C,Really
