speaker,speech
,
A,Now I'll fill you on with uhm the addition reactions
A,Well you addition reactions are not typical reactions of aromatic compounds that or you have seen so uhm addition reactions are not the typical reactions of aromatic compounds
A,Uh but of the three five methods hetrocyclic compounds furan uhm thiophen and pyrrole I have pointed out to you that furan is of the lowest uh aromaticity it's the least aromatic of the three
A,So you find that there are efficient reactions taking place in furan alright and this is because of its low aromatic character and uhm and indicates that furan tends to behave like a diene alright that's when it's not behaving like an aromatic compound alright
A,This is furan uhm both of their electrons are opposed donated they are donated to the ring system in order that the compound possess six pie electrons alright required by aromatic sets <unclear> word </unclear> you note that if you mix these whole <unclear> word </unclear> the subsequent kenonical structures would have a positive charge on oxygen right which is not favourable for furan
A,So because of that furan would rather not have alright the charge oxygen right it would tend to remain in its neutral form alright and in this way it will behave like a diene alright
A,This is the diene component
A,Now there are many examples of furan behaving as a diene chemically uhm these are some of them
A,Can you see
A,Is it too light is it
A,Can you see from behind
A,You can't ah
A,Would it help if I turn off the light right
B,Right
A,So we have first of all the nitration of furan the nitration of furan uhm nitration is carried out using what is this reagent uhm Ee Lee
A,It's the usual nitrating reagent for the hetrocyclic compound Chek Yu
A,Ahum Tin Wee
A,This is the
C,Nitronium acetate
A,Nitronium acetate acetile nitrate alright quite close alright
A,Acetile nitrate and it is uhm nitrating agent for all these five hetrocycles because for what reason
A,Ming Seng
A,Because it is weakly acidic alright you cannot afford to use uhm nitric acid <unclear> word </unclear> nitric acid and sulphuric acid for the nitration reactions so acetile nitrate is used because of its low acidity
A,Right so what do we have
A,Uhm now you find that for furan reaction with acetyl nitrate does not give them nitrofuran as expected
A,Instead the product of reaction is a two five adduct right having the structure
A,So you see this is the nitronium ion that was originally added on alright and you find that there is a acetyl <unclear> word </unclear> that is attached onto the other terminal carbon which came from the acetate and ion alright there is a two five adduct that is formed
A,This two five adduct is not very stable and on uh treatment and on heating or pyridine treatment with pyridine the acetyl <unclear> word </unclear> is lost as acidic acid and this will regenerate nitrofuran right which is the product that one expects first
A,Now why is it that the reaction follows this rather odd course observed here
A,Now the mechanism of the reaction is shown
A,Well initially there would be an addition of the nitronium ion right like in the in this manner uh something that you are familiar with
A,The charge alright would be delocalised
A,The positive charge would be delocalised on this carbon this carbon and then on the oxygen which we know is of lowest stability because of the charge of oxygen
A,Now remember that when the nitronium ion goes and attack the carbon there is still the acetate that remains behind and the acetate and ion can act as a nucleophile alright so it will attack the positive centre on the carbon on a nucleus
A,Well this may not be sterically favourable alright this position may not be sterically favourable this one further away from the nitro would be more suitable and this is what happens
A,The acetate then goes in into this position and you have your adduct formed alright in this way right
A,So we have the nitronium ion and uhm this way
A,In another words there are two alternative pathways which this nitronium which this cat-ion can go
A,The first would be the usual elimination of H plus This will give you the substitution product alright uh the cost of react for thiophen and pyrrole this is the normal course of reaction alright the normal course but you find that there's an alternative process which is reaction with C-H-2 the nucleophile
A,So the H does not get lost right this is the alternative alternative pathway
A,Now which of these paths or rather the choice of uhm which pathway would be followed is dependent upon the activation energies of each step depends on the relative activation energies of each step alright for this it would be the activation energy for the loss of proton alright and for this it would be the activation energy for the reaction with acetate
A,Now if the compound the resulting compound has got good aromatic character in it the activation energy for the protonation would also be low alright would be low
A,If there is aromatic character well developed in the final product then the activation energy for loss of proton would be small alright
A,But in the case of furan since aromatic character is poorly developed this is of low aromaticity
A,The deprotonation energy would be higher than as compared to the deprotonation energy for the corresponding thiophen or pyrrole derivative alright
A,So this pathway becomes an attractive alternative alright so that because of it the reaction is directed along this course rather than above
A,But for the rest you find that if this is S alright or if it is N-H alright thiophen or pyrrole actually these two alternatives also exist that means it can go like that or by this way
A,But you find that this pathway hardly takes place at all because the activation energy for loss of proton is very small and why is it small
A,It's because aromatic character is well developed in the final product alright so it never even looks at this pathway it is directed along this direction in this direction
A,So because of this ah for furan you do not have a straightforward substitution alright of H like N-O-2 but there is an addition by the acetate and ion to give rise to the two five adduct alright which is not stable so you do get back the product that uh one sets out to obtain the two nitrofuran by treatment of heat alright or uh by heat treatment or treatment with pyridine alright that will eliminate the acetate and give rise to the product okay
A,Right so that's for the nitration of furan
A,Now there could be other reagents used in place of acetyl nitrate uh reagents which contain a nitronium cat-ion and which are also weakly acidic
A,One example is nitronium etrafluoroborate this alright nitronium tetrafluoroborate
A,Now when nitration is carried out using this particular reagent there is no adduct formed
A,That means that it gives rise to a straightforward addition
A,You get this immediately alright and you may wonder what happen to the BF4 minus why is it it doesn't add on to the positive centre to the ring
A,The reason is that the BF4 minus is not a nucleophille alright it is not a nucleophile
A,If you look at it carefully you will see that its valence is already saturated alright
A,The boron atom cannot form an additional bond so it cannot it will not react with the current the positively charged carbon because its valence is already satisfied is completely satisfied alright
A,So you find that when uh nitration is carried out using nitronium tetrafluoroborate you won't have this form alright you'll have the addition of the ni the nitronium cat-ion and then this will not take place
A,The elimination of H will then occur and the nitrofuran is obtained alright
A,So that is uh so must watch out you must watch out for the type of reagent that is used alright for the reaction
A,Now another example of an addition reaction of furan is the bromination is uh the bromination reaction
A,Now bromination uhm is usually not a very useful electrophilic substitution reaction because it tends to give rise to polyhalogenated compounds right
A,The halogen enters at more than uh one position so it's uh unless you are looking for a multi-substituted product
A,But if you want to have a monosubstituted product uhm in order for the reaction to be useful it must be conducted at low temperatures right low temperatures
