speaker,speech
,<I>
A,You bought it
B,<unclear> word </unclear>
C,you mean you mean she made it
B,Meat dough
A,So you mean fish is okay uh
C,No I've been eating seafood
B,Oh you've to make the one with just <unclear> word </unclear> or put vegetable in it
C,It's just the air and land and <unclear> word </unclear>
B,Or you want to put vegetable inside
C,Huh
B,<unclear> word </unclear> put uh just vegetable
B,then my mum said not nice
C,Ya but tuna would have been alright
B,Ya but then <unclear> word </unclear> remember what Lucy said
D,Look at the tin
D,Farmland says 'Cod without endangering dophins'
B,Uhm
D,Yes I mean you got to take the word for it lah because I hap I happened to love tuna so I take the word for it
C,Ya
D,What's the difference Jac
A,One's blacker and one
B,One's without the black sauce
D,Oh that's what I wanted to know okay
C,Are you speaking extra well or something
D,Am I
C,Don't know
D,I always speak like this one
D,You want me to <unclear> word </unclear> add in the one and the lah
B,You mean the tape is somewhere around
B,I was looking for it
D,There this is the mike isn't it
B,Oh ha ha
D,I didn't think it was one of your things
C,I won't for long
D,Is she eating
C,Ya she is she is in Diana's room
B,<unclear> word </unclear> I thought you loved this right
A,I remember I told my mother you know you you had chicken rice and then she's absolutely hungry and she go and buy hor fun
C,You mean you mean <unclear> word </unclear>
D,<unclear> word </unclear> she hasn't had lunch ya
A,and <unclear> word </unclear> doesn't have I mean doesn't have <unclear> word </unclear>
C,Oh poor thing and you just waited for us
A,No I was doing something lah
C,What time were you expecting us actually
A,I was <unclear> word </unclear> my work
A,Three-ish four-ish for twenty
C,Actually our our original plan was to meet you at
A,Ya
C,you know to meet here by three something
D,<unclear> word </unclear>
A,Kinda imagine you stranded in East Coast
D,<unclear> word </unclear>
C,Ya lah you know
A,'A' my sis is desperate to get out of teaching
B,Ha
B,Really
B,Why
B,How long has she been there
C,But she's got six more years to go right
A,Ya
B,How long has she been there
C,Oh that's not
B,She's from
C,Can't she like get someone else to buy her
B,People can buy ya go and from buy her out from you know like Cambridge that kind of thing quite easy to bring her out
A,Ya ya so she's trying to write to Straits Times
C,But then that would mean being stuck in Straits Times for six years right
A,Uhm
B,<unclear> word </unclear>
D,I thought going to private company is like how many was
A,Will will <unclear> word </unclear> <unclear> word </unclear> by <unclear> word </unclear>
C,But if she really wants to leave she should but she should give herself a year or two to really decide you know
B,Can she tahan a year or two
C,That or try another school
A,No but she was never cut out for teaching lah anyway
A,But she doesn't mind teaching you know it's all the
C,That's what all teachers say uh
A,Ya ya
B,Uhm <unclear> word </unclear> always complain only about admin
D,So now what do you complain about
B,Students as well
D,So there's nothing much lah is there
A,Why work for admin
D,So are you looking around as well
