speaker,speech
X,
A,Ya <unclear> word </unclear> I don't know ah
A,I tell you you leave it like that
B,Yes what do you want to talk
B,What
A,Talk talk talk
B,What to talk
B,What to talk
A,Ah Kiat
A,Come and talk lah Ah Kiat
B,Tell us some jokes ah
A,Ya
B,So when you're when you're
A,Tell us some joke
B,Your boss ah hear all the jokes ah
A,Advertise yourself in this thing
C,Don't know whether it's good
A,It's good glorious good
B,Tell us all your funniest jokes
A,All your funniest joke
B,'A' I don't understand why IBM they advertise they use elephant uh
C,Elephant ah
B,Ya there's nothing to do with computers
C,Ya That's what ah that's how IBM think of our customers
B,What
C,Elephants will buy from us
A,Better don't say ha cannot say
A,You had it I tell you
A,Better censor it man
C,*elephant noises*
B,Terrible
A,A she's recording already you know
A,You go and talk nonsense
B,What heh heh elephant got uh uh what white memory
A,Only hear laughter only
C,<unclear> word </unclear> Quack quack
A,'A' apple pie inside got wine or not
B,No lah no wine lah
A,How can you be so sure
C,This an analysis of the Singapore laughter
C,It goes hoh hoh hoh hoh
C,It goes <unclear> word </unclear> whack whack whack whack
A,Oh boy
C,Uh my my sister and my brother-in-law are duck
A,Audrey is it nice
A,Audrey nice or not
A,Uhm Ha
B,How how many walnut cakes you want to order
A,One one box
B,One box ah
B,If the if the lady uh comes back lah
A,Ya lah
B,Still in Canada
A,You mean when she come back she'll give you all a call ah
B,Yes she said she'll call us
A,How much ha
A,I forgot already ha
A,How much she charge
B,Twelve dollars
A,Twelve dollars
B,I think it's twelve dollars
A,Maybe she increase the price already
B,No lah
B,She she she she bake cakes more for fun you know hobby to pass time
A,How did she get to you all in the first place uh
B,Last time our old office was at Hill Square so she's staying near there you see
A,Ya
B,So uh I think she she she call our office people
A,And then pass you all to taste ha
B,Hmh
A,But if she do it for fun she doesn't need to do this kind of thing what
B,But she need customer right because I think she's interested in baking
A,Oh
B,She need customer
A,Oh so she
B,And she likes to try out new recipe
A,Oh so she let you all try and eat
B,Ya so every time she she tried new recipe she'll let us try
A,But why why is it always walnut cake we order
A,You mean there's also other cakes ha
B,Yes there is other cake
