speaker,speech
A,I believe I just had one
B,Okay how about yours
C,You want some more
B,Brenda
A,No thanks
B,No okay let me boiler
B,Is there going to be a Christmas celebration here before we break off
C,I really have no idea
B,uh 24th is a half day
B,there's still time to eat or you know to celebrate
B,*laughs*
C,I'm going to take leave for that day
B,You're going to is it
B,alright but it's half a day only
C,But I've got so much leave <unclear> word </unclear>
C,Thirty over
B,How come
B,You've not been with us for more than a year
C,Ya but it's uhm like academic year right
C,From July to July and I have forty-two days and before that I was
B,Oh May yes
C,May so I have a few days also
A,Are you going off somewhere
C,No just staying in Singapore shopping
B,Something right
B,Give the economy a boost
C,Of course I help I help to keep the money circulating
B,Ya yes money makes the world go round
B,Why do you want cream within it
C,This is cheese
B,We didn't know This cream bit this creamy bit there
C,Ya it's between the it it it's sandwiched in between the
B,What is it
B,It's cream is it
C,Cream cheese
B,Cheese
C,Cheese ya
C,From St Michael
B,Cheese cheese cheese cream I say
B,You want to try the cheese cream
A,No no no no no not biscuits
B,I want water I need water
C,Actually Brenda are we taping already
B,I think so I think it's on
B,*laughs*
C,I think so
A,She won't be so quiet
B,Otherwise she won't be so quiet madam writing
B,She'll be saying something as well
A,Make her squeak
B,And she too She's keeping very quiet
C,Yes Siew Teng
B,So we can't even make her squeak
B,Usually she squeaks a little bit
B,Will you let me know when the water boils
C,Okay
A,Is Adrian from Sarawak
C,He's from Kuching
A,Oh
C,He owns a house there
A,Kuching
C,Ya he's a house owner
A,Oh
C,He's available
A,So you're talking again
A,*laughter*
C,So funny
A,Back to your favourite topic
C,You know just now just now we met Cheng Yee you know
C,and she was Cheng Yee and Dr Chiam and Dr Chiam was just mentioning that
C,Mr Yeow is a bit concerned that Liao hasn't found a partner yet
A,Okay Liao is still very young
C,And he couldn't he couldn't understand why is it that you know he put him in a room here with girls and he still doesn't catch
A,Did you all tell him why
C,So he said why not Hwee Bee
A,Mr Yeow said that
C,No lah
A,Okay ask him to join me in my room
C,Siew Teng why are you so quiet
C,Are you on leave
A,I was on leave until yesterday
A,Just came back today
C,Oh did you go somewhere
A,Ya went Thailand
C,Oh how nice
C,Did you do a lot of shopping
A,Not much I was shopping for about three days but I couldn't get anything much
C,Which part of Thailand
A,Bangkok Chiangmai Chanrai
A,But the clothes
C,Pattaya
A,Pattaya yes just uhm one day
C,Which tour agency
A,Genting
C,Oh Genting Amas
A,Genting
C,It's about like six seven hundred is it
A,Ya six hundred and seventy very cheap
