speaker,speech
A,Your your group ah anyone finish their A E
B,So many
A,A lot a lot of people finish already
C,Ya
C,That is they are short of binding lah never bind yet
C,At most ah final maybe final touches
B,Then how about your group your group ya
A,Me
A,I'm the very slowly one
B,No your group not only you how about others
A,Ah
A,A lot of people finish already
B,Your group leh
A,My group meaning what
C,What group
A,The ones in our core ah
B,Your discussion group
C,Nobody has finished rest assured
A,Our group all very slow
C,They're all slow coaches
C,I think you're wasting tape
B,Not mine tape is not mine
A,They gave it to you ah
B,Ya this one ah it's not my tape
C,How many have you done so far
B,Hah
C,How many have you done so far
B,This is the only one
A,So I mean you need
C,Oh a Pioneer set ah
A,Each one do one only is it
B,Ya this one I have to return Seok Mee and this one consider as ah for <unclear> word </unclear> tutorial
A,Ah
C,Interesting
B,I'll tape the class lor
C,Who came up with this
B,The department
A,Quite stupid lar
C,Not very well done ya
A,They should know the answers
A,What so stupid
B,Want to meet my doctor
A,Like you see doctor I mean if go and see Chinese sin seh
A,I mean Y I H eh I only talk in Hokkien than
C,And furthermore uh
B,Our target is not only
C,Grads is it
C,Hokkien there is those who
C,Huh
C,Not only grads
B,Ya also this one
B,Not only grads
C,No but the thing is
A,Indonesia you can see the middle age
B,Ya middle-age man
C,The thing is eh if for example like grads eh you do not touch on the more common areas you know things like baby life kind of thing just hawker centres and restaurants that's it and taxis as you take taxi every day
B,No they just want to know what language what language you use more commonly
C,They should have asked what language we use when we slot the coin into the
A,You know sometimes ah depends on the bus driver
A,They ask kwe lui
A,Of course you answer ngoh kak what
B,But normally we won't say how much we just show
C,Ya or they they usually don't ask either
A,No
A,Sometimes they can't see you see the coin is hidden or some so they will ask
A,I think they ask in Hokkien you go and answer in English ah then not very nice
C,They don't like it
C,I don't think they don't really like
A,As if you can't speak their dialect
C,Are you going to send out all these surveys or are you
B,Send out
B,Hand in
C,Ya or else how do you or else how you are gonna get those middle age people to answer them
B,Ah get it
C,Ya I got it
C,I must say whoever is listening to this tape will get this
A,Which country did you say
B,What do you mean
A,You're sending this
B,I don't know
A,It's going to be sent abroad
C,Ya and I don't really know where my voice is going for that matter
B,Not really
B,This one I'm I'm suppose to hand in by today
C,How many you're supposed to do
B,Actually I need only I only need two <unclear> word </unclear>
C,Then why are you doing two
B,Kay poh
A,How expensive
B,The rest got to do it my own lor
C,There's a conspiracy going on which I know about Uhm really not going ah
A,No I'm sure to sleep there
C,That's what I'm worried about actually
A,I might as well do something productive
B,That means you want to skip the lecture
B,You also
C,Cannot cannot
C,If I skip also then nobody is going to go there
B,You you send one rep
A,Aye just like the case of last year that time at first so many then we count
B,So boring the lecture
C,It's not terribly boring
C,I don't think so
C,It's just that the voice or tone he has the the tone of voice he adopts
B,Who is the lecturer
C,No no
A,Cannot say
C,Why should you destroy his reputation
C,He's an internationally known figure okay
B,Who who <unclear> word </unclear>
C,And furthermore he's yet to grade me right
C,No lah
C,It's not that he's really marked you know
C,It's just that the tone is too monotonous
C,Right after a while you
B,It's just like one of the Chinese lecturers
C,Really
B,Hah
B,You know that
A,What what's his name
C,Now there's another conspiracy that I know about
C,I think he's uhm he's he's very nice person
C,When he speaks he's much better in tutorials actually
B,<unclear> word </unclear> they all not impress
C,Uhm
B,Are are you going
C,Probably
A,On our behalf
C,Must be lah or else he look around and can't find me and then what
A,Borrow your your tutorial to record
B,Ya it's a good idea <unclear> word </unclear> taping
C,Taping
C,No I don't think it works very well
A,And it takes time to to listen you know <unclear> word </unclear> to do the transcript
C,Decipher ya
B,But actually nothing to say right especially for Econs lecture
B,You just copy everything from transparency
A,The thing is he doesn't have comprehensive transparencies
C,The guy survives on two transparencies per lecture
B,Two transparencies
B,If that is a good trans
A,You know how he lecture or not
A,Dictation
B,Oh take out a book read read read read read
A,Full-stop
A,All his sentences is very well phrased <unclear> word </unclear>
A,It's very difficult to to catch
B,Econs eh
B,It's not language or others like History or Geography
C,No
C,The thing is he he reads like he writes
B,<unclear> word </unclear> Don't tell me that he just take out one textbook and read from the textbook
A,It's not a text
A,It's his own
C,No
C,It it it he prepared he prepared the thing you see but he reads the way he writes
A,That means once we get hold of that book it's gone already
B,Just knock at his door sir may I have
C,No he'll throw it at you literally throw it at you
C,No it's just that
A,I I think this is not a very suitable topic
A,It's a very interesting topic
C,You have any help
C,This is what grads talk about all day
B,Interesting
C,No I've always find him a very nice person you see
C,When you have something he really meant you know so much
C,It's just that he reads you see and that makes us very hard to copy down
C,Because by the time he gets to the middle of the sentence I just got to the middle of the sentence you've already lost it
C,He could finish it but we can't
A,And the words are not simple
C,That's why I said he reads as he writes
C,When you're writing
B,Use symbols
B,Use symbols
A,Symbols
B,Like for example change you draw a tri one triangle
A,No different
C,No no
A,This kind we are used to he use
C,He use bombastic words
A,Ah so how you change it to symbols
A,Bomb draw a bomb
C,I think more time to draw a bomb then to write the word
B,Actually for example he says something that you are not very sure about the word lah then I don't how to say is you try to form the words lor
C,No actually actually we know the words most of the time
A,We know you see
A,We can't
C,It's just that we send it takes so much to write the word
