speaker,speech
A,So are you watching on Monday the ten commandments
B,Is it confirmed
A,I'm not watching you know
A,Did you ask Joel and the rest of them
B,Just now should have asked him Te Teresa
B,Teresa and Sue still haven't
A,I'm watching uh Gone with the Wind on Monday
B,Do you do you watch it before
A,No I haven't
B,I thought you watched it before that's why and then you want to watch Gone with the Wind again
B,So why
A,No I don't want to watch ten commandments because I have seen twice and recently I saw it uh about what a month ago
A,I saw it on video
B,<unclear> word </unclear> see how lor
A,No if you are going on Monday then we can go together
B,Where are you watching
A,I don't know I should should be Cathay
B,Lido is no more uhm ten commandments
A,No more
B,That's why <unclear> word </unclear> if you are probably would be Prince Yishun ten
A,Watching the three-thirty show
B,That show is three hours long right
B,Somebody told me
A,Very very long
B,Somemore there uh intermission
B,It's very funny
B,Well last night he's telling me <unclear> word </unclear> tell me very long one he was so tired and then when intermission he come on he said ah still intermission oh shucks
A,They just want to get it over with right
B,It's like oh another second half leh again so long
A,But if you're watching are you all watching on Monday
B,Don't know I I can make it on Monday but I don't know about <unclear> word </unclear> and Teresa
A,Teresa won't have have anything on what because we don't have anymore five O one she takes five O one yah depends
B,Jenny right
A,Yah Jenny
B,Chua right
A,Yah Jenny Chua she was my classmate
B,She was my J C she was one year my junior
A,She very seow one
B,Because last time J C we were in Chinese High School so she was there
B,I mean I I was her senior lah then so that's how I then she took then I disrupted from studies She also took Lang so we were in the same year lah
A,Oh one year one year difference
B,So she did Honours
A,Yah she did Honours
A,She was my classmate same clique uh so
A,She is very fun to
B,Seow one ah
A,Yah but I'm trying to teach her swimming now that's why just now I went
B,She can't swim
A,Yah just now I went I approached her because we're supposed to have a lesson on Friday but she said she feels as though she like you know like I might feel obliged to teach her every Friday so
A,Yah she doesn't know how to swim
A,Last week I taught her how to uh breathe in and out of the water
A,She panic you know you what she uh after kicking and trying some breathing and some kicking and breathing together I I said okay I will hold your hand and then you kick and then breathe ah
A,Then she said but you cannot move you know you cannot you must stay there you know
B,She's just afraid of water
A,Yah she's terrified
A,So I told her I will not move
A,So the first time wah she gripped so hard you know but I make sure I don't say anything otherwise she'll feel so bad
A,Then I didn't move but I told her next lesson I'm going to move must prepare her
B,Aye when are you going to income tax
A,Tommorrow lor one to two
B,You got five four one <unclear> word </unclear> right
A,Yah
B,Yah I should have told my friend because I told this to a friend my Maths C class <unclear> word </unclear>
B,I didn't ask him because tomorrow his free day it's his free day you see maybe
A,Normally uh Fridays people like Sharon Sharon and some of the girls
B,But Karan and the <unclear> word </unclear> Lau
A,Ah Karan also Ming Chee
B,Ming Chee
A,Yah I know
B,From which class
A,I can't imagine you talking about me uh
B,You are also quite <unclear> word </unclear>
A,Yah
A,They they play I don't think they play on Fridays
A,I have only seen them once on Fridays but Sharon in normally there
A,She's there
B,Sharon seems like very free always come for <unclear> word </unclear>
A,She's very hyper you know <unclear> word </unclear> because she bathes very often
B,That time after bathing she <unclear> word </unclear> she went swimming
A,Yah
B,Whatever <unclear> word </unclear>
A,Very often she and another girl Aik Leng do you know Aik Leng
B,I don't know
A,Quite quite big size
B,Long hair one right
A,Long hair quite pretty
B,I think I saw I think I know who
A,Yah the two of them are very close
A,So they always play
B,S P E one right
A,No no she's not S P E no but also as active because the two of them I think they were from the same J C so it's like
B,They know each other before lah
A,Very fun
A,Tomorrow what time you play
B,<unclear> word </unclear>
B,Who are you going with
B,Ah Lip
A,I don't know
B,Then
A,I just assume they are playing
B,Then you just walk down there
A,Yah
B,I mean do you I mean
A,Uh
B,Beginners
A,Not beginners
B,You <unclear> word </unclear>
A,Most of them are not beginners
B,<unclear> word </unclear>
A,Sharon is quite good
B,Karan
A,Uh I have not played with Karan and Ming Chee because when they are there they play by themselves
B,How many tables are there
A,There are a lot but some of them are crooked
A,There are only about three or four tables that you can use but it's enough uh because if you play doubles more than enough
B,<unclear> word </unclear>
A,No need lah
A,They provide the net you just get from S P E
B,But it must be a good net
B,I'll bring own bat
A,Yah you can bring your bat
B,I used to play very often in the hall
A,That means you're quite good what
B,Pick up in the hall
A,No the like from my Lit class there are guys who play and another girl uh Margaret quite big sized
B,Actually our pastoral care pro class eh there are a lot quite a few lah that can play
A,Who are they
B,One one of them is my friend Vick Lee
B,He stay in uh Temasek Hall last time
B,Play for the hall lor
A,Play for the hall ah
B,Then ah another girl I I don't know her name long straight hair
