speaker,speech
A,He is gonna have twenty minutes of us eating
B,It is about crunching stuff
B,Crunching all the stuff
A,That should be good
B,Actually if you want to run something like this you know what you do
B,You put something that is very popular that needs three person to fight with like a very good computer game that is very interesting
A,And then do what
B,Well then all three person will be fighting to play
C,Then they will talk a lot
B,Ya
A,She was telling me about Indiana Jones
A,Did you bring today or not
C,Didn't bring
B,No I didn't bring didn't bring
B,Well I didn't know you wanted it <unclear> word </unclear>
C,I said
C,Then you said ya ya ya Indiana Jones very good
B,But your stupid computer would load more than one disk continually at one go
C,No I just want to look at it neh
A,Oh
A,What does having to load one disk or two disk at one go have to do with anything
A,You just load the Indiana Jones Indiana Jones and and
B,No you got what I mean
B,Other computer won't do it continuously
A,So
A,When did you get a computer
C,No it is the one that they karpoked from N S T D
A,Oh the laptop one
B,Ya
A,I wanna play
B,Where
B,You have a computer
A,Aye no did Luan Keng tell you or not that this cor
B,You don't have a computer
A,I don't have a computer
B,Then how do you play with it
B,Stare at it ah
A,I go to your place and play lor
B,Then plug it into your plug it into your brains seriously
C,Then what about Denise
A,No I told you about it already remember
A,Denise found some guy he was complaining to
A,Chow Mun
A,Monday
A,About some guy who is playing the computer
B,Uhm
A,Computer games in the computer room
A,I thought alamak you know could he mean one of us
A,Computer games there
B,Ya ya I know
B,I think I know who who the chap is
B,I have seen him
A,Who
A,Who
A,Serious ah
B,I have seen him playing in the library before
C,Using the mainframe
B,Ya he uses the bulletin board to play
C,Stupid guy
B,The bulletin board
A,Who are those with this <unclear> word </unclear>
B,No there is a lot there is a lot of this sort of games around is uhm is through bulletin board
A,I know who is it
A,What are the idiots who actually use mainframe and bulletin board and stuff like to play
B,Plenty
A,A bit off right
B,Off right
B,We we rate the god good hey hoi the gullible intelligent people <unclear> word </unclear>
C,No intelligent gullible
B,Oh ya intelligent gullible
A,Well this is going to make so much sense
B,No because Denise knows I don't just don't play play lor
A,Oh this is a nice room
B,So why do you want the diskette for anyway
B,What is the point of me bringing the four diskette
B,No point anywhere
A,I thought you could put it into one of your computers and we'll play there for a little while
A,Oh now in the computer room
B,Now at the lab lah
C,Computer room not a good idea
B,It is too big
B,It will occupied occupy space so you will have to load it into the hard disk
A,Ha
B,Where a lot of people people are not very happy about that isn't it
C,You cannot have it on diskette
B,Cannot
B,Cannot fit in floppy floppy disk
C,Why
