speaker,speech
,
A,Your name is Grace Sng S N G
B,That is right
A,And you live at twenty-five Siglap Drive Singapore
A,You live at twenty five Siglap Drive Singapore one five four five
B,That is correct
A,You are now the manager of Information Systems Department in S I S I R
B,Right
A,I think perhaps it would be more approved really if you say yes or no instead of uh if you don't mind right
B,Uhm
A,In nineteen eighty you held the position of senior officer in S I S I R in charge of computer unit
B,Yes
A,And as such you were involved in all aspects of computerization of business systems in S I S I R
B,Yes
A,What did this involve
A,Could you kindly tell us in your own words Miss Sng
B,I was
A,Evaluation and so on
B,Yes
B,I was actually in charge in all aspects of the department
B,This included evaluation and recommendation for purchase of hardware
A,Just just a moment
A,His Lordship is taking it down
A,This involved the evaluation and recommendation for the purchase of hardware
B,Purchase of hardware
B,Yes
A,And
B,And also for appointment of the contractor for software development
A,And the for the appointment of contractors for the development of software
A,Is that correct
B,Yes
A,In May ninety eighty did S I S I R place an order for computer hardware
B,Yes
A,What was the hardware
A,Digital
B,Digital P D P eleven System
A,Digital P D P eleven System
B,That's right
B,From Automated
A,Can you elaborate on that with Automatic
B,With Automated Systems Private
A,You placed the order with Automated Systems Private Limited
B,Yes
B,Systems Private Limited
A,And that company belonged to which Group
B,The Computer Systems Advisors Group
A,What intention did S I S I R have to develop the application of software to run the P D P
B,Yes
B,We had seven applications to develop
A,And how did you come to know Mister Shaw Hui Jeong
B,Automated Systems the company that sold us the hardware recommended Mister Shaw to us because he had experience in developing software for the P D P Platform
B,Software for that type of computers
A,Yes
A,So in view of the recommendation and Mister Shaw's experience in software development you say the PDP
B,P D P
A,What did S I S I R do
B,We invited him to submit a quotation
B,We invited him to submit a quotation for development of the software we had in mind there seven applications
A,And the quotation you required was also for apart from development also for design and implementation
B,That's all the activities involved in development
A,All the functions
B,Right
B,That's the scope of the project
A,The systems were for how many applications
A,What you said
B,Seven applications
A,Yes
A,I am afraid it Is not in the agreed bundle my Lord
A,I have got a quotation
B,Sixth of June nineteen eighty
A,Sixth of June nineteen
A,Was this is this a copy of the quotations
B,Yes
A,Page
A,And the quotation was accepted
A,And you wrote to Mister Shaw on the twelfth of July nineteen eighty
A,Is that a copy of the letter of acceptance
A,We are pleased to inform you that our finance committee has accepted your preliminary quotation for the development and implementation of the T I S and accounting systems on our P D P one one three four as per your letter dated sixth June eighty
B,Yes
A,That's correct
A,Now that project with S I S I R's finance company approved
A,Would you describe that as a major project
B,Yes it took ultimately about two years to complete
A,It took two years to complete
B,Yes
B,Ultimately
A,Sorry
B,Two years to complete
A,Two years to complete
B,Yes
A,And it involved according to that letter a computerisation of Technical Information Service
A,That's T I S is it
B,T I S yes
A,Computerisation of T I S and how many accounting applications
B,Six applications
A,Six accounting applications
A,And what was the cost of that system
B,Fifty eight thousand
A,Sorry
B,Fifty eight thousand
A,Fifty eight thousand
A,And what did Datatronics agree to provide
B,They were supposed to provide a systems designer and a programmer and S I S I R
A,Systems designer and programmer
