speaker,speech
,<I> <X>
X,
A,Ya ya it's moving
B,It's moving
A,Okay you can start presenting
B,<unclear> word </unclear> Let me collect my thoughts okay
A,Uh maybe I maybe I
B,Ya
A,Would just run through a bit about the background lah
B,Uhm
A,Uh
B,Ya ya
A,Essentially
B,Okay lah
A,I've some coverage
B,Uhm
A,Right uhm and I have been approached several time by different people about uh
B,Uhm
A,The fact that the coverage is not sufficient you see
B,Uhm
A,Uh and and things like that
B,Uhm
A,And I've also seen the several uh uh advertisement on the papers
B,Uhm
A,plus also mails lah
B,Uhm
A,that talk about uh that focuses on uhm low premium but uh having uh
B,Uhm
A,<unclear> word </unclear> is it
B,Uhm
A,Uh so I'm a bit curious as to uh what what does this offer versus the normal type of uh insurance coverage you see
A,Uhm seems like to me that uh this type uh gives protection
B,Uhm
A,Uh but uh it's not something that's for saving versus the life type that is both uh
B,Uhm
A,Coverage protecting protection and also saving lah
B,Yep
A,That that seems to be the difference to me
B,So that's the main diff but
A,Ya
B,Can I find out what you've got now
A,Uh okay I've got uh I've got uh I think I've I've got two GEs
B,Uhm
A,which which covers uh I think it's about two hundred plus K or thereabout
B,Are they all totally savings or <unclear> word </unclear> saving
A,One is endowment and the other one is life
B,<unclear> word </unclear> All hundred percent
A,What is hundred percent
B,That means there is no uhm no protection only insurance coupled into the program
A,There are some riders
B,Ah
A,I I don't know what whether you call them
B,Ya ya sure ya most of these riders would tend to just increase the cover without increasing the savings
A,Ya ya
B,Huh
A,They are riders yes
B,They they they're sort of uh composite lah
A,But they're I don't have uh rider alone type if if you if you see what I'm talking about
B,Uhm how old are they
A,Just about maybe about two years I think
B,You mean you took them together one after the other
A,They uh sort of almost lah
B,Two years old lah
A,Uhm uhm
B,Okay so that's an endowment
A,What is the typical uh range of coverage normally for most most most people
B,It actually ties in to how much you want to put aside
A,Uhm
B,How much you want to cater if you go off suddenly
A,Uhm
B,uhm what are your outstanding
A,Uhm
B,you know uhm that you'll things that you have to provide for
A,so <unclear> word </unclear>
B,Ya I mean you one-room flat kind of dweller
B,It's more than sufficient income
