speaker,speech
,
A,Okay good morning class
A,Now we have a guest today
A,Brenda Lee is it
A,Your last name
A,Lee
A,She's here to tape uhm the lecture for uh research
A,Uhm today is the last lecture for for the history of music course
A,Ah and we'll be covering very briefly uhm compo composers and compositions from the nineteen fifty onwards
A,None of these compositions that I'll be mentioning are on the wide listening list
A,These are additional works which you might have to identify to in the unknown so okay please listen to the features of these composition when you ah are listening now uh
A,Okay by the nineteen fifty now a majority of performers and composers had already familiarised themselves with uhm the twelve tones serial technique of Schoenberg <unclear> word </unclear> and Webern as we were discussing two weeks ago
A,Uh not all of them accepted the serialisation techniques of these composers but for those who did such as Babbit B-a-b-b-i-t and Messiaen
A,Those that adopted the twelve tones techniques went further and serialised almost all aspects of music composition
A,Uh aspects such as anyone
A,What else do you think could be serialised
A,Other than notes
A,I mentioned this before
A,How come you're suddenly silent today
A,What else
A,What else could be serialised
A,Okay dynamics of course uhm dynamics one aspect
A,One other aspect
A,Rhythm
A,Another aspect metre metre as two-four three-four tempo and most importantly colour
A,Colour as you know from uh Webern's Class Father Melody
A,Alright it opened all tempo possibilities for serialisation
A,Okay Class Father Melody is very important so you'll have to remember
A,Now these composers favoured more control with con more control over their compositions
A,So they wanted every aspect of their composition serialised and on the other hand there was another group that favoured less control over their composition
A,Now these composers included Cage Cage Boulet B-o-u-l-e-t Stockhausen S-t-o-c-k-h-a-u-s-e-n
A,Of course Stockhausen and Boulet also wrote serial ah serial music okay
A,Now there were two opposing camps and one favoured music as thought thought processing huh control and the other as sound
A,Two camps
A,One is thought and one is sound freedom
A,Also during the nineteen fif fifties you have another new trend involving the use of electronically produced and manipulated sounds Its term called Musique Concrete M-u-s-i-q-u-e C-o-n-c-r-e-t-e where musical tones or national sounds are transformed in various ways by electronic means musical tones or national sounds are transformed in various ways by electronic means and assembled on a tape to be played back for performance and assembled on a tape to be played back in a performance okay
A,So these compositions are not live compositions they are pre-recorded compositions
A,These composers Stockhausen was very uh important uh component of this S-t-o-c-k can be purely electronic sounds
B,I was looking for Studio one
A,Ya because Mr Ho's not around
B,Alright
A,No <unclear> word </unclear>
A,Just continue okay
A,We'll tell you later
A,Okay there are composers such as Stockhausen who experimented very much with Musique Conrete uh and some of them also use uhm purely electronic sounds they use uhm synthesizers to make these kind of sounds as opposed to Stockhausen who use voice as as well as in <unclear> word </unclear>
A,Hi John
A,You're late
