speaker,speech
,<I>
A,For his A E
A,He he he did my family
A,Do you know who's Jonathan
B,No
A,Jonathan that one lah mixed lah
A,Uh half uh Indian half Chinese
A,He I mean he so what we
B,Are you sort of like church friends
B,Ah you were so natural
A,Oh you only had one case study
B,Ya
A,Oh he had two
A,Oh all of you for A.E.s you all went around collecting data
B,No it A.E.s mine not collecting data
A,His was
A,So we I had to like secretly tape conversations within my family
B,I did my brother and and this friend talking about something they like their hobby CDs
B,So they're yakking and yakking and yakking
A,Over the phone nuh
B,No
B,They were yakking in the room so I just <unclear> word </unclear> left their recorder there
A,Really
B,It was so wonderful
A,Oh
B,All the scarly all came out
A,Ya I know
A,For for ours worse because we I taped the fam
A,You see if it's just me and my parents then it's it's okay you see
A,But then my godma came into the picture and then her friend came into the picture and then everybody started talking
A,So there was a mixture Teochew you know English <unclear> word </unclear> <unclear> word </unclear>
A,It's quite <unclear> word </unclear>
B,You see when my relatives get together you hear Cantonese Baba English
A,Ya
B,Then I speak to my Cantonese relatives in Baba
A,Ya boy that yesterday
A,I saw the the docu you know
B,Which one
A,Uhm Archie's mental or illness in
B,<unclear> word </unclear> what do you think
A,It's very bad
B,Why
A,I didn't even have time to think about the structure
A,I didn't even have time to think about the <unclear> word </unclear> or <unclear> word </unclear>
B,The the picture's very rushed very emotional right
A,No I I just that ethical problem put me off because she did
A,I I I don't know whether <unclear> word </unclear> told you
B,I heard she I heard she <unclear> word </unclear> the faces or blotched out the faces but then on
A,On other shots I saw them
B,Then what's the point
A,See she had this media case study okay
A,This uh mentally ill man okay
A,He he uh okay she when she introduced him that time you could see that she didn't really want to show his face you see
A,That's fine
A,And then she showed one part where she's introducing the mother you see
A,So you think there is nothing wrong you know because uhm she didn't really set out to hide their faces you see
A,So there's this shot of the mother walking you see walking to uh the the dining table okay to to get medicine for the son
A,And she walked towards the dining table
A,You can see obviously that that you know the lights all coming from the window you know
A,So if they they wanted to like cover her face <unclear> word </unclear>
A,Okay that's fine
B,Then
B,Then after that
A,You can't see her because she cut to her legs walking and then cut to her shot of her at the table already you see
A,The next thing you know they cut to this shot of her where the camera was taking by the side
A,So it's already quite dark you know the glow
A,Uh you know the glare and all that is no longer there you know and you could see the mother
A,You could see the mother and then she says Ah Seng uh you know come
B,What's the point like that
A,You see
A,No see so for for me I thought that this is nothing you know I thought that there was no attempt actually you know to to hide their face you know
A,Then when the interview came on it was in dark silhouette and the woman was speaking very emotionally
A,She cried you see
A,You know what I mean or not
A,She's speaking and then she was crying you see
A,Then you knew oh no she was supposed to hide the woman's face
A,But how come I saw
B,Maybe you should ask Archie
A,Must you know
A,I I'm going to tell
A,I'm I think it's ethical problem because I I
B,Unless the lady agreed to be filmed later on
A,I can put me off
B,Or either that or she
A,No but if she agreed
B,didn't she didn't tell her what she's filming
A,It's bluff lah come on you know
B,That's quite
B,It's very unfair to the family what
A,It's very unfair and then never mind you know
A,Okay then you see you know
A,There's this uhm then after that they cut away to the mother talking about her
A,The her her psycho son right
B,Uhm
A,So he he's at the void deck you know downstairs you know those stone seats
B,Ya ya
A,So he's puffing away you see
B,Ah then
A,So they cut to this wide shot he's alone talking to himself smoking wide shot but the angle the camera is high you see
B,Uh huh
A,And you can see the man's face
B,<O> laughs </O>
A,You see and then later they cut to his eyes then they cut to his his hands holding the cigarettes
B,And then you can see the face
A,Then slowly it's like photo fade
A,You're beginning to see the whole face you know
B,Then what's the point
A,I was so disgusted you know and then they cut from another part
A,Okay where he's talking to himself in hawker centre okay
A,She took a back shot so obviously she didn't want to show his face
B,But in in terms of dealing with issues was it
A,I was so upset with that I didn't even think much of the issues you know
A,So I was I was thinking it's so disgusting you know and the problem is is
B,Is the whole series over
A,No over already
B,How many
B,Three only uh
A,Three
A,The divorce one just finished
B,How was the divorce one
A,I don't know lah but you know very depressing lah
A,Entire three-week you know the way they did the trainers you know
A,Whoa very sad
B,That's the way it is what
A,But anyway the the mentally ill one in terms of issues
A,I felt that I didn't learn anything more
A,It's like the usual things that you would ask the old you know mentally ill people
B,How you cope the difficulty
A,No no no not how they cope you know but uhm how how
B,<unclear> word </unclear>
A,difficult it is for them to like <unclear> word </unclear>
B,That's all lah
A,You see
A,But then it wasn't well-rounded because they kept on saying you know from from the perspective
B,So it's just milking sympathy
A,Ya because they kept on saying that these poor chaps
B,Not not hard
B,Hard look lah at at the
A,You know uh uh employers don't want to give them a a a a job you know
A,Poor things and all that you see
B,So it's just like mental illness awareness kind of thing
B,Nothing deeper
A,They didn't get the
A,They didn't get employers' point of view on why certain mentally ill people
B,They're looking into it
A,May not be suitable
A,That is the one you know
B,They're doing
A,You must have an answer
A,Your docu can't be one-sided what
A,But in the end you all saying that ya these poor chaps you know
B,Ya
