speaker,speech
,<I>
A,Sex yes s e x
A,Some people say there's too much sex on the Singapore stage too much of a bad thing
A,Other say you ain't seen nothing yet
A,There's not enough of the good thing but there are a few critics who go so far to say that the over-indulgence is tainting Singapore theatre
A,Before we hear our studio guest let's watch a video clip of recent productions so be comfortable and breathe normally
A,I got to check my pulse rate how's yours
A,Well was that interesting disgusting or you may be thinking what's the big deal
A,Maybe I'll start with you Keng Sen
A,What's the big deal
A,Is there really too much sex on Singapore stage
B,Well I think that uh I mean I've been looking at the at the clips right and two of the plays were directed by myself
A,That's why that's why we brought you here
B,Yah and uhm I suppose I'm more incline to what's the big deal because I feel that uh at this moment Singaporean theatre is still exploring you know so it's really of a a virgin I mean we are we are uhm we've been doing Singlish in Singaporean theatre for the last uh five six years in a very intense way uhm and if we start dictating right now what to write to the playwright I think that we are self-censoring to
A,Your <unclear> word </unclear> but the question is why exploring just the sexual themes there are so many other things
B,I think that then it must be important enough to the playwrights you see because maybe sexuality is an important concern uh for many young people because they they see that uh as a a as an identity uh as a a a a a a a way in which they can talk about other themes for instance
A,Oh let's check with the playwright
A,Is that true
C,Well I was first of all going to say that I dispute the fact that there's a over-indulgence in
A,Of course you're a lawyer right
C,And I feel I can martial some facts to to back it up
A,Okay let's have some facts
C,I think that if you really look at the number of plays that had been put up over the past three or four years uhm in the course of which goes you know four or five clips were were chosen and uh presented to you in you know close proximity wow sex sex sex
C,I think in between all of these plays you'll find that there were many other plays perhaps uhm not evoking so much media interest uh which dealt with quite apart from sex
C,The the the point we
D,need to address is not not merely a question of uhm whether we should be self-censoring whether in fact when people take issue with playwrights who write controversial plays then in fact this is a call for more conservatives uh theatre
D,I don't think that is that is the demand of a great many people
D,I think a nude body on stage does does not in itself constitute uhm a sexist gesture
D,I think what what needs to be analysed is is really the question of what use it's made of the body uhm some ways that is where the problem lies you see
A,Okay
D,How do we make use of sexual expression
B,I feel that right now most writers are really with because at one stage Singaporean writing was not honest and we wanted Singaporean writing to be honest so we told the playwright
A,Is the honesty is the sex uh equate with honesty
C,It's one part of honesty
C,I think you know
A,Okay you agree with that Sanjay
D,Well I think I think to a very large extent that's true although my concern here is also to want to push push the argument a little further
D,I think there's a complex uhm situation here because on the one hand you have people who are in fact dealing with questions that are very close to their hearts and I think this is valid this is legitimate this is very important in fact
D,But on the other hand I think one of the things that uhm we need to begin to address is also the question of how the question of sex or more importantly sexuality begins to actually move into into into into larger questions largely social questions as well and in in in in some ways for me that is where the challenge of Singapore theatre lies
A,Sorry Sanjay I have to interrupt you here for a short break we get back to you
A,Stay tune we'll be back
A,Welcome back
A,Thank you for staying tune in
A,Now let get back to Sanjay you were saying
D,Uhm I'm thinking also of the the problem in in recent place where the question of censorship becomes a very central problem
D,Uhm and it seems to me uhm that you know you have on the one hand a liberal sort of uhm avant-garde uhm artiste uhm our artistic avant-garde against the conservative establishment and you know what happens in this debate is uh
A,You feel the divide
B,Uhm I think definitely
A,Are you avant-garde
B,There's divide there's divide
B,I don't think there is so much avant-garde but I think that the problem right now is that Singaporean society is so reactionary you see
B,I feel I feel that artiste just need to have some leeway to explore to explore issues but as soon as issues are explored there is a big hue and cry and suddenly it explodes in our faces into something which which very soon I think laws and regulations will be created to blunt us
D,This this is my point as well you see
D,My point is also that if or if if there is if the debate is structured in these terms then then it becomes a case where you are you have an either or situation
D,If you are if you are critical of of of sex and the arts then you are necessarily you know pushed into the camp of of the conservatives
D,I think it's important to see uhm that in the long run
A,Surely you don't believe that do you
D,No to a very large extent that becomes that becomes how the argument is is structured you see
D,If you are against sex then you are also then you are necessarily a conservative
D,I think it's important to see that you know one has to be against the censorship one has to say that in fact we have to open up other possibilities of discussion while at the same time remaining very clear about the kinds of directions we would like to go towards
C,That the reason that is that is
A,Censorship is not the issue you know
A,Is there too much sex
C,Yes it is it is the issue
D,Censorship is very much central
B,It becomes an issue in this <unclear> word </unclear>
D,Let me give you an example of this
