speaker,speech
,<I>
A,Now you were interviewed sometime ago uh by the Business Times I believe
A,I think it's called the conversation at Raffles and you made some very very
B,That's right
A,Uh shall we say very remarkable statements if I might say and the pardon me for putting on my glasses I would like to quote from what you've said
A,You said that there are three priorities for the Malay Muslim community in Singapore
A,To develop a Singapore brand of Islam to become active and even proactive players in forging an enhancing religious harmony in the country and to maximise the community's economic potential and you went on to include Malays to become must become more self confident to reach beyond the community and to want to do better
A,Uhm I suppose these are fairly self-evident truths and they are very logical and non-controversial
A,But what made you to put those principles in such stirring terms
A,I mean is there a need for that uh uh uh in Malay community
B,You know while we've as as a community the Malay Muslim community in Singapore has been through difficult times
B,I saw it first to know that in in in in three decades actually post independence
B,We first started off by feeling that you know that almost like everybody else owe us a living
A,That's rather strong oh boy
B,Yes and we thought that uh we're sort of sons of the soil we and and it's true actually not only of Singapore Malays but also practically of uh many developing countries achieving independence particularly in this area we felt that you know yah we we started this pointing
A,Special yah
B,we started pointed fingers at others
B,You owe us this you need to do this for us and I I'm reminded actually when I was in Jakarta last week I had the same example I used
B,I was reminded by a Javanese that you know when you point a finger someone it's only one finger but with three others pointing
A,pointing yourself yes
B,yourself Well I was told by this Javanese that in in the Malay or Indonesian way of pointing a finger is this way where you point one finger at others but four
A,inside
B,fingers pointing at yourself and I and we start thinking that you know is that really worthwhile every time pointing fingers at others
B,But let me quickly add to say that the Malay Muslim community has never been uhm short on uh self-help activities
B,But uhm it took sometime before we felt that we must work within the national framework
A,Yes
B,and and in the eighties when we felt we formed Mendeki
B,In fact it's a combination of many years of social activism which bought the various groups together
B,And I think uhm Mendeki has shown what we can achieve and what we can do if we sink our differences put our shoulders to the wheel and mind you hard work real hard work must come with it and and I made an example
A,May may may I cut in
B,Yes
A,May I cut in on this one
A,You mention one phase which caught uh which caught my ears sink our differences
A,Are there really significant differences or superficial differences within the community
B,Well our history has been filled with that and fortunately we came to realise that you know we just cannot go on uh with all this differences and I think unity is I think is uh critical
B,And I'm glad we have that now more than before and that way we can actually maximise our resources
A,I would like to sort of uh put something to you which may be a misconception uh on the part of many people in Singapore including myself that's that there is a perception of the fundamental conflict between religion the Islamic religion of the Islam and modernity if you agree that adjustments uh and accommodation have to be made between these two factors whether it is in fact uh possible to make successful uh uh integration in the long term
B,Can I uh preface my answer to that question by adding a point to my earlier answer and to say that there are problems
B,I hope I have not painted a too rosy a picture about uh the process of upliftment and to say that there are problems
B,And one of the problems is this question of reconciling differences in terms of perception
A,Yes
B,I think there's a serious gulf of perception between the Malays non-Malays and Muslims non-Muslims and the it's not because of religion but it's because of how Muslims practice their religion
B,If I may cite an example
B,I was in Libya in nineteen seventy-three
B,I was a student there and I was invited to attend an international conference and we went there happily looking forward to a model of Islam
A,A simple answer
B,Yes
A,Looking for a simple answer
B,In fact in fact it was proposed that uhm communism had failed capitalism had failed and the answer is the third international theory called the Green Book Islam
A,Oh yes yes I read about that yes
B,And uh but I must say that we came back very disillusioned very disappointed because even at that very conference we saw those contradictions we saw those uhm weaknesses and mind you that's within the fold of Islamic brotherhood within the fold of Islamic conference youth conference full of hopes and expectations
B,And I that made me feel why is it that we Muslims in Singapore must always look to one particular area be it Middle East or somewhere else
