speaker,speech
,<I>
A,Have have you all watched Sleepless in Seattle
B,Yah I caught it last week I think
A,What do you think of it
B,Uhm it is too fairy tale
A,Yah it is a bit of realistic
B,Too fairy tale
A,You suspend believe for about uh one hour forty-five minutes and then
B,Yah and you know at the end of the day Meg Ryan is gonna be with Tom Hanks
C,She did ah
A,You haven't watched at all
C,No I haven't because no no no be because the thing is my guy friends went there and then they said I didn't miss a thing
A,Yah actually you won't miss a thing lah
C,It was more of a lady's show
C,Would you consider that a lady's show
A,It came out in newspaper right
A,That was a woman woman show or uh man show and they talking about difference like men like action and women like romance
C,Women like action
A,Men like action
C,Ah men like action
B,Play back
A,This one ah
C,Okay did you hear women or men
C,Women right
B,Women
A,I said men
A,No I said that
B,I heard women
A,men like okay okay we all go back to the beginning and listen to what I say
B,Thank God it's taped right
B,Written prove
C,Thank you
A,No no recorded proof
A,Anyway yah I caught it
A,It is nice lah
A,It is ta lah lah you know yah you wait for that magic thing to happen and
C,So was there star dust and all you know then after that that soft focus effect
A,No there was no soft focus but there was star dust
B,But I don't really think it was that romantic
B,It's like they are raving about it being a girl's show
B,I think I prefer things like Some kind of Wonderful
C,Or Pretty Women
B,The message was better
C,Aye no Pretty Women was quite okay right
A,I like Freely Willy
B,Oh you watched it already
A,Don't think of it
C,Slowly lah
C,I haven't
A,I haven't watched it either
B,Fish <unclear> word </unclear>
B,Freely Willy
A,Listen aye I went to watch uhm I wanted to watch a show yesterday I just wanted to watch
C,Oh the trailers ah
A,No I just wanted to watch a show yesterday so I I went down to town and uhm I was going to watch Wedding Banquet but a friend wanted to watch it with me so I decided okay I'll go and watch Free Willy instead
A,When I got there at one twenty the tickets were sold out
B,For what time
A,One twen one one fifteen show
C,No no because the the the kids are out
B,Just by five minutes off
A,Yah but the it is sold out and normally and all the time when I go watch these afternoon shows which I always have a whole theatre to myself and about five other people scattered
C,No because it's holidays now
C,The only people that are missing are the O levels and the A level people
A,Why are holidays <unclear> word </unclear>
A,I I like all these one o'clock shows where it is empty
C,That time that time I watched Wedding Banquet
A,Yah so yesterday I went
A,Yah you went to watch Wedding Banquet yesterday
C,No not yesterday
A,Oh
C,Teacher's day
A,Wow
C,So the students no on teacher's day
B,The students can't go in
B,It is R A
C,Yah yah so the students were out
C,Apparently it wasn't a holiday
A,I didn't know it was R A
C,But but then a lot of people with ties were there
C,Quite nice quite nice
A,I went to watch yesterday
A,I missed five minutes of it because I was late
A,It was a one-twenty show
B,Wedding Banquet
C,Wedding Banquet first five minutes
A,I know nothing happen I I asked a friend of mine nothing much lah
A,I came in at the point where he was promising
C,I think he's
C,I went in late also
A,I think I went in at the point where was promising Simon is it his name
C,Uhm Simon yah
A,That I will bring you to Paris had to make up for it as your birthday present
C,Or someone forgot someone's birthday
C,Did you watch that show
B,Uhm the first five minutes was nothing
B,He was at the gym
C,Oh yes yes okay that means I didn't missing anything
A,Did you like the show
B,I I thought the concept was good
A,Yah
B,One of the few nice concepts
A,But it was the first thing that I I saw
A,Men being intimate and they look so natural
B,You should see Savage Nights then
