speaker,speech
,<I>
A,So why are you so angry today man
B,Ah this guy this morning I had something to do
B,He's supposed to send it down by twelve you see
B,You know today we close twelve-thirty right and uh this guy said lah okay okay I promise I'll be down at twelve o'clock
B,And I was paging for him paging for him paging for him didn't return my call so I was so angry I gotta to shut the office right twelve thirty 'cause I am tired today
B,Saturday I wanna come back and sleep you know
B,Burgher calls me up at twelve-thirty and says aye aye I had accident I fell down this that
B,I broke my leg
B,Can you wait for me one o'clock I'll be there
B,So I was sitting down and waiting until one-fifteen for this guy lah
B,That's why I was late lah
B,Irritating fellow
A,And how's your job on the whole
A,I mean you've complaining to me right saying that you're not really very happy about the place and that you may wanna quickly finding waiting for
B,<unclear> word </unclear> nowadays except you lah teacher
A,Oh I enjoy what I'm doing
A,So
B,For your own good
B,Ya all of us been like that
B,Most most people you know it's Steward
B,You saw Steward yesterday
B,Went for another interview you know
A,Seriously
A,Which interview
B,I don't know
B,Uh John was telling me he went for another interview
A,Is he still speaking with his parents
B,Ya
B,He met met up with Steph already
B,So last night it's Steph Gan Steward and another person went out
A,Not Matt is it
B,No not Matt
B,<unclear> word </unclear> at you
A,Oh by the way Nick is back you know
B,Ha
A,Ya
B,Oh he he call you up
A,He came back from UK yesterday and
B,Did he give you a call
B,Ask him to call Nick
B,You know Nick Tan ah Nick
A,Nick Lee
B,Ah Nick Lee
A,Paul Ann says he is going with this girl now
A,Uh for the last four months former RJ girl
B,Four months ah
B,What's her name
A,Gan Siok Wee or something
A,Siok Hwee ah
B,Don't tell me the Squash player Siok Hwee
B,Oh it's a Lim Siok Hwee
A,No that's Lim Siok Hwee
B,Ah so where's she she's in Singapore right
A,Ya that's right
A,But she didn't clear her bar so she'll have to go back
B,One more year
A,And about five weeks' time and she would you know
B,So are are you
A,But he's feeling rather down
A,She's feeling down because uh
B,Of course who flung exam who won't feel down
A,No not so much that
B,I would
A,But she's afraid that because he'll be starting work on Monday
A,<unclear> word </unclear> doing his FI
B,Where is he
A,He'll be doing his PLC on Monday
B,Where
A,At the Subcourts
B,Oh he's gonna sub not as as one of the
A,No it's compulsory for them to do for for three months there
B,Then go to the firm
A,After that then then go the firm for for PL uh for what you call that
B,Pu pupillage
A,Ah pupillage that's right
A,So and you know she'll she'll be away for say about almost two three months you say
A,She's afraid that you know
B,Another woman
A,Knowing knowing Nicholas Roh uh Nicholas Loh and what's he capable of who might just you know fall for another girl
B,Nick ah
B,You think he will or not
B,Now has he tone down or do you think he's tone down
A,I mean he use to be a real a real cool guy so you know getting girls is never been a problem for him and I feel that you know
A,But I think he has changed because he did tell me that perhaps this girl is more for keeps
B,But but four months for him with only one girl is a record what so maybe
A,That's right
A,Ah it's true also but you know either that
A,Never foresee him settling down with a girl so
B,So he pass
A,So pass
B,He's quite young
B,Ah he's only twenty-five twenty four
A,That's right and I feel that I mean anything can happen
B,Ya you got that
B,So when you going out with him
A,Uhm Tuesday we're in fact we're twelve of us are all going down to the game Singapore and Perlis this Tuesday
A,Myself uh William uh Kenny Goh Holmer Nick uh Sudip Gosh
B,Oh boy that one came back ah
A,Yogi uh Edward Tan Peter Sim Christopher Goh and Dominic Nagolindran and Clidas actually said is our good friend coming or not
B,I get from maybe
A,So I said ya sure maybe when we're coming I mean catch up on old ties you know
B,Ya what you call that uh what is what is Sudip Gosh doing the doctor
B,Gosh
A,Oh he's now a doctor Gosh
B,He's he passed already
A,Just passed
B,Ah and then is he is he coming back to Singapore
B,Is he going back
A,But he has to go back to do some specialisation thing
B,He's gonna he's not coming back
B,He's going to live in England lah probably
A,That's right
A,No I'm not sure about that but he knows that you know
A,With his kind he needs to you know at least get into something more specialised
B,Why he's a ma ma ah
A,Ya well you know
B,There are too many doctors here
B,They don't want ah
B,So how you spoke to him
A,Uh no I spoke to Clidas actually
B,Only Clidas
B,Then he told you that Gosh is
A,That's right and they are all planning to meet on Tuesday
B,He'e he's going to bug tickets ah
