speaker,speech
,<I>
A,So uhm now I've three draughtsmen right
A,I have Siew Kiau Emily uh Siew Kiau Emily
B,Diana
A,Ah Diana and then Thomas for the editing
A,So what I ask them to do is Simon had already given me the list of <unclear> word </unclear>
A,Uh what what they have submitted you know to the authorities and what they have produced so far lah
A,So next week we can arrange <unclear> word </unclear> to discuss about that
B,Ya
B,'Think the problem now is really to see how far they have managed to go with the different drawings that they have to do
A,Uhm I now uh
A,Diana is doing all the <unclear> word </unclear> submission drawings
A,She's already finishing up you know uh amending the drawings to fit <unclear> word </unclear> requirements uh
A,So she's doing it manual not on computer and uh Diana is now doing for me all the drawings for the the contractor the diaphragm more openings
A,So she's clearing up that lot and then Emily is doing elevation drawings with the pre-cast panels four by four work out all the dimensions how far
B,Uhm
A,From the coluhmn grid and so on and also I uh the sewage now the sewage reply has come back she has to do updating
B,Uhm
A,in the computer
B,So how do you think Tom can help to sort of vet the drawings or uh sort of help you in the detailing of some of these things
B,Because I think at the moment he does seem to feel a bit difficult uh problems in in co-ordinating some of these drawings
A,Is it
A,He didn't fill a form
B,Because I I I think the problem also partly because of this computer drawing thing you know
A,Ah
B,Because we had we can't get a feel of what are the the drawings in the computer
A,What I've asked him to do so far is like for instance the sewage unit uh once the reply came back
B,Uhm
A,uh I I made some comments on the reply by by sewage right
A,Then I ask uh him to look through and discuss with Emily
A,So he looked through Emily's set of drawings and discussed how the requirements uh can be met nuh
A,So uh he also went down with Emily to see the offices in Environment
B,Uhm
A,to discuss about their requirement whether we can do it or not or is it cost costing a problem and so on
B,Ya
A,So that is the technical part I think he can help me do you know
B,Ya
A,all these nitty gritty detail things
A,So uhm it's the same for like the contractor drawings uh
B,Uhm
A,Because he's got more technical knowledge for the actual construction
B,Uhm
A,So if that's true he ask Diana to help draw up all these things uh
B,So has he managed to get onto that yet
A,Ya he's doing that now but what what I find problem is he's he has not enough time also you know
B,Ya
A,So when whenever I ask him he may not do it promptly
B,Oh
A,he said do it later
B,Ya
A,So like the diaphragm mode we are a bit behind time giving information
B,Uhm ya
A,Ya
B,I think that's why we are sort of discussing to see what of any of the other work he can uh sort of delegate to other people so that he can have more time for your project
