speaker,speech
,
B,Chinglish
C,Singlish Chinglish don't know what
A,But actually it's very interesting uh if you were to compile some kind of a of this article a list a list uh of all these terms that are used because sometimes we use it but we don't know the origins or why and uh
B,And the younger ones ah the younger ones uh the dialect-speaking people ah nowadays they they don't know all all these uh sayings you know
C,Yes
A,These are idioms eh
B,Idioms
B,Oh yes idioms
A,You mean actually they don't speak dialect nowadays
B,Now they are very
C,They speak Mandarin
B,Even Mandarin is also not standard
C,English
A,Aye can't I make you all a drink
C,No don't bother
B,No lah I I I I just had a big cup of tea
B,Can you remember this this Hokkien saying qi mi kuei teo diao tang
B,When when I told Siew Lin the first time
C,Okay first time
A,What do you call that uh
B,Say you are very lucky lah you know
C,You are lucky
B,Qi mi kuei teo diao tang
C,It is a common saying
A,Proverb
C,It is not proverb
C,It is not really proverb
C,It's it is common expression
A,What is that classic one
C,'Qi mi kuei teo diao tang'
A,<unclear> word </unclear> is so blind
C,So blind even even get
A,So lucky you know to go and tok teo yee eir tang
B,Qi mi kuei teo diao tang
C,Yah that is it
B,Actually a lot of such sayings are beliefs you know
A,Yah really lah joke you know
A,It really expresses it you know the luck involved oh boy
B,Siew Lin I remember she really first time luck
C,<unclear> word </unclear>
B,Qi mi kuei teo diao tang
B,So lucky
A,Especially when the situation is so apt you know ah then you say that wow
C,Yah that is it
C,Gong gong and then gong gong and then gong hock that kind of thing
B,Gong lang gong hock
A,God is waiting and suddenly you get it
B,You know who who said it you know
C,Ah
B,Phua Bah Lee you know
B,You know Phua Bah Lee
A,Phua Bah Lee
B,Phua Bah Lee was in the the the
C,Former former M P
B,Former M P
C,Is he still M P
B,Uh no
C,No more already
B,He retired long ago
B,Now he is working for I think uh Hong Leong I think
B,He is getting better pay than before
C,Ah hah
B,He was Senior Par Perm Sect you know
B,I went to see him to get something from him lah walkover in his constituency no contest
B,There was one year I think nineteen eighty so went to get some pamphlets and so on
B,So I say Mister Phua you are so good people are afraid of you lah opposition dare not come to your constituency lah Boh lah wa gong lang gong hock
A,Gong lang gong hock
B,Gong lang gong hock lah you are sa sa Gong lang gong hock because you are you are not
C,Not really
A,Hock hock is what
C,Hock hock is luck but it is not an equivalent to qi mi kuei teo diao tang
C,It is not really
B,Not the same
C,Not the same
B,But people say you are not very good but you have but somehow god favours those who are not very smart or something like that lah
B,Wah gong lang lah wah boey heow siew lah
A,Gong lang gong hock
B,Gong hock lah gor hu hock
C,It is something like a simpleton you know
B,Yes it is simpleton but he is
A,Actually like they say
B,Like he is
C,Who who doesn't plan but anyway you know somehow or other uh luck favours him
C,Can be fated or not
C,Easier simpleton
A,Can do around without any uh scheming or any of that I suppose given that <unclear> word </unclear>
C,Very good
C,I think ignorance is bliss
C,Being simple simpleminded
B,These are people who are very
C,Hey are those your
A,Fewer fewer uhm
B,Worries white hair
C,your cats
A,Fewer white hair yes
A,This is from S P C A
B,S P C A
C,Oh from S P C A you got them from S P even this one even this doggie
A,The dog no
A,That one dog was given by somebody
C,Only two cats
A,Given by somebody lah
B,That that that is the
B,No she was telling us that uhm her dog is afraid of her cat
C,Oh
B,When the dog sees the cat at the door the dog the dog
A,You know he gives way to the cat
A,When I feed them eh I will feed the cat first
A,After that I will bring a bowl for him for him to <unclear> word </unclear> and then and then because I put in fish also in his bowl the cat also goes to his bowl you see and he will walk you know he will
C,Give way to the
A,Move back move aside for the cat to go and
B,Eat the fish
A,Take her pleasure you know
A,And then he will stand there you know and sometimes when the cat is standing at the doorway he dare he dares not uh you know pass you know pass him
B,Oh really
A,Because the cat uh does that to him uh like that
C,So mild
C,Catie uh slime
A,<unclear> word </unclear> with her with her nail
B,There is something about something about
C,Even cats are very fierce
B,Something about the something about cats
A,But but they are actually very gentle
A,It is just that they bully him you see bully him
C,Yes a dog is very gentle but not the cat
A,No the cats are also very gentle
C,Really
A,It is just that they tend to bully him
A,He gives way to them so much that they actually bully him
C,Take advantage
B,You you you know that again talking about that the Hokkien saying e si bei ngeow
B,Why why very 'ngeow' you know
A,Ngeow is ngeow lah ticklish
B,No no no
C,No no no
B,Le si bei ngeow
A,This is neow you know neow Neow is not ngeow
B,No it's different Hokkien zia muai zia png ngeow ngeow
A,Are you sure
B,Sure
C,Neow means catie
A,I thought <unclear> word </unclear>
B,Le si bei neow le si bei That's why
A,Ngeow ngeow wa zin ngeow ngeow means like
B,No no no
B,Then how can the neow how can the neow has anything to do with fish Le si bei neow ah le boh hie si bei neow
A,I thought si bei neow means it's fussy you know
B,No no no
A,Fussy and isn't it like the name of meow
C,Yes so why does it means
B,So why but why do we use the cat
B,It is definitely not this meaning <unclear> word </unclear>
A,Are you sure
A,I always thought that it was that neow you know
C,Neow neow neow
B,You see it's
A,Neow mai ga wah neow
B,No mai ga wah neow lah le si meh neow Bo he tang jia si boh
B,Now how can this neow
A,Is that so
B,That's how the Hokkien speak
A,You mean they after that there is this <unclear> word </unclear> about the
C,Maybe you know it is the uh cat's meowing
C,It is very consistent
C,It keeps on uh <unclear> word </unclear>
B,What is the origin you see
C,Maybe it could be so you are very fussy you are very demanding
B,But definitely the cat
C,See to it that you see your objective is achieved so you keep on meowing meowing meow
C,I don't know meow into neow
B,Could be lah you know because they they how can they this uh what you call it ticklish when they associate with with fish
B,And you are saying neow ngeow ah because they are so many types of Hokkien
B,They pronounce words differently
C,Meow and ngeow
B,You know kan ko gan ko
A,In my in my Hokkien ngeow means ticklish
B,Ticklish same sound lah
B,In fact in Chinese there are so many words with the same sound
C,Same sound different meanings
B,Same sound different meanings Le si bei ngeow
C,Do you speak Hokkien to your son
C,He is so tall
A,Little bit lah little bit
A,Not very much though
A,You know we always go for the fastest uh way of communicating so but he he can understand some sort of simple
C,Your husband is your husband is Hokkien
C,Simple Hokkien
A,He can understand simple Hokkien and he can communicate with my mom in Hokkien
A,He can only speak well actually speak Hokkien although as he grew up he picks up a bit of uh broken English
C,Yours what Hokkien uh
C,What what Hokkien
C,An guei ah
A,Nam wah
B,Nam wah
C,Nam wah
B,But so many types lah hah
C,Yah nam wah tam wah
A,Are you Hokkien
C,I am
A,You are
C,But uh I speak Cantonese Hakka
C,So I am a Cantonese Hokkien
A,Oh
C,I can't speak Hokkien well yah
C,I am more fluent in my Cantonese
C,Uhm my Hokkien is better than my mother tongue
B,Hakka
C,Hakka
B,I have no chance to speak Hakka except to my parents outside outside my home
B,We are the minority
B,So the Hakkas end up speaking Hokkien Teochew and other dialects
C,You seem to have a sweet tooth kong piah
C,Chocolate and chocolate cakes
A,Oh these was given
A,This was given given by somebody
C,Ah chocolate
A,One of the part-timers
A,Give me I say please uh don't give me anymore things you know
A,I said no need no need
A,She said oh she's her husband uh came back from uh what is this Hawaiian
C,Hawaii all those uh
A,Hawaii chocolates
C,What nuts do you call that
C,It has got uh
A,Macadamia macadamia
C,Ah yes macadamia nut
A,But I don't really like it
A,I left it there and there sometimes Gabriel or who when she comes in straight away she will
C,Take one
A,Will take because it is hard you know
C,I like it you know
C,Can I have one
A,Sure go ahead
B,And also it's very very sweet
C,Anything with nuts I like
B,And usually it is too sweet
A,I prefer Cadbury's macadamia
C,Oh it's got macadamia and nuts
C,You want one
B,Oh stuck to this piece ah so big ah
A,This one you actually just chew it you know
B,No need lah
C,Yah you got to chew it
A,The chocolate is hard
C,I like chocolate with nuts
A,But I like the little you know you know the
C,But not with raisins uh raisins is soft
C,This is very crunchy
B,Often it is too sweet but this is <unclear> word </unclear>
A,I don't like it because it's hard
B,Not very not very
A,Too hard in the sense that it's not creamy you know
C,Oh I like creamy
B,Crisp crisp crispy
A,It takes a long time for it to melt if you just leave it there unlike some chocolates you know
A,They are supposed to be good
C,I was looking at the picture
C,When was this taken with uh Yeen Fong was it
