speaker,speech
,<I>
A,Hi Raymond
A,Glad you can make it today
B,Yes I'm glad to see you too
A,Thanks for taking time to see me
A,By the way I hope you had your dinner
B,Yes I had my dinner already
B,Thank you
A,Good
A,Okay before we proceed do you know anything about John Hancock
B,No not much other than the name
A,Not much uh
A,Okay I think being a cautious investor yourself you would like to know more of the company before you put your money there
B,Oh of course
A,All right
A,John Hancock Life Assurance Company Limited is a subsidiary of Boston based John Hancock Manual Life Insurance Company one of the world's largest life insurance company with nearly one hundred and fifty million dollars in assets under management
A,John Hancock offers a broad range of insurance products addressing the savings protection and investment needs of individuals and families as well as business insurance
A,Uh the company's university savings plus <&>  U S P </&> programme is the most comprehensive university planning and savings programme in Singapore
A,In addition to its savings component U S P helps parents identify the university that best matches the child's goals and aptitude by providing info information and cost breakdown on 2600 universities worldwide
A,Our head office and the company's Asian Regional office are located in John Hancock Tower at Raffles Quay and where you are now is the additional agency office
A,We too have operations in Indonesia Malaysia Philippines and Thailand and is expanding to China and Vietnam
A,Oh by the way John Hancock is named after a respected American founding father who fought for independence of his country
A,He was the first man to sign the American Declaration of independence His bold and elegant signature has served as the company's corporate logo since 1862
A,Well that's so much for John Hancock's standing
A,Let us get back to you
A,Raymond tell me more about yourself
A,Are you married
B,Yes I am married
A,Oh good
A,Do you have any kids
B,Ah yah currently one boy
A,Uhm one boy ah
A,Uh your wife is working
B,Yes she is
A,Oh as what
B,As a secretary
A,As a secretary
A,Okay
A,Oh what about yourself
A,What do you do
B,I am a software engineer
A,Software engineer
A,Wow that is engineering isn't it
A,I T
A,You must be busy with the Y2 bug and the ever changing I T technology these days
B,Yeah got to catch up with them <O> laughs </O>
A,Share with me your knowledge of insurance Raymond
A,What do you know
B,Uh uh
A,And what you may not know or understand
A,What do you have at the moment too
B,At the moment I have a small N T U C Income policy uhm uh but I don't really know much about insurance
B,Uh because that time I got it uh just because the N T U C Income agent came down to our uh army camp
A,Oh I see
A,Okay
A,You may be wondering why I ask you so many questions
A,The reason is to know what actually you want and what actually you need
A,Oh yes just to confirm what you have shared
A,You are 27 years old right
B,Yes
A,You are married and you have a six month old baby boy
A,You have an insurance programme when you were 18 years old from N T U C when you were in the army
A,And a small protection of fifteen thousand dollars whole life plan
B,yes yes
A,So what made you to consider to have more insurances now
