speaker,speech
,<I>
A,Aye now that you're leaving what did your boss say
B,He'll never much one ah
A,Is he still giving you a lot of work to do
B,No he doesn't bother
B,But as usual my senior architect
A,Ya
B,when somebody's leaving she make sure that every every minute is worthwhile
A,Who is the senior architect
B,Every minute is spent sufficiently
A,Who's the senior architect
B,One spinster lah
A,June says she is a real bitch
B,Why
A,Ha I don't know
A,In fact she was telling me one night talking about her work
A,Mok and associates she said her she got to that we have a very terrible woman
B,Don't know lah
B,Don't know what she's trying to do
A,Who
B,When she walk pass ha the whole atmosphere will be like so full of tension like that
A,Say <unclear> word </unclear> June or your boss
B,No this girl this ah <unclear> word </unclear>
A,But June likes you a lot
B,But of course who doesn't
A,She says you are the only person there with a proper sense humour
B,Oh really
B,But I always bitch her one you know
B,Always slime her
A,She says you are fun to talk to
B,But they all very tak class one
B,She's very stress now you know
A,Oh dear
B,Because her plans is being a disapproved
A,Uhm disapproved
B,Ya the
A,Then re-draw
B,So they have to submit fresh plans
A,Oh dear
A,She's planning a country club is it
B,Kenneth suppose to be her case study for her PP know
A,Oh dear
B,Stress lah
A,Then how
A,If reject then she wouldn't get her PP already lor
B,Can lah but it is like <unclear> word </unclear>
h,
B,Why never comply this and that
B,Why take so long to comply so many extensions
A,Comply to what
B,To FSB
B,Actually actually the other departments all cleared know except for this fire safety
A,Oh dear
B,Suit the client lah
A,Why
B,Don't want to provide this don't want to provide that and all that
A,Don't want
B,But actually the the the architect
A,<unclear> word </unclear>
B,But the architect has the you know should convince them that this was things are required what
B,But the FSB also very terrible
B,They always come up with new requirement
B,Some submit ha oh this this thing not proper
B,We've never comply
B,Either that or like they come up with new er regulation and then then
A,No no like
B,They they point out new mistakes kind of thing you know
B,So unfair lah
A,She must be utterly <unclear> word </unclear>
B,But she's appealing
B,Ya lah better to appeal 'cause it'll be ridiculous you know
B,Imagine you send the same drawings to the other departments and the other departments approve already
B,I approve already
B,What you send in for what
B,Get what I mean
B,But for the sake of this main department right the building controller you have to submit to the other the other departments for for clearance
A,Quite terrible you know
A,If I I would feel very stressed
B,Tan Li Liang
A,ya
B,Before he left said I make sure this project will be left in shit
A,Ha
B,He said I make sure this project will be left in shit
A,And then
B,And true enough
A,So evil
A,You know sabotage is so disgusting <unclear> word </unclear>
B,No it's not sabotage
A,Then
B,Then I ask her ask him you know
B,Did she know not
B,Did she know about all this you know right things didn't comply right
B,Ya
B,Did you tell June
B,He said oh she should know what
B,Common sense what
B,It's quite true lah actually
B,But the FSB called uh highlighted to him but he didn't
B,June
A,Ya
A,So that is not fair you see
A,Think if I were June I'll be very angry with him
B,But June was like fighting for the project
A,Ya
B,Like you know feel so jealous that he's taking care of the whole thing
A,But was he taking care of the whole thing
B,He ya ah ah
B,Then she just took you know help a small part of so she was like fighting for the project
B,So
A,Well I guess now that you get what you want is difficult
B,She cried you know
B,When I saw the letter
B,Aye got such thing one
B,Uh disapprove
B,Notice of disapproval never seen before
A,So what did they disapprove
A,No safe
A,No fire exit is it
B,Just say that you didn't comply to requirements lor
B,So
