speaker,speech
,<I>
A,And then after there's
B,The tea ceremony
A,That's at your home
B,Ya
A,Who's that
B,No that's that's someone from Geography Department
B,So they pang the pang teh would be at about four four pm or four-thirty at my place
A,What's happening to church ceremony
A,Are they singing or something
B,They're going to sing then the bride's coming in
B,Then they're going to say <unclear> word </unclear>
A,Together are they
B,No they don't there's no performance or anything in the church itself
A,The last few weddings I've been to don't know what they're like
B,Whose wedding
A,Lilian's wedding
B,But no one sang for them
A,Yes No they had a duet
B,Oh they sang together
A,Don't you remember
B,They didn't sing
B,Peng Ling and her husband sang right
A,Ya
B,Is that right
A,Ya like who or was it that
B,No I I remember Peng Nan sang for
A,Peng Nan and the wife as well
B,Oh ya ya ya that's true
B,That's nice because they're so sporting but uhm Geraldine doesn't want to sing and Yen has a
A,A wedding is not the to be sporting
B,That's true and Yen is tone deaf also
A,Tone deaf
B,Oh so he claims
B,So
A,But is anybody in the church singing for them
B,Uh no they don't want anything so no one is gonna to do anything
B,I won't be MCing anything at all in the wedding in the church
A,You're definitely not the the bestman
B,There's no bestman and there's no bride's maid either
A,Oh doesn't she have a sister or something
B,Yes but they don't want bride's maid and best man
B,What's strange also is they want to break tra tradition in so many ways that it's so ridiculous like
A,Like what
B,They said that they don't want anyone to stand up when the bride comes in so everyone will be seated when the bride comes in
A,But then you you know unless you specifically tell
B,Oh they're no they're gonna specifically tell people that
A,Oh because otherwise some will stand up and some would sit down
B,Ya so he would say uhm
A,Can you please sit down for the bride
B,The bride and groom specifically ask that you sit down for the
A,Why
B,Uh Geraldine said she doesn't want uh whenever people stand up people will be like trying to look at the bride and then a lot of people won't see
B,If you sit down everyone has an equal opportunity to see her anyway so
A,Well I suppose there's some logic in there
B,Well and then they showed me their wedding photos on last oh well last week
B,And her evening gown she said that she took the best of everything
B,Maybe <unclear> word </unclear> she went through the whole catalogue then she said I like the bodies of this I like the sleeve of that I like the skirt of that came out looking so terrible
A,Oh you seen it it's not
B,She herself even said
B,Aiyah now that it's combine it looks very sloppy because if you noticed all that Peng Ling is so all body hugging right
A,Ya ya ya
B,And if you're slim that's quite nice
A,That's okay
B,In it she is slim but her dress came up looking like it's very soft and flowy
B,Here it's very soft and flowy below so it becomes
A,So she looks fluffer than she is
B,Ah she it looks very wishy-washy you know so it's not nice
B,So what to do
A,But her her wedding gown is quite quite
B,Her wedding gown is nice
A,Ya
B,It's very nice
B,How how do you know
B,You saw photos
A,I saw when it was hanging in your room for like in a week before you came back
B,In my room
A,Ya
B,How come
B,Oh her dress was hanging in my room
A,Ya her dress was hanging in your room
A,Do you think she was hanging in your room
B,No I I thought her photo was hanging there
A,No the the dress is hanging there
B,Okay
A,We went went to visit Ah ma and then always nosing <unclear> word </unclear>
A,If I nose into your room just in case you came back you didn't tell me
B,Oh the evening gown is the same colour as the wedding gown
A,It's white
B,Off-white so it's the same
B,So
A,So you don't like her dress
B,Looks not very that
A,Did your brother make
A,I'm sure he did
B,He no he didn't make
B,He just bought it
A,Ah okay lah
B,Just bought ya brown in colour which I didn't think was very appropriate colour
A,Brown
A,I thought at least it has to be charcoal blue or something
B,Or some or grey or something quite nice eh
B,That's true
A,And you you're making a suit
B,No
A,Same stuff
B,One one I already have
B,So what about your mother
B,What is she going to like
B,Has she planned something
A,She's deliberating what if she can bruise
B,Three days
A,For one two days ya she might wear I don't like that dress
B,What what is that
A,I think it <unclear> word </unclear>
B,What is that
A,It's sort of crushed velvet you know
A,It's not suitable for older people
B,What colour is it
A,Uhm terrible looks like a <unclear> word </unclear>
A,It's sort of violet and green
A,It's tight and very short
B,Oh short it's not a long dress
A,No it's not long
B,Short as in how short
A,Well short for me
B,Knee okay
A,Ya I mean it's short for an older person
B,Right so is it grand or what I mean it's
A,I don't like it
B,Don't like it
A,I don't like it
B,So tell her not wear
A,But you see I my father of course being the indulgent person he's oh so oh you look young you look young
A,It just because you wear something a young person wears do not make you
A,No no I feel that it's not it's it's quite fun sort of outfit but you know this is the wedding and
B,<unclear> word </unclear>
A,Ya ya ya anyway I I don't I I hope she wears some another one it's black in colour and it's long
B,Okay
A,For me at least probably she's she's si kor right
A,Oh your brother called last night my mom thought was you
B,For for what call for what
A,I think regarding the car
B,Oh ya ya ya
A,He wants to <unclear> word </unclear> it
B,So when when are we getting the car
B,Friday
A,We'll be sending it over on Friday
B,Okay
A,Ya and then you can decorate it
B,Oh Geraldine's mother is going to decorate it but uhm we're going to test drive it because the other person has never driven a car that sort of car before
B,It's three fifty or three hundred or five hundred
A,It's just three hundred SDL
B,Okay
A,But the L bit makes it a bit harder to drive because it's long
B,Oh L it's long
A,Ya
B,Oh okay okay
B,Anyway uhm what was that now
B,My mother not my mother Sa khor called up and then to tell me what she's going to wear
B,She said her church wear is gonna be green with gathers here
B,Then she said no lah it'll not too much gathers because I don't want it to add to my waist
B,I'll tell there's much more to add into it
B,So she said don't she doesn't want that uh to add to her waist
