speaker,speech
,
A,You are Sergeant three zero two Saw Eng Hock
B,Yes my Lord
A,SAW ENG HOCK
B,Yes my Lord
A,You are attached to the Traffic Accidents Investigation Section
B,Uhm
A,All right
A,Where are you attached now
B,I am now attached to Marine Police
A,On twenty-eighth of July nineteen eighty-three were you attached to the Accident Investigation Section
B,Yes my Lord
A,Were you informed of an accident involving a motor pick-up at Jalan Ahmad Ibrahim in front of Singapore Textile Industries Limited
B,May I refer to my investigation paper my Lord
A,Yes
B,That is true my Lord
A,What time did you receive the information
B,Seven nineteen in the morning
A,Did you go to the scene
B,Yes my Lord
A,What time did you arrived at the scene
B,I arrived at the scene eight twenty-five in the morning my Lord
A,After inspecting the scene did you prepare a sketch plan
B,Yes my Lord
A,Look at page five of this bundle
A,That is your sketch plan and the next page is the key to the plan
B,Yes my Lord
A,Page four
A,Page four yes
A,I think they put it in my bundle they put it
A,I think your Honour is right
A,It's marked at page four
A,I think it's due to an oversight I think
A,In my bundle it comes to the next page
A,Opposite to that page is the key on the left-hand side
B,Yes my Lord
A,And the damage to the vehicle involved is at page six
B,Yes my Lord
A,Do you agree it is a straight stretch of road
B,Yes my Lord
A,And there were no brake marks
B,Yes my Lord
A,And you found only the scratch marks as will be seen from F one to C
B,Yes my Lord
A,The two scratch marks
A,And did you find any evidence of this vehicle hitting the road divider or a tree on the road divider
B,No my Lord
A,The Defendant Bee Hua Meng was the driver of the pick-up am I right
B,Yes my Lord
A,And there was one passenger seated next to the driver
A,His name is Ching Thian Wah am I right
B,Yes my Lord
A,The driver was the Defendant your Honour
A,Bee Hua Meng the Defendant
A,And the front seat passenger was the employer of the driver namely Ching C H I N G Thian T H I A N Wah W A H
A,And this Mr Ching was the employer of the driver as well as the other persons in the pick-up who had carried on at the time
B,That is correct my Lord
A,How many of them were in the van at the time
B,There were nine passengers
A,Nine passengers at the back apart from the driver and Ching in the front right
B,Wait I check up
B,Yes my Lord
A,And one of the passengers was Ooi Han Sun
A,That's the First Plaintiff
B,Yes my Lord
A,Another passenger was Chua Peung Yang who was killed in the accident
B,Yes my Lord
A,At the time of the accident what was the condition of the weather and visibility and the traffic condition
B,The weather was fine road surface was dry visibility was clear
A,And the traffic
B,And the flow of traffic was moderate
B,Road surface was dry my Lord
A,And the traffic was moderate
B,Moderate my Lord
A,Moderate yes my Lord
A,Did you appeal for eye witnesses
B,Yes my Lord
B,No one responded
A,Eye witnesses mean independent eye witnesses
A,No one responded
A,No further questions my Lord
C,Sergeant can we refer to A B five the sketch plan
C,You've drawn on the sketch plan the scratch mark at F one E one
C,Can you tell us what caused the scratch mark on the road
B,It may be caused by the scratching the body of the pick-up
C,Can you tell us where does the scratch mark lead to
C,Which part of the pick-up does the scratch mark lead to
B,It lead to the pick-up the vehicle the
C,Are you able to say which part of the pick-up
B,The roof the roof of the pick-up
C,Well I'm trying to lead him to that yes
C,If he's able to tell us that
C,Then is it the railings that were behind the pick-up
B,I cannot recall
B,I cannot recall
C,Or can you tell us the scratch mark that leads to the part of the pick-up
C,Is it behind the cabin the driver's cabin
B,I cannot recall
C,Okay
C,You said earlier that no evidence that there were any that the pick-up hit the curb
C,But Sergeant you only arrived at the scene about one hour after the accident and
B,Yes my Lord
C,And the sketch plan reflects the position of the vehicle after the accident
B,Yes my Lord
C,So am I correct to say that you will not be able to tell us what happened
C,How the accident took place
B,Yes my Lord
C,So can I say that it is also likely that the pickup may have collided with the curb the divider the centre divider
B,Yes my Lord
C,From your investigations did any of the passengers that were seated behind the pick-up tell you whether they were able to say what happened what caused the accident
B,They were unable to tell my Lord
C,They were unable to tell
C,Was the passenger in front seated in front able to give you an account of what happened
B,Yes my Lord
C,You inspected the pick-up after the accident
C,Are you able to say that from the damage to the pickup it is consistent with to the front of the pick-up
C,It is consistent with it colliding into something into a divider for example from the damage caused to the pick-up
B,I'm unable to tell you my Lord
B,I'm unable to tell my Lord
B,Unable to tell
C,Could you have a look at the damage report at page A B six
C,In particular could you look at the damage to the front right portion of the pick-up
C,The front right signal light broken
C,Right front fender slightly dented
C,Right passenger's door windscreen glass broken
C,From the damage to the right side of the vehicle would you say that it's consistent with it colliding into the divider the centre divider
B,I was unable to tell my Lord
C,Okay one more question
C,Now if I may just bring you back to the scratch marks
C,You see that it leads to the pick-up
C,Am I correct to say it only leads to the right to the right portion of the pick-up
C,It ends there the right side of the pick-up
C,The left side sorry the left side of the pick-up
C,My apologies
B,I cannot confirm my Lord
C,Sorry
C,I was trying to ascertain from him whether the scratch marks which part of the pick-up
C,He said it led to the pick-up but in particular which part of the pick
C,Was it only to the right
C,It ends at the right side of the pick-up which is overturned on the plan
C,Sorry on the left side of the pick-up which is overturned
C,It ends I just want to ascertain from him whether it ends there
A,If I may be of assistance to the court your Honour
A,I have the photographer with the photographs
A,That shows more clearly with the position of the vehicle
A,If it can be shown to the Sergeant because this happened many years ago
A,May I ask the photographer to come in and release the photographs my Lord
A,Hussein Mohammed Hussein P C seven eight three two
A,Subject to his Lordship's permission would we be able to produce the photographs to this Witness
A,Yes
A,May he be permitted to wait inside my Lord
A,If my learned friend has no objection subject to your Lordship's
A,Overturned yes
A,There are other pictures which are more clearer my Lord
C,Sergeant
C,Now that you've had a look at the photographs
C,Can you tell us whether the scratch mark ends on the left side of the vehicle
B,My Lord the scratch part that is leading to the pick-up
B,I am not sure whether it's left or right side
C,Well sergeant
C,Can you look at the sketch plan again
C,You have drawn the sketch mark as it appears to end on the left side of the pick-up
B,There are two scratch mark there one lead to the more or less the centre of the centre part and the other one on the left side
C,Could you tell us which one leads to where
B,This one leads to the centre
A,Which one
B,This one centre C F
A,No which one are you pointing to
B,My Lord based on the photograph and the sketch plan that I draw I cannot recall anything
C,Sorry what's your answer
C,Are you saying that one of them you are saying that one of them leads to the
B,One the scratch mark leading to the left and one to the centre
C,From the photographs
B,From the photographs yes my Lord
C,From your investigations can you tell us with reference to the sketch plan
C,At which part of the road did the pick-up overturned
B,The pick-up was lying on the centre lane my Lord
C,No
C,Actually what I wanted was
C,Sergeant can you indicate perhaps on the sketch plan where the pick-up started
C,Where did it start to overturn
B,I am not able to tell my Lord
C,Yes I will sir
C,Okay finally you inspected the pick-up after the accident
B,Yes my Lord
C,Was it in road worthy condition
C,Actually I am referring to the inspection of the because normally after the accident they inspect the vehicle to see if there is any defect
C,Blatant defect or anything that would whether the vehicle was in fact road worthy before the accident
C,I believe they have a report
C,I am not too sure he would be
C,It is the subsequent inspection that I am referring to
C,Yes I believe he has a report
B,No no my Lord
C,Okay
C,Were any defects were you informed of any defects to the pick-up
B,There is no defect my Lord
C,I don't know whether my learned friend will agree
C,Unless my learned friend objects to the admission of that document
C,Perhaps we could have it
C,Of the inspection report
C,We could have it admitted and save the calling of the witness
A,I have no objection your Honour
C,Sorry
C,I think may be he has a copy
C,Could you show your honour the copy of the inspection report of the whatever report you have
C,We will make copies of it afterwards your Honour
C,Could that be admitted
C,I think that's all your Honour
A,Sergeant even though you arrived at the scene about an hour after the accident the scene was preserved by the first police officer who arrived from Jurong Police Station
B,Yes my Lord
A,Was there any damage to the tyres of the vehicle to indicate that it mounted the road divider or the curb before hitting the tree
B,No my Lord
A,Was there any scratch mark or any damaged sign to the road curb around the vicinity
B,No my Lord
A,I have only one last question
A,I will leave it to your Lordship to decide it if I am allowed to ask
A,I will ask because he may not be an expert
A,I will ask him if your Lordship would allow me
A,You have investigated many of these accidents
B,Yes my Lord
A,And if a vehicle travel at about forty kilometres even if there was some swerving action if he did turn right would he end up in that position with an overturned vehicle shown in the photographs
