speaker,speech
,
A,Aye uh uhm I heard you are going to England
B,Is it true
B,Yes
A,Which part of England
B,The whole of UK
A,Won't it take a long time to cover all those places
B,It will if you want to see every place
B,But I mean I have got twenty four days so I will just choose certain places of interest
A,Precise <unclear> word </unclear>
B,Popular places to tourist uh to see
A,Twenty four
A,Twenty four days is not a long time you know
B,Aye I still want to go to Paris you know
A,To Paris
A,So what are the places in England you are going to visit
B,Well
B,I will be in London for a week and then hopefully uh I might break off and to Paris for about four to five days and then after that I will go to Scotland and then from Scotland uh work my way down to London
A,Walk your way down
B,Work my way
A,Oh oh okay
B,Down to London and then I think that would probably use up all use up all my leave uh
A,Are you are you going alone or what
B,No I am going with a an ex-colleague and her boyfriend
A,Aye uh so interesting
A,The three of you
B,Of course who else
A,So you are babysitter in a way uh
B,No she is quite a a good traveller even though she is young but she is quite good
A,Suppose <unclear> word </unclear> to go with John and Chong and company
B,Uh initially we were suppose to go back to the States but the whole gin gang but well slowly everybody start deciding not to go back to the States
B,So Choy Peng wants to Europe
B,Pat wants to go Europe
B,And then uh I have decided not to go back
B,So the group starts dwindling uh
B,So in the end I think Chong and John also will not be going
B,I I don't think they fancy the uh idea of travelling with a married couple
A,Yes
A,And a kid too
B,So anyway uh Lai Kwen will be going back soon
A,Is it
A,When
B,I heard is June the nineteen she will back
B,But she will for her holidays then after that she will go back to continue
A,But I thought you are suppose to go down to Hawaii to meet her right
B,That was our initial plan uh uhm but the thing is
B,Well I guess the attraction isn't there
A,<unclear> word </unclear> Chor Hoon will be back
B,Chor Hoon will be coming from uh Australia
A,Oh just nice uh during your holidays
B,What about yourself uh
B,Where you going
A,I will be baby-sitting the whole month
B,How interesting
A,Yes
B,You never go on leave uh
A,I do but how to how to get out of Singapore
A,I mean so many obligations then got to stay finish finish my work
A,But I think I want to take some days off uh
A,Go to Sentosa or where
A,Go and go and you know
A,Let myself go and know
A,Relax there don't bother you know
B,Why don't you thought of going back to the States
B,To Oregon
A,Wanted to uh but so far away
A,So expensive also
B,What you are working for
A,When I go back there I don't know anybody there what
A,Most pe most of my my friends would have graduated
B,Uh uh true
A,Go back to go back to visit my professors
A,I think some of them are not there anymore
B,Aye uh for all you know
B,You know all of them gone because I heard the last time Oregon was cutting down on certain departments
A,Is it
B,Last time when I I went they have already cut down
B,Their P E department is already about gone
A,Oh really
B,It is no longer a department by itself
B,It is now the department with
B,I don't know what the department
A,Uh I do miss Oregon uh those apples apples cherries
B,Prunes
A,Prunes yes
B,Limes
A,Yes
B,Peaches
A,Yes the weather
B,Uh so so so you should go
A,Maybe it will do good for my skin uh
B,Uh
B,Why uh
B,You you never had such problems when you are you are there
A,<unclear> word </unclear> the weather uh
A,What to do
A,When I come when when I came back here all these problems crop up
A,Uh I think is the stress
A,Maybe I should really take a break you know
A,How to
A,Every time I want take a break something will crop up you know
A,Now I got to do baby-sitting you know for for two kids uh
B,Why
A,Why uh
A,Don't know uh
A,So when you are setting up for the for your for England
B,Fifth
B,I am leaving on the fifth
A,Before the end of
A,This is May right
B,Uh
B,I leaving on the fifth
A,Fifth of June
B,The fifth of June
A,Coming back just before the term begins uh
B,Coming back on the twenty ninth
B,So I will land in Singapore on the thirtieth
A,Uh wait jet lag boy
B,Two more days uh
B,That is what I am worried about you know jet lag
A,Uh most probably you will take a week to rest
B,No I think I am quite used to it already after being
B,Uh after having gone to the States for two instance two times three times
B,Maybe I think I sort of got used to the
A,I think this is one reason why I don't want to go on tour you know
A,You get more tired when you come back home
A,Not only do you waste your money you come back you get tired some more
B,You are going Sentosa
A,Aye uh no rest at all
B,I mean <unclear> word </unclear> where you go on uh
B,I mean for that kind of tours that I go on I get tired because we all
A,Uh I know uh camp camp on on the slope of the hill when it is minus three degrees Celsius
A,Rains in the mid of the night
A,Get my socks all wet
B,That that you go and blame Evelyn okay not I <unclear> word </unclear>
A,Backache boy I rather live in a motel uh and pay for the difference uh
B,You uh and not adventurous at all
A,Uh maybe should go to do some mountain climbing like Bukit Timah uhm hill
B,If you call that a mountain
A,I have not been up there before
B,You haven't
A,I have not uh
A,I still I should take really go there and take a good look
B,Uh I think why don't you become a tourist of Singapore and then tour all the places of interest
A,Take MRT train from Boon Lay all the way to Pasir Ris
A,Maybe I should do some some
B,Aye the Bukit Timuh reserve is quite a nice place in that case
A,I heard lots of mosquitoes too right
B,Don't know
B,But the climb up there is tiring
A,Who is is saying about climbing
A,I can always use the path what
A,Walk your way up
B,It is still up climb <unclear> word </unclear> right
B,We still have to go up
A,You mean you can't drive up there
B,I don't know
B,I think only halfway
A,Is it
B,<unclear> word </unclear> I don't think you can go all the way up just half way
B,And then you have to do the rest by climbing on foot
A,Anyway it is short uh
A,The whole month of June doesn't doesn't sound long you know
B,Please uh you just go out of Singapore to a foreign country
A,Okay uh I will go to Penang uh
B,Well that that that might be good you know
B,Penang is quite a relaxing place also
A,I can go and disturb someone there
B,Who
A,Beng Choon uh
B,Oh he is he is from Penang
A,He is from Penang what
B,How about Robert
A,Robert is from I think Penang also
A,I don't know I am not too sure about Robert
B,Beng Choon looks more a Penang boy
A,Is it
B,I mean not in terms of looks but more
A,Very Hokkien
B,Gentle uh
A,Very Hokkien
B,Gentle and all but Robert is so rough
B,He looks more like uh some
A,Maybe it is the <unclear> word </unclear>
A,I am here <unclear> word </unclear> make it as a tourist guide
B,Actually Penang is not bad
A,Uh uhm
B,I went there the last time en route to when I went to Langkawi
B,Not bad you know
B,It is quite nice
A,I went to Penang once uh uhm quite a number of years ago
A,But I was sleeping then in the van
A,By the time I woke up they left Penang
B,You forever uh uhm in doing such things
B,Go China
B,Why don't you go China
A,China is the last place on earth I wanna go
B,Why
A,So difficult getting a now that so difficult to get a clean toilet uh
A,The mosquitoes not to mention
B,Now we have Singapore going there to do hotels and all I thought
A,Now if I will go back to China have to go down to the to the countryside to visit my relatives uh which means no thank you
A,Now I think
B,You don't tell them you are coming
B,They won't expect you
A,China too far away uh
A,I think I will miss home
B,My goodness I
B,How did you manage when you were away for your studies
A,Well don't want to think about it
B,No I remembered your phone bills was
A,Yes
