speaker,speech
,
A,Oh no
B,I don't know what to say now
B,We've exhausted everything
A,I'm nervous
A,Ya
A,You've had to start since it's after all all your doing
B,Has it started yet
B,It's started already
B,Oh no
A,Well say something
B,We had so much to say
A,Ya
B,We HAD so much to say
A,I think uhm I wonder how sensitive this microphone is
A,Are we speaking too softly do you think
B,I don't know
A,Well speak up then
A,Okay so have you have you figured out how to uhm teach me how to buy pork bones
B,Oh no I forgot all about that
A,Oh you forgot the recipe
A,Uhm
B,Pork bones from Cold Storage
A,Oh really
A,Just buy the pork bones
B,I think so
A,And then what do you do
A,Just dump it in hot just dump it in water and let it boil
B,That's what I would do
A,and then
B,Uhm
A,I mean how do you know it's ready
B,Oh uhm I think it get it becomes frothy
A,Oh then you have to some kind of scummy kind of frost rises to the surface
B,Ya and you'll you'll have to scoop off the scum and throw it out
A,Throw it out
B,and you can put in other ingredients like
A,So as long as it's frothing just scoop off all the froth
B,Yeah
A,and then what happens
A,And then it just keeps boiling and boiling
B,Ya I I'm not sure
B,Maybe I've got to boil it for about two hours
A,And then
B,Uhm
A,and then after you've skinned it all off what you have is pure stock is it
B,I think so
B,Ya ack oh
A,Oh
B,you'll probably add some spices your salt and all that ya
A,Oh okay
A,Did you learn to cook before you were married
B,Oh no I
A,No oh
B,don't think I even knew how to cook an egg
A,Oh so when did you learn
B,Uhm after I got married
B,No my husband is
A,Both of you started to starve
B,Fated to cook
A,Oh
B,No he's a good cook
A,Oh your husband is a good cook
B,Ya he's quite encouraging so he started off uh
B,Started off started me off on some recipes and then
A,Actually it's quite fun you know
A,I mean I do enjoy cooking
B,Ya ya I I love cooking
A,It's just aiyoh
B,Now
A,ya when you get back and you're very tired
B,Uhm
A,It becomes a chore but actually cooking is so fun
B,Ya
B,We used to cook in uhm almost everyday
B,I think maybe except for about two three nights a week
A,Oh
B,Ya before the kid came
A,Oh but now your mother-in-law cooks for you
B,No we just eat at her place once a week
A,Oh that's right
A,You told me you would cook in bulk right
B,Ya
A,Oh
B,Uhm uhm
A,How about baby's food
A,What do you do
B,Oh that's something brand new for us
A,You actually cook you know or or just buy bottle
B,Actually I'm still trying to figure out what's best for her
B,But last weekend we went out shopping and we got a crockpot
A,Oh
B,then we got a food processor
A,Oh
B,so we're going to try new stuff
A,Oh no
B,So that's my my my new interest
B,Cooking baby's food
A,Oh ya I feel like getting a crockpot too
B,Ya I think <unclear> word </unclear>
A,Because I've heard it's ever so easy
B,Uhm
A,You can get a really nutritious meal
B,Ya
A,uhm and have it cooking while you're at the office
B,Ya
A,So
B,That's right
A,Unless you get an electrical fire in the meantime
B,That's not likely
A,So how uhm is this the first time you've started using a crockpot
B,Uhm it will be my first time
B,I haven't used it yet
A,Using the crockpot
B,Ya
A,Uhm
A,Feel like getting one but my kitchen is so small
B,Oh where're you living
A,We're living at Pandan Valley
B,Ya
A,We just moved in a few days before Christmas last year
B,Uhm uhm
A,Ya we like it very much but uhm uhm no actually there are no buts we actually do like it very much
A,I was just
B,Is that your own place
A,Ya we just bought it uhm last year
B,Ya uhm
A,Uhm oh now I know what I was trying to say
A,This thing threw me up and made me really nervous
A,I mean we like it very much but uhm sometimes we feel like we don't get to enjoy it enough because uhm okay we're working the whole day that's fine
B,Ya
A,you know everybody works the whole day
B,Ya
A,But then when we get back very often we have work to do still so we're sort of
B,Uhm
A,Hunched over the Macintosh you know trying to type things out
B,Ya
A,Or you know so
A,Sometimes like the last weekend this weekend that just came and went there was a chance for us to you know sit there and just enjoy being in our own home
B,Ya
A,you know
B,Like cooking
A,Ya like cooking and just looking out the yard looking out the window and the you know the lawn outside
B,Uhm
A,So we really enjoyed that a lot ya
B,Ya
A,But I guess it's not that bad lah to at least like your home a lot
B,Ya
A,Even if you feel like you know
B,Uhm
A,You wish you had more chance to just sit there and enjoy it rather than tearing around all the time trying to get things done
B,Ya
A,Anyway I must tell you about the first time I cooked for my husband before we were married
B,Uhm uhm
A,Okay he was my boy-friend then
B,Ya uh huh
A,And what happened was it was so funny
A,I wanted to impress him and at that time I was in the States you see
B,Uhm
A,So oh
A,Okay I bought cooking
A,I bought this book entitled uhm Chinese cooking A to Z or step-by-step or something you know really simple
