speaker,speech
,
A,Okay we shall start now
A,Talk about
A,Are you going to watch Annie or not
B,No I don't think so
A,Why not
A,Whoa sounds like acting
A,Cannot
B,Hi we are acting now because we are afraid of Brenda
B,I don't feel too well now also
A,Ya okay
A,Whoa you eat so much mustard ah
B,Uhm
B,Is it bad
B,For me
A,I don't know
A,Not really
A,Can cure colds what
A,Supposed to be able to cure some colds
A,Mild ones
A,I think next time you will come with me more often after you've tasted this
A,So far I can't get anybody to walk all the way here to eat with me actually
B,Uhm Uhm
B,Nanten is good
B,Smells good
A,That's right
B,They serve uh very good food here
A,Whoa you broke it
B,Ya
A,Uhm
B,When she goes back
A,Uhm
B,she'll hear a lot of munching sounds from us
A,Yep
A,Ya instead of talking
A,Are you going anywhere or not this year on a trip
B,No broke
A,I'm also not going
B,Uhm
A,Actually I'm supposed to go Tioman
B,Uhm
A,One of the customer asks uh Christine and myself want to accompany her to Tioman or not
B,Uhm uhm
A,But I don't swim uh
A,No point
A,Do you swim
B,No but you can go snorkeling what
A,I don't even know how to snorkel
B,You wear a life-jacket lah <unclear> word </unclear>
B,In fact nice lah
A,Good suggestion hah this one
B,Uhm very good
B,Next time I'll bring you to the restaurant at Sogo
B,They have the Japanese pancakes
A,Is it the one just outside Sogo
B,No it's at Paragon you know
A,Oh you mean that one nah
B,Uhm
A,So far away
B,Uhm <unclear> word </unclear> very nice
A,What is it called
A,You can't remember
A,But there are two restaurants there you know
B,Uhm
A,Japanese restaurant
B,Can't remember the name
A,Uhm
B,They serve um Japanese pancakes
B,You have to cook it yourself
A,Oh something like pizza is it
B,Uhm Have you seen it
A,I saw people outside doing
B,Uhm
A,I thought it's a western meal
A,I didn't know it was Japanese
B,Uhm Thank you <&>  to waitress)
A,Actually quite a lot you know
A,Every time I come always sit near to the bar
B,Why
A,I'll look at them how they do and they give me a lot y'know
A,Maybe I scrutinize them
B,The bar is it
A,Ya sit down there
B,That's a sushi bar
A,Ya I just sit there and then they will do in front of me
B,Uhm
B,Do you like um shashubi
A,Oh I love it
A,You like <unclear> word </unclear>
B,Expensive uh
A,Aiyoh
A,Do you know that one like this uh fifty dollars
B,Uhm
A,just for a few pieces of meat
A,Oh you know <unclear> word </unclear> right
A,She love Japanese food
A,She was the one who introduced me to Japanese food
B,Uhm How is she
A,Uhm She's very busy
B,Uhm uhm
A,I used to talk to her everyday until last week she told me not to call her because she will be not around lah
A,Running around with her books <unclear> word </unclear> book
A,So this week then I start talking to her
B,Uhm
A,Because when she's um she's very busy she tend to be uh very abrupt
B,Uhm
A,so leave her alone nuh
B,Uhm
A,She's quite a nice person uh
B,Uhm
A,Uhm very nice
B,Did she go to the Singapore Aerospace Exhibition
A,No she got rashes in the end she didn't go uh
B,Oh uhm
A,In fact in fact <unclear> word </unclear> thought she quite serious uh but turned out she very fun-loving one you know
B,Uhm
A,Did your brother-in-law like the show Forty-second Street
B,<unclear> word </unclear> like very nice you know
B,How's your mum
A,Her hand nah
B,Uhm
A,Better already
A,Her hand is much better than my leg
A,Now her hand can do more things than my little toe
B,Is your dad still working
A,No in fact my dad is looking to sell his car
B,Uhm why
A,He want to buy another one
B,Oh Cars are very expensive these days
