speaker,speech
,<I>
A,Folks say Hi to Brenda
B,Hi
A,Brenda is from NUS and doing Linguistics right
C,Ya
A,Ya and she's working on a project and so wants to record the uh lesson that I'm going to be giving today
D,Is she observing us or you
A,Uh no she's really not observing so much as just recording and then going back to analyse it right
A,Okay
A,Now what we're going to do today is a exercise in multi-track recording okay and specifically you'll be trying to record this commercial
A,Okay I don't have enough copies
A,Four of you'll have to share
A,Wait Mike
A,Sorry I think you better join the other group 'cos I need two guys in a group
A,Okay pretty tacky commercial right
A,Okay nonetheless we'll this is what we're going to try to do
A,Now this is not an assignment in writing a good commercial or producing a commercial
A,It's an exercise in multi-track production okay and for the purposes of actually putting together some program we're going to put together a commercial okay
A,And the commercial is written with too many things in mind
A,Uh it's a wrong way to write it okay
A,I wanted to have music
A,I wanted to have sound effects of a crowd and a few other things and I wanted to make sure that most of them were girls because we we didn't have enough guys in the class
A,Okay that's not the way to write a commercial
A,Okay you normally identify objectives and write it from there instead of the other way around
A,So this is what we'll be doing uh doing it through multi-track recording okay
A,Now the way that you're familiar with up to now is you combine two elements okay two audio sources on the console you record it onto a tape and then if you need to combine even more you use that tape as a source and combine a new element and then if you need to combine more you take that one and combine another one okay
A,It could work that's a valid way of doing things
A,The problem is if you handed in the tape to me at the very end and I said okay I think this's a good commercial right but I wish the music was louder over here or softer over here there's not much you can do because they've all already been combined
A,You understand what I'm saying
A,Okay
A,With the multi-track method what we'll actually do is we will record each element separately on a different track okay and we'll record each one at peak that means you're not uh fading or doing any any of that stuff yet
A,We'll just going to record all of them at peak and then we'll sit down later on after all the elements have been recorded and we'll do the final mix
A,That's when we all sit down and set all the levels and we we record it onto a two-track tape and then we listen to it and say well okay I think at this point the music needs to be louder or softer
A,At this point the conversation is drowned by uh sorry the dialogue is drowned by the conversation at the background so we need to do something
A,Then you can just do it again and make those adjustments
A,Okay so multi-track uh recordings are more flexible in in that way okay
A,Now all tapes that go for broadcast all final master tapes will be on two tracks okay so you will not actually submit that the multi-track recording uhm as a final program
A,Okay that multi-track recording must be mixed down onto a two-track tape okay
A,Uhm tell Emily that she should be <unclear> word </unclear> in the other room
A,Uh
A,Ah with Mike
A,Okay what I want you to do is take a look at the script and try to identify the elements that they have okay
A,And wait first we have sound effects right
A,Uh which one
A,Okay the uh we take it at a time
A,Conversation
A,Okay anything else
A,What else
A,Okay with more sound effects okay
A,The the can popping okay etceteras
A,Now strictly speaking the can popping and the drink being poured into a glass would be separate sound effects that you would have to combine in making the commercial
A,But to simplify matters I've already combined them for you so that one follows the other then you can use it just like that
A,So for the purposes of this exercise we count it as just one sound effect
A,Uh what else
A,Okay good
A,And then
A,And then we have voices right
A,And we have more than one voice we'll treat each one of them as a separate element
A,So who do we have
A,We have Jenny right
