speaker,speech
,<I>
A,Hello
B,Hi
B,Are you asleep yet
A,Hi
A,Naw
A,Going to
A,A little bit more I would have knocked off
B,Okay
B,Are you
A,I can
B,Is she being recorded now
B,Okay ya you're being recorded already
A,Whoa being recorded uh
A,Okay
B,Ya okay
B,So you have to start telling me all about what you've been doing during your holidays
A,Oh ya I've got to start telling you what I've been doing during this holidays
A,Uh not very many days are there
A,<O> Sighs </O>
B,No you mean when Kim Tok went away uh uh holidays began already what
A,Kim Tok went away on Saturday night
B,Ya ya
B,So they were on holiday already right
A,Oh yes
A,Ya actually they were on holiday
A,So far actually what what did we do to them uh
B,But did he take leave
A,No he didn't
B,Oh I see
A,But what he did was that you know he stayed back in the morning like worked here two hours while I went to do my driving
A,I told you I took my test failed you know
B,Ya that's right that's right
A,So the last week everyday I was out on the road
B,Oh I see I see
B,So you mean you had like intensive training during the
A,Ya I had I had a full four days or five days prior to that lah
B,Oh
A,And then there were no baby-sitters because all the all the Navigators staff girls were in camps in church camps and the Navigators camp and Teen NavTeens camp you know
A,<unclear> word </unclear> camps you know
B,Oh oh ya that's right
A,So I told him please lah just stay back and nuh just keep an eye on the kids and work here
B,Ya that's right ya
A,Actually they're alright you know
B,Ah
A,Just need somebody to keep an eye you see
B,That's right
A,So he worked here and then he went to the office
A,So let's see uh
A,But he took one morning off to bring them to the beach uh to catch crabs uh
B,Oh ya lah that's right
A,Ya
B,So but then before that how did you do your driving
A,Oh I've <unclear> word </unclear> twice a week only you know
B,Oh then how did you do it
B,When uhm
A,Oh <unclear> word </unclear> Benjamin is in school
B,Oh I see I see uh
A,Ya
B,So you had to arrange it lah
A,Ya so I don't have to arrange it because Benjamin goes to school so I timed it such that uh I will come back in time to make lunch for him you see
B,Ya
A,He comes back by twelve
B,So that means the instructor will come and pick you uh
A,No no no I go to the driving school to uh I <unclear> word </unclear> driving from driving school
B,Oh I see and then they'll take you on the course
A,Ah then they take me on the course lah
B,Oh I see
A,Ah then it's a one-hour forty minutes deal
B,Uhm
A,So hundred minutes so I'll take a bus to the driving school that's about twenty twenty-five minutes and then uh
B,Where is that
A,Bukit Batok you know near Julie's house
B,Oh so it's alright lah ya
A,Very near
B,Uhm uhm
A,So I'll come back
A,By the time when I come back it's time to get lunch ready and then Benjamin will be home lah
A,That is the reason
B,Oh I see but it it costs a lot nuh
A,Huh
A,Cost a lot uh
B,Does it
B,Ya I'm sure
