speaker,speech
,
X,
A,Mr Chairman Sir
A,In Singapore we do not really know the extent of the population that have disabilities
A,Using an estimate of three point eight percent used by Asian countries such as Hong Kong and Japan there are about ninety seven thousand disabled people in Singapore
A,The services for disabled people provided by the voluntary welfare organizations cater only for about eight thousand disabled people
A,The question is are we doing enough
A,There are four areas which I would like to touch on
A,Firstly a national registry of disabled persons
A,Despite the shortcomings of the previous central registry of disabled persons I believe that the ministry should set up a national registry of disabled persons
A,For this registry to succeed the referral process must be made simple and the referral sources identified
A,Sources of referrals should include hospitals school health services maternal and child health clinics polyclinics and schools
A,Without a proper database it will be difficult to project manpower needs and plan for infra-structural needs
A,By making the referral process easy and by increasing public awareness of the registry the government will be able to get a better approximation of the incidence of disabled persons and the different disabilities involved
A,This will be extremely useful for future planning
A,Secondly educational and training programs
A,Currently there are insufficient special schools
A,The vocational training in sheltered workshop programs are limited and there's a shortage of trained staff
A,What plans do the ministry have in overcoming these shortcomings
A,Thirdly national coordinating centre for the disabled
A,The ministry should work with the Singapore Council of Social Services in setting up a coordinating centre for the disabled which will employ full-time staff
A,The centre will maintain the registry coordinate the activities of all government and voluntary associations providing for the disabled and plan for future infra-structural needs
A,Lastly activities of daily living
A,To facilitate the disabled in their integration
A,I'm heartened that in many places the buildings have been designed to cater for the needs of those who are disabled
A,We can do more for example MCD should coordinate with the HDB to help disabled persons who apply for HDB flats to obtain flats that are at that
A,To obtain flats that are at the ground floor or at the same level as the lift
A,We must do more for fellow Singaporeans who are disabled
A,What plans do the ministry have in facilitating the disabled in their activities of daily living
A,Sir I would like to know the minister's views in these areas
B,Mr Yeo
C,Thank you Mr Speaker Sir
C,Sir both Mr Abdullah Tarmugi and uh Dr Michael Lim have raised questions on the disabled
C,Sir the government's policy towards the uh disabled is to help them to live independently so as in order
C,sorry is to enable them to live independently as far as it's compatible with their capabilities
C,This would enable them to look after themselves as to lessen the burden on the family
C,Sir the uh House should recall that in nineteen eighty eight an advisory council on the disabled was formed to recommend uh ways to help the disabled and to help them to integrate into society
C,The council's recommendations covered a wide spectrum of issues affecting the disabled such as prevention of disability special education accessibility and transportation social services and institutional care
C,Sir twenty six of the recommendations were adopted by the government for for implementation and these are now in the various stages of implementation
C,And would be of great help to disabled to the uh disabled
C,Sir historically the voluntary sector has been in the forefront of provision of services for the disabled
C,They have done extremely well and should be con should be encouraged to continue to do so
C,We will assist them as far as possible to provide improved and expanded ah programs
C,Now through the concerted efforts of both government and the VWOs a wide range of services and facilities have already been implemented
C,This include special education vocational training and rehabilitation vocational assessment and job placement production at sheltered workshops day-care hostels and residential care
C,Mr Tarmugi has asked in terms of what are we providing to the uh to the disabled
C,Sir we've set aside about twenty two million dollars as capital grants for the further development and upgrading of facilities for the disabled for the period nineteen ninety to nineteen ninety four
C,Twenty two million dollars over the over the five years
C,And we will also support these VWOs in their recurrent expenditures as such funding would amount to forty seven million dollars over the next three years
C,Sir we would be helping the VWOs to establish two more residential homes for the disabled one production workshop one sheltered workshop two day-activities centres one hostel and two multi-service centres
C,Some of these are already in the process of development
C,Sir in terms of the uh special education
C,For example they are already currently thirteen special education schools with enrolment of about two thousand five hundred children
