speaker,speech
,<I>
A,<unclear> word </unclear> nobody's picking up
B,Hello
A,Hello may I speak to Yee Ling please
B,Hold on please
A,Oh dear
A,Do you think maybe she's still asleep
C,Hello
A,Hello Yee Ling
C,Oh hi
A,Hi
A,Brenda says she just saw Lionel around
C,Uh huh
A,Nothing lah so you know he's back
A,Call up the man
C,Oh I know he's back
C,I'm not going to call
A,Uhm anyway are you in a rush
C,Sorry
A,Are you in a rush
C,Uhm sort of
A,Oh no you're going down to school now
C,Uh well I've got to prepare myself first and then got to walk out to do some zapping for them
A,Oh I see
A,What are they doing now actually
A,Exams are over you've finished marking
C,Ya uh
A,Uh
C,They are having a ball of a time
A,Uh huh
A,And you are zapping what for them
C,Grammar notes so they can like because they are not in a mood to go through a grammar lesson now
C,So I'm going to give them handouts instead
A,Oh I see
C,Ya
A,Uhm and you haven't managed to find a relief teacher for them yet
C,Oh no
A,Well
C,Did you
A,Calvin says no
C,Uhm uhm
A,He signed up for the Research Scholarship
C,Uh huh
A,And uh he says that most of his honours friends he can't really can't say anything for them in in August and July
C,Uh huh
A,Uh huh ya
C,I see
A,Uhm uhm
C,Well uhm but the permanent teacher and the principal hasn't mentioned anything to me you see
A,Uhm uhm
C,So it's like kind of thick skin if I were to ask them
A,Uhm
A,Actually I met Sim Lyn the other day
C,Uh huh
A,Uhm I was down at MPH and she was with Mike and she was buying a wedding card
C,Uh
A,Have you seen her recently
C,No
A,Do you know that she's cut her hair really short
C,That's what she's been telling me
C,That by the time I see her I think it wouldn't be that short any more
A,Uh huh
A,And she was saying that Mike doesn't like it that much and prefers <unclear> word </unclear>
C,Really
A,He or rather no what she actually said was Oh uhm ya he he says he can't really get used to it
A,And she said something to the effect of people prefer the previous length
A,So by inference I took it that he didn't like it that much
C,Oh I thought he liked it and I thought she said he liked it
C,I can't remember
A,Uhm anyway it's very very fresh-looking but
C,Very
A,I don't know I still liked her with even-length hair
C,See when I asked her she said she looked like Su
A,Ya that's about <unclear> word </unclear> you know
C,Uh huh
A,Ya
C,So that was when I really imagined it off the ears
A,Uhm uhm uhm
C,Oh did you know that I cut mine
A,You mean since I saw you at at the SSO
C,Uh huh and I told you I was going to cut it
A,Oh gosh so you cut it <unclear> word </unclear>
C,Uh huh it's the shortest I've ever had
A,Oh no
A,Is it layered or is it even-length
C,Uhm it's well I'm trying to keep it all over again so it's it's levelled up to half my chin length and then it's a gradual slope down
A,Oh I see
C,Half my chin length
C,Uhm well it's you know what that means right
A,I think I know what that means
A,Uhm uhm
C,Uh
A,Uhm Oh dear
C,Aye
C,It happened a mixed bag of reactions
C,The the those who need it ones after the cut uh came from those who liked it then after a while those who kept quiet are usually those who liked long hair and the boys
A,Oh I see
A,Your students
C,Uhm uhm
A,Uhm uhm
C,The girls oh so nice cut and the boys switched off and cut your hair uh
