speaker,speech
,
A,Welcome to the programme Mister David Marshall
B,Thank you
A,May I sort of begin our conversation by drawing on one of the uhm the comments that you made in the short video clip uh just at that before it concluded
A,Have the years indeed mellowed you
B,Well the fire in the belly is embers now but it can always be fan to flame by injustice
B,I have a deep emotional desire for human justice
B,Uh a deep feeling for respect for my fellow human beings
B,That has not altered
B,My capacity to seek to develop these ideas into a practical improvement of conditions of course is very much less and with age a few windows closed
A,You have held some very strong views of what you feel Singapore and Singaporean should be and the if I may uh take the liberty of quoting an interview from an interview you had in nineteen eighty-eight
A,Uhm you said and if I may quote you Mister Marshall we have not come of age
A,We are adolescents
A,We have ability but no grace
A,We exaggerate our importance and forget that we are no more than a pinpoint on the globe
A,We have a long way to go and I heard that we go that road in humility
A,I think these are sentiments <unclear> word </unclear>
A,What drove you to express those opinions in nineteen eighty-eight
B,Well the the realities of the situation then
B,I was seeking to tell our people look this is how it is today but because there are defects this is how it can be improved
B,Whether I was right or wrong is irrelevant
B,I was honest about it
B,And let's be fair in the last eight years I think we've taken a giant step
B,I was until Thursday I was Dean of the Commonwealth Ambassadors in Paris and there were every month we had lunch and I meet about twenty-three twenty-four ambassadors most of them from the third world and the respect for Singapore was a joy a real joy
B,So we're no longer an uh irrelevant pinpoint
B,We are a very relevant a global city
B,That's a long way to go As for graciousness in my embassy I get officers constantly changing
B,And my impression is that the officers who have come to Paris recently are far more sophisticated with a a growing sense of the graciousness of living Uh my minister Wong Kan Seng gave me a dinner to farewell me
B,He and his Misses Wong Brigadier-General Yeo and his wife heads of government depart all the departments of the foreign office and a beautiful silver <unclear> word </unclear> to farewell me ten years ago eight years ago
B,That would not have happened spending public money on a function that produced no money
B,But he understood the meaning uh and the worth the worthwhileness of a gracious act
B,That's important
A,Yes yes
A,But but sorry for interrupting but would this be applicable generally to all Singaporeans I mean we still see a lot of grabbing out
A,We still see many manifestations of self-interest and surely that is that goes against the uh the the perception of gracious to be honest
B,Uh not self-interest
B,Self-interest is part of human nature
B,You know Mao Zi Tong tried to change it and failed
B,No no no let let's get our picture right
B,Yes we are the new ridge okay
B,Uh yes we haven't got the sophistication fully yet
B,But we are getting there
B,Our people are a very decent people and a very reasonable people and frankly I'm delighted to be born in Singapore
B,I like them they've been wonderful to me
B,So when you talk of graciousness yes there's a lot of uh scrabbling for money
A,Yes
B,It's it's a I think it's the fault of the government
B,They keep insisting on merit and and and uh uhm merit is uh expressed in uh the medals in my chest and the money in my bank account
B,But uh let's be fair again you know
B,The other night Community Chest Centre I had Goh Chok Tong speak of compassion and solidarity
B,We're coming along I mean George Yeo last week was it uh he put forward uh uh a very heroic plan for uh development for cultural activity of our people
B,So I see these glimmers uh of our understanding that now we have filled the rice bowl we must move on to the quality of living beyond our physical needs
B,And frankly as I see our people they enjoy they like they appreciate and they accept uh tendencies to greater respect for the human individual for the graces of living for the grace of human relations
B,I'm I'm I'm not uh I'm not pessimistic I'm much more optimistic today than I was eight years ago
A,Wouldn't there be any pitfalls that we have got to be worried about
B,There are two challenges
B,One is racial harmony and look I I'm a critic of the P A P but in fairness they have done a wonderful job of softening antagonisms of fair play for all communities and so long as this tradition lasts of respect for minority groups and there is respect for minor then we're alright
B,There is an emphasis too great an emphasis but then maybe I'm unSingaporean in this on money values For me you know I say after eighty-five years of living I believe that human relations are far far more satisfying than the money in my bank and the medals on my chest and there I have them
A,Yes
A,I'm afraid we got to go for a short break now Mister Marshall but before we go I will just like to uh leave you with a thought that in view of the present stage of development of Singapore we are subject to more open influences and one of those uh influences that are now prevade that is now prevading the world is this question of human rights and human freedom individual freedom
A,But uh we'll take a break now and we'll come back and take up this question
A,Don't go away now we'll be back to discuss and continue with this conversation
B,That's a global question
A,Welcome back
