speaker,speech
,
A,Mr Speaker Sir
A,Mr Speaker Sir
A,Allow me to express my appreciation for this opportunity to participate in this debate
A,Sir I have uh noticed of late nearly all the ministers if not some of the members of parliament have been lamenting that there is a trend in Singapore for the people to make use of the reserves
A,Now I do not know where they get this feedback other than the fact that polls have been carried out and seems to give the impression that some Singaporeans are going for more use of the reserve
A,I think the question here is what sort of question or rather questionnaires were in fact put to the voters or to the uh resident of Singapore regarding the use of reserves
A,Now if the question is simple one to say
A,would you want to make use of the reserve to improve your living
A,I'm afraid the answer would be a yes simply yes But I think it is important here to draw a distinction between you know budgetary surpluses and all the surpluses accumulate by the statutory bodies over the years and the question should be rightly asked:
A,do you think the government should put all the surpluses in reserves and not just would you want to make use of reserve to improve your standard of living
A,I think if the question had been put differently you would get a different set of answer
A,Now there are from the poll it is quite that majority of Singaporean believe that Singapore should have more reserves that government should put aside as reserve for rainy days I suppose
A,The question here is it is not whether the reserve should be spent
A,I think the question here is what is the limit that the government should put aside our surpluses as reserves Now what is the limit
A,Now if that is the limit
A,is not defined
A,there'll be no end to the whole thing
A,Every time you clamor for more subsidies you are being accused of utilising the reserves
A,But where where where do you stand
A,Do do we say we keep on accumulate massive reserves at the same time neglected certain area where we need to have more subsidies
A,Example will be like education housing and health
A,Now why is the government grudged that more subsidies be given in the field of education
A,For the simple reason is now with more and more schools being converted to independent schools you are confining to only twenty five percent of them having would be able to get scholarships
A,Now what about the other seventy five percent of the students
A,Are we assuming that all students that can manage to the independent schools are from well-off family
A,I I I thought statistics have already been given that most of them are from housing board estates
A,that would be a clear indication that they are either from the middle or lower income group
A,And also it has been established or it is accepted fact that the only resource we have in Singapore is the human resource
A,Now why is the government not considering subsidising more for education
A,We are so bogged down with the fear of our national reserve being used
A,We have in fact lost the true meaning of what is the question of uh reserve being utilised
A,and what is the question of uh you know more subsidies in certain field which is consider as investment
A,The government should when come to question of subsidies or reserves consider how much we should accumulate as reserves
A,Not just you know keep on accumulating massive surpluses like ROV
A,we have uh more than uh one point seven billion and the HDB six hundred over billion million dollars and all the rest
A,Now with with a new introduction of uh levies of three thousand uh foreign workers and sixty nine thousand of the maids
A,the government is going to collect over a billion dollars every year for levies alone
A,Now why are we you know every time when there is a clamor for subsidies for an essential investment we are grudging to say that we are eating into our reserves
A,"Even if it it so, so be it"
A,It must be when we come to the field of education more people should be subsidised
A,we are not not all the Singaporeans who send their children to school are like all of us here who can afford it
A,Not forgetting Sir if I may repeat again
A,here we have seven hundred fifty thousand people earning only eight hundred dollars a month and then we have four hundred fifty thousand people earning only one thousand dollars a month
A,Now do you blame these people asking for more money to subsidise their children in school
A,It is out of necessity rather than with the intention to squander away the government reserves
A,We must do more for these people when these class of people clamor for subsidies they should have our support because it is a genuine case for want of support
A,It is not a case of squandering away our reserves for consumption purposes
A,which of course I would even object
A,I am not one for welfarism but I am one that our people should be subsidised in the field of education in the field of housing
A,I'm quite sure the government has got all the feedback
A,These are the two fields that the government ought to look into
A,The last election is a clear indication Singaporeans felt that with the increasing fees and costs in education and health have burdened them unnecessarily to the extent that it may be you know financially unable to cope with the situation
A,and uh I can give an exact example like it is like a millionaire making a will
A,A millionaire making a will to the children
A,but in the will it's said that the children can only make use of the money when they reach the age of twenty one
A,but in the meantime they could hardly subsist
A,They could not even live now but the will said no
A,You can't make use of the money until you reach an age of twenty one
A,Now why can't we use more of this money for the benefit of the people in the field of education
A,Sir the next point Sir I would move to <unclear> word </unclear> the question of the HDB upgrading Sir
A,"Sir, the problem with you people is this you know you don't take"
A,you can't criticism from us
A,When I brought up the matter I merely explained the plight of a number of people
A,Just I mentioned the fact that the plight of the retirees and the plight of those low income group has got no money for the upgrading
A,With that your reply is that well you are against upgrading
A,but any way it is not for my decision
A,and luckily Sir the money don't belong to any one of you here
A,It is the people money and if the people want upgrading you have to give it to them
A,This is what a democratic society is all about
A,Sir so my question here is uh before you call for vote in respect of housing board upgrading your flats will be improved and what would be the improvement
A,And then whether whether it would be spread over a period of time
A,and whether in the long run you will have to there'll be no in increase in the uh contribution of only ten percent
A,why not
A,Now it would appear that this' another pilot project just like uh the you know kindergarten
A,it's always pilot project
A,You know you use the term pilot project so that you can back back out any time you want
A,Wonderful word to use this pilot project and you know
B,Speaker Sir one note of clarification
B,Will you allow me to question him on
C,Mr Ling you allow
A,Sir when the debate comes on the uh you know Ministry of uh HDB
A,here a lot of time to explain Sir
A,He'll have a lot of time to explain then Sir
B,Mr Speaker he's moved uh cut under my head
A,Mr Speaker Sir
A,Now Now Mr Speaker Sir
A,I I watched the television last night on a newsreel where they they draw a comparison between the private housing estate to <unclear> word </unclear> upgrading and that of HDB
A,Sir I I think it's a very wrong comparison
A,It has no relevance at all
A,Sir you must always bear in mind one one factor
A,When a developer bought over old flats they have it upgraded with profit in mind
A,It is for sale so it is very different from HDB flats
A,For all for all you know you can't sell to anybody you want to sell
A,Yes that person must be qualified in the first place
A,You know the person must be qualified in the first place
A,and firstly yes but you cannot sell to anybody you want
A,You have problem to
B,Mr Speaker a point of clarification
B,I think he he must give me a chance to clarify otherwise he make a fool of himself
A,Sir Sir I I won't Sir
A,Because even at the last debate I was not given a chance even to to reply so why should I give him a chance to reply now Sir
A,I'm not going to give him a chance to reply
C,Hey you continue then
A,Yes Sir
A,Sir the the private sector they upgrade they sell to the people
A,Sir in in the in the case of HDB flat dwell uh dwellers Sir the tenants there Sir
A,most of them would be stuck there for good because they would be stuck there for good simply because of this
A,Sir because if they sell they will not be most of them will not be able to buy another one because the prices keep going up
A,So it would be beyond the ability of most of the HDB flats to buy that Sir
A,But you'll be happier I've to stay in the open air
A,After you stay in open air you know is the is the community uh the develop uh department willing to help these people
A,Sir the the next point Sir I I won't want to dwell on this Sir uh
A,so the next point would be Sir Sir if I remember correctly Sir uh
A,some time back before the introduction of the tax for PS uh that telephone bill Sir
A,The government had wanted to give the first number of call free and subsequent to that they will impose a you know for every call they will impose a a a charge on that
A,Later on I believe a compromise came about
A,On the total bill the government impose a tax on the bill Sir
A,Now with the introduction of the time-based system Sir I'm wondering why is the tax is still there Sir
