speaker,speech
,
A,So what did you do yesterday
B,Well I went for a swim and I made a pizza
A,At home
B,Yes then where
A,Where else you mean
B,Yes where else
A,I thought you were supposed to bring your parents out for din for lunch
B,Yes but my mother was very tired so my dad came swimming with me
A,Where did you swim
B,Oh that <unclear> word </unclear> private private pool
B,What's the tape record be the microphone I can't see it
A,It's here this is the microphone
B,Oh
A,Something wrong with your eyes
A,Anyway so uhm are you ready for today's meeting
B,Today's meeting
B,No I'm not ready at all
A,Why don't you go straight from lunch
B,I'm not psychologically prepared
A,Why don't you go straight from lunch because it's
B,You mean why don't we go straight from lunch
A,Yes
B,Because I have a lunch appointment
A,No then why don't we go direct because it's at two thirty and we've got to check the rooms everything
A,The room's uhm tidied up and everything else
B,That's a good point but I need to tidy myself up
A,No
B,That's not a good point
A,Who is this Chris guy that's asking us to do this
B,Oh this Chris guy
B,It's well we won't talk about him in the microphone
A,Research ah
A,Assistant
B,Yah research research guy
B,He's doing his Masters and uh we better not talk about him
A,So what else is new
A,Are you taking leave tomorrow
B,Uh I might I I wanted to feel the effect of the half day leave on Saturday
A,So you applied already
B,Yes I have
A,Ah okay
B,It has been approved
A,So why don't you go ahead
B,I might
A,Otherwise you will regret it
B,Which canteen uh do you like best of all this
A,Oh no what a horrible question
B,Okay let's change the subject
A,Okay
B,Have you read the papers today
A,No
A,What's new
B,No I haven't read it
B,No but uhm did you about the letter in the forum
B,Did you read the letter in the forum about the pass with merit and
A,A lot objections ah
B,Ya
B,Did you did you read it
A,No
A,I just read that they were not informed and they were not happy about not being informed
B,No no no this letter in the forum page
A,Okay
B,And this guy got's a valid very valid point that what's the point of having pass with merit
B,It should be a finer distinction like distinction and then ordinary pass that's all
B,Because they don't know what pass with merit means at all
B,How can you say
A,It's not been classified right properly
B,Ya
A,It's not been properly told
B,It's not well thought of
B,Uh that whole scheme
A,No and they implement it without actually you know uh
B,Any publicity
A,Informing anybody about it right
A,So even the future the potential employers ah will not even know what
B,What it means
A,What difference it makes if I employ
B,It's just suddenly implemented
A,Yes
B,In fact students here somebody from uhm a parent call me up and and ask me uh can they start applying for Honours immediately since the daughter got pass with merit
A,Oh
B,Then I said no it does not mean automatic
B,Uh automatic entry you see
A,Ya
B,So they're very proud of their children getting pass with merit
A,Shouldn't they <unclear> word </unclear>
A,Oh poor disillusion people
B,Yes we have about five six minutes to go
A,Let's give him ten minutes
A,After all we're not being paid
B,Yes we're not being paid
A,What do you think cheap labour or what
A,Free labour
A,Not even cheap
A,So yesterday she came you know the History of University writer
B,Ya I know
A,She spent some time
B,Ya
B,Ask Sally that after the recording
A,What the latest on that
A,So she can do interviews ah
B,So how are your kids
A,Oh fine as ever I'm glad to say
B,Is Nichole better now
A,No no she has
A,Thank you </I>
A,25 May 1992 </X>
C,How did you spend your weekend
D,Oh uh I went for a friend's wedding Saturday and that one took up the whole afternoon
C,Whose wedding
C,Is it Robin's wedding
D,No no no I didn't go for Robin's wedding
D,I had another friend's wedding from my church uh
C,Did Robin invited you
D,Ya I had an invitation card but happened that there are two weddings
D,So I only had to attend one and some more
C,Where is the wedding
C,Where is the place
D,Uh place is at near Serangoon Serangoon area
D,The People's Bible church
C,Is it somewhere near the New World
C,The former New World
D,No no no
D,It's at uh Upper Serangoon near the Upper Paya Lebar Upper Serangoon junction
D,So did you go to <unclear> word </unclear>
C,<unclear> word </unclear>
C,No Robin did not invite me
D,Oh I see
C,Did he invite all the branch people
D,No I'm not so sure who he invited
C,I think he should lah
D,Uhm
C,Because usually for wedding for church wedding usually the person can invite many people
D,Oh you mean the whole company uh
C,It's unlike the wedding dinner which you have to pay more
D,Oh but sometimes
C,It's because they
D,They also have a quota because they church cannot accommodate so many people
D,Your relatives and your church friends
D,Your church your church friends will take up maybe hundred over
C,But if the church is big enough it can include many people
D,No lah normally the uh church size is about a big a big one could be
C,A hundred hundred
D,Can can can take a thousand
D,Can take two thousand
D,But usually church capacity about five hundred three hundred to five hundred
D,So how was your weekend
D,Did you go jogging
C,Oh you didn't know
C,Ya I went jogging
D,Suppose to train up for your IPPT right
C,Yes
D,So where did you go to jog
C,The usual place
C,The stadium near my house
D,Farrer Park
C,Ya the Farrer Park stadium
D,Oh
D,So uh uh that time you're mentioning that was on the June June sixth
C,Yes you can remember uh
D,Yes important date what
D,So are you confident
C,Not too confident
C,Nowadays there are quite many people having flu right
D,Flu uh
C,Yes hopefully I won't get sick uh otherwise my
D,Ya
C,Training will be interrupted
C,So do you still jog in MacRitchie nowadays
D,MacRitchie about once a fortnight
D,But last week I didn't go
D,Once a fortnight lah
C,What are you going to do tomorrow
C,Tomorrow evening
D,Tomorrow evening
D,Tomorrow evening there's a talk at the Singapore Indoor Stadium so
C,Are you attending the basketball tournament
D,Uhm I think cannot lah
D,Not enough time because uh the basketball tournament will end at seven thirty
C,So definitely you're going for the talk
D,Anyway
D,Huh
C,Most probably we'll be we are going for the talk
D,Most probably uh but I hope that I can go with some friends
D,Uh will you like to come along
C,I don't think so
D,Why
C,I think there's topics uh
C,Uh I'm not too interested in
D,Oh I thought it's quite
C,<unclear> word </unclear> more interested in the theory which
D,Oh I thought the topics are quite interesting uh
C,I don't think I like to spend too too much time on that
D,Oh maybe'll give you some good guidelines as to how to look for your life partner
C,I don't I don't need that
D,Are you a member of the SDU
C,I thought I have replied you about this question
D,Oh okay lah so
C,I thought you know the answer
C,Are you so forgetful
D,Uhm
C,Will you be applying to Singles Development Unit <&>  SDU)
C,Or have you applied
D,Uhm I have a friend who keep asking me to apply uh because
C,Who is he
D,Huh
C,Who is he
D,Uh uh one one of my former campus friend
D,Uh because he want he is quite interested to join some of the activities but he wanted some company so
C,So have you applied
D,Not yet lah
D,It is <unclear> word </unclear>
C,It is very near
C,You can <unclear> word </unclear> the place that you can get the application form is very near this place uh
D,Uh huh
C,It is just in Treasury Building
D,Ya
D,I may just apply ah next next month
C,This month
C,Why can't can't you apply tomorrow
D,Uh no these few days uh
C,You can just a walk uh during lunch time
C,You can you can just take a walk during lunch time
D,Maybe can uh but these few days very busy
C,What are you busy on
D,Huh
D,Planning for my vacation in June
C,When are you leaving for your vacation
D,Uhm now on the I'll be leaving on the thirteen June
C,On the thirteen
D,Uhm
C,So you'll be dropping in Hong Kong first
D,Yes about five days
C,So did you manage to find any company
D,Uh I'll be going with my brother for five days
C,In Hong Kong
D,Yes
C,Then you join your friend in USA
D,Uh then my friend will my brother will come back and
D,I'll join my friend in the States for another two weeks
C,Two weeks
D,So maybe I think I will apply after I come back
C,<O> laughs </O>
D,Ya
C,You can apply now because they take some time to process the application
D,Ya so that means when I come back I can start applying for the activities
D,So how about you
D,Do you have any holiday plans
C,I don't have any fixed plan yet
C,If we <unclear> word </unclear> we go Malaysia for a short tour
D,Oh where where do you plan to go
C,Maybe Langkawi maybe Fraser Hill I've not really planned
D,For a short holiday uh
C,Yes
D,Around which period
C,In June
D,June uh
C,In June before my next term start
D,Uhm how many more days leave do you have
C,Last year I still have about thirteen days more
D,Thirteen
D,Still quite quite a lot more
C,How about you
C,How many how many more days do you have for last year
D,Last year last year I still have about I think sixteen and a half days
C,That is a lot
D,But I'll probably use all of them up for this trip
C,You might but what about this year leave
C,I don't think you might you have to touch some of this year leave
D,Yes I'll have to touch about two two three days uh of this year's leave
C,Which part of USA are you going to
D,Uh I'll be going to San Francisco then
C,Are you joining the group tour
D,No I just move around with my friend
C,What about Hong Kong
C,Are you joining the group tour
D,Hong Kong no I am not also
C,So have you planned where to go
C,I mean specifically where you tour around in Hong Kong
D,Roughly lah I got some advice from my friend
D,They pass me some guide books to take a look
C,Why don't you join the tour group
D,Uhm tour group may be possible lah but then we're thinking the dates may be a bit of a problem
C,Yes
D,And also a number of days we want to be there
D,So
C,Which group
D,And I am and also the air ticket we are using our own air tickets so if we join them
C,But you can go with that then you get a tour group
D,<unclear> word </unclear> Ah yes this is possible but the the the timing must be right uh
C,I believe you will be going to Shen Zhen also right
D,Ah yes
D,So we are thinking if we have some relatives there
D,So if we can we go there and see whether there are any tour groups like one day tour to Shen Zhen
C,One day tour to Sen Zhen
D,Uh so we can join them lah
C,Yes I believe so
D,So we go there and look for the tour agent
C,Now it is very popular
