speaker,speech
,<I>
A,You know what he was doing the pragmatics
B,Do you remember or not
A,I can't remember
B,I know we did one we did one but I only remember <unclear> word </unclear>
A,Socio sociolinguistics
A,Last year
B,Sociolinguistics I didn't do that what
B,I know what we did was for pragmatics
B,We did one remember
B,It was you were supposed to record down a conversation and you are supposed to do the Grician <unclear> word </unclear> principle
B,You supposed to apply Grician principle to it
B,Can you remember that or not
A,Don't remember
B,The declarative whatever whatever and then they had the other one was the weak forms
B,You get somebody to read out the thing and then you get the weak forms
A,Oh ya ya ya ya
A,That is true
A,Aye someone very cute
A,Look
A,The thing lor
A,It is very cute the poster
B,That one reminds me of Elaine's Elaine's file
A,Elaine what
B,Elaine what is her name
A,Edward si warna <unclear> word </unclear>
A,That <unclear> word </unclear>
A,The long haired girl
B,Elaine as in Ivan Elaine Ong
A,Oh okay
A,But the one she had is not of a cat isn't it
A,It is not on cats isn't it
A,It is on dogs
B,I know there is one where they were saying the wollen <unclear> word </unclear> kept touching the nose molesting the dog
B,There is one with the nose one very cute
A,Is it
A,Wait he reminds me after the after getting the the file cover right
A,I wanted to put post cards you know of the dog and cats in it
A,Then I can't bear to lah
B,Why
A,Because once you once you stick them down to the file right then when you want to remove it next time like if you want to throw away the file and you spoil the post card you see
B,Don't stick ya
A,Then
B,Blue tac
A,Really ah
B,I think so I mean that is what a lot of people do
A,Ya ya because the last file I had I had this Saint Bernard <unclear> word </unclear>
B,Was that the
A,Saint Bernard's
A,Ya the one that I was trying to tear out later
A,Anyway the whole thing was spoilt so I had to throw the whole away
B,Aiyah so sad
A,Ya lah so sad because all my cats were there and my dogs
B,What did you do
B,You stick with double sided tape ah
A,Ya I couldn't tear out after that
A,It was so it was really stuck there
B,Poor thing
B,That means all the ones you throw away all the post cards you throw away ah
A,Ya ya
B,Aiyah aye so poor thing
A,No lah I only had two nice ones
A,One was a the black and white picture of the cat and one that was very nice the Saint Bernard that one
B,But my file lei
A,Why
B,That day Elaine tried to put for me
B,Then it you know because the cover right it covers up to a certain extent and then it covers the the button because mine has got a press stud
A,Ya
B,So you cannot cannot close the file if you put the cover on top because the cover will cover over the press stud
A,Ya but why don't you do it at the at the bottom lor
B,Only for the bottom then you might as well just laminate it right
B,That means just the bottom
B,I mean just the back of the file only has one
A,Oh I see what you mean
B,You know because the thing has a flap right so when it covers the thing it there is a press stud right
A,Oh you are talking about put putting post cards or pictures there is it
B,My file can't at all because of the weird shape of the file
A,Can nah because you see you have uhm right is a file then you fold it down right
B,Ya ya
A,Then you can you can still this space here what for your pictures
B,That is where my Garfield and V C F sticker is lor
A,Oh that that means you can't put anymore lah
B,Ya
A,What what about at the back
B,At the back nice
A,Empty
A,Fine
B,Because you see I if I put it at the back I need to cover it so I will it will get very dirty
A,Oh so you oh now you have only laminated your front is it
B,I never even laminated the front
B,What I did I just put a sticker and sticker are naturally laminated already
B,I had the one with Garfield and the green coloured ode the one that Linda was saying
