speaker,speech
,
X,
A,Mr Chiam
B,Thank you Sir for allowing me to speak
B,Sir I'm heartened to hear that the recruitment of teachers have improved uh to over a thousand last year
B,But the Minister uh perhaps could also enlighten us as to the attrition rate or the drop out rate of teachers from the from their jobs
B,Now I'm always concerned in fact every year I bring up this subject of shortage of teachers in our secondary and primary schools
B,Uh when there are not enough teachers to go around the teacher-student ratio will naturally be low
B,How I complain of this many times in this House of the class size in nearly all government and government-aided schools
B,Uh these class size are too large when they are between forty to forty three and uh pupils in such a class uh can never get effective teaching in particular in these days when the work load imposed on our school children is so heavy
B,The teachers are given very wide syllabus to cover and they have to go very quickly through them and of course the average uh pupils uh would find it very difficult to cope up
B,Uh they then they do not do so well in their examinations and their parents get very worried
B,Working mothers are left in a dilemma whether to continue working or to stay at home stop work and help their children out in their studies
B,In the past uh normally only those who can afford will employ private tutors to coach their children
B,but in these days when academic qualifications are so important to get good jobs even those parents who really cannot afford to have uh tutors uh tighten their belts make sacrifices and save money to employ tutors to help out their children in their studies
B,So of course this will cause uh greater financial burden on these parents
B,Now and the government wants to encourage learning of mother tongues in our schools that is something which I support
B,Now but the teaching of the standard of teaching of mother tongue have been dropping in our schools
B,Why
B,Because there is an acute shortage of teachers and they are too many pupils in the class
B,uh the shortage of teachers is a very basic fundamental flaw in our schools
B,Uh the government says that it's trying hard to solve this uh problem
B,uh in fact I think the government has no choice
B,The government should uh sort sort this very uh basic fundamental basic uh educational uh problem
B,Otherwise all the talk about Edusave and the full day schools will be of little use
B,Now last year the Institute of Edu uh last year the Minister said that the Institute of Education is not producing enough teachers
B,uh well I know the Minister is doing everything it can but I hope this will not be seen as an excuse
B,Thank you
A,Mr Low
A,You you wanted to speak
A,No
C,It's under uh Head L right
C,No just now I want to seek some clarification from the Minister
A,Yes you want to seek your clarification
C,Uh what is the turnover uh rate of teachers in the uh uh of our of the Ministry of Education
A,Dr Tan
D,Sir just want to seek a clarification from the Senior Minister of State
D,I know there is this policy of not accepting graduates who do not have two teaching subjects as uh teachers
D,I was wondering whether the Ministry has would like to review this policy because there are I'm sure
D,there are some uh graduates who may not have two teaching subjects for example a graduate in nus history and politics
D,Would they consider would the Ministry consider accepting such uh graduates as teachers
D,Thank you
A,Dr Tay
E,Sir uh turn first to the point made by uh Mr Chiam
E,Uh I've already spoken quite uh extensively about the uh recruitment of teachers to try to meet the shortage situation so I will not repeat myself
E,Uhm his point about class size uh is something that he brings up almost every year uh predictably
E,Mr Chiam has the opinion that uh to have good education you must keep your class sizes small the smaller the better
E,Uh I don't know where he has obtained this uh information from
E,I suspect he has obtained it from his western contacts because it is true in uh UK United States they uh one of the key points that had been made by many people is they must keep class sizes small the smaller the better twenty five twenty per class
E,But but does Mr Chiam that in these two countries in UK and US there is a great deal of unhappiness about education
E,In fact there's a lot of criticism about the dropping standards of education in these two countries
E,and this is a subject which will affect the elections in Britain in April and possibly the American elect Presidential election in November
E,So I don't think uh he should just simply uh quote or ape something which has been uh widely touted in another place and say that this is a solution for Singapore
E,It is much more I think this class size issue is over-rated
E,If you look at Japan Korea Taiwan their class sizes are bigger than ours On a regular basis it's between forty five and fifty per class and I remember visiting a very good school in Seoul Korea
