speaker,speech
,<I>
A,Hi
A,I'm Peter Lim and it's mother's day
A,Hi mom and all the other mothers out there happy mother's day
A,It's a happy coincidence that we're discussing men tonight
A,After all all men come from women
A,Men come in various guises
A,There's a gentleman the new man and remember the old brute
A,Then there are those confuse guys who make the girls feel so sorry for them
A,So what's it really like to be a man in Singapore today
A,Take me for example
A,Am I the typical male
A,Are you the model man
A,And if you're a woman what is it take you expect of your man the ideal man
A,To help us define or redefine the Singapore man I have a fair distribution in the studio tonight one woman and two man Let's get to know them
A,Hi Janice it's good to see you again
B,Thanks
A,We used to work together
B,Yes
A,Janice you are a journalist a wife and mother
A,So I put it in the right order
B,Yes I think so No well
A,Mother first right
B,Absolutely
A,And you are the columnist too
A,Doctor Robert Balhetchet can I call you Bob
C,Yes certainly please do
A,You're a mor moral educationalist and like me a bachelor
C,Oh sorry I didn't realise I had company
A,I've company too and Anthony you are a family therapist husband and a father
A,Welcome to the studio tonight
A,We're talking about men Singapore men and what society and women and men themselves expect of the Singapore male
A,So can I start with you
A,You must be expect on the men
B,Well I hope not
A,Well Janice you took a year's leave from work to look after your son Ryan who is now three three years old right
B,Almost three
A,But why did you take twelve months away from work
A,Why not your husband
B,A simplistic answer would be I suppose that's because I'm his mother and that's expected of me
B,But uhm I truly do feel that it is the woman's role to be the mother and as much as my husband loves our son and everything I think women do give uhm women were meant to be mothers and there's a nurturing quality to women that perhaps uh I hope I don't get into trouble but perhaps doesn't come as naturally to a man
A,Anthony are you reassured to hear that
D,I am not
A,You're not
D,Ya
D,Because one of the problems is that we sometimes do not let the man become a human being to allow that nurturing part of him to surface
D,I think a man can also express this gentleness nurturing spirits and so on
A,Let's let's try and get into the minds of some of the uh male viewers tonight
A,But how many do you think will agree with what Anthony said
C,Uh maybe not too many
C,I've often said I'm not too sure whether it's process or socialisation
C,I tend to think it is
C,But I don't think too many men would uh for instance uh cry readily in public or in front of someone else wouldn't mind if I cry in private well I own up
C,But the whole
A,What's the point of crying in I mean
C,Ya but uh you know out of sheer sorrow for instance let's say they they lost their wife or lost their mother they cry out of sheer grief you know uh but they jolly well make sure that nobody's around to see that because they'd feel that that that's being soft you know
C,Uhm I think that's the mentality of most men and believe me they're probably brought up like that
C,I don't blame the men
A,So you blame the mothers do you
C,I think so in a sense because uh you you you see this with with every mother
C,If a kid falls down and uh if it happens to your boy and he yells and cries the mother picks him up and say come on you're a big boy boys don't cry
C,Oh that that is being told to the chap from very young
C,If a girl falls down and cry then no problem
C,Sayang the chap you know it's it's it's kind of natural you know
C,I remember being told that many many times when I was a little kid
C,Boys don't cry
C,You're a big boy now you don't cry so you know you you you grow with the mentality I mustn't cry
D,And I agree with Bob here you see
D,There's a reality that we define men in a certain way women in a certain way
D,And in that sense we limit the men they say
D,In my therapy room we find men having that privacy that uh permissional most you know to express their emotions when in pain due to
A,They do or they don't
D,They do they do due to difficulties in life or or problem with relationship and I see a lot of man crying you know ICE-SIN:S1B-031#> So it's it's like so sad you know that you you you have to pay somebody for an opportunity to cry
D,I mean wouldn't he be better if he brought up to to to be permitted to express emotions and perhaps express them appropriately too so that we do not get some men who have difficulty expressing emotions and then they end up with a lot of aggressive feelings and some of them then end up beating up their wives or hammering things or killing themselves or you know bestrewn things altogether
D,I think I they be allowed to to get in touch with this part of themselves
A,Society now says Singapore at least that men must change right and the the then Prime Minister in uh July 1990 says that uh new attitudes have to change if Singapore women are to successfully juggle their roles at home and at work
A,So society is demanding that Bob
A,Are the men responding or are they getting more confused or more reactionary
C,Uhm I guess it's a bit difficult to answer that outright in terms of uh equality lie for instance equal pay and treatment and that sort of thing everything else being equal
C,Uh then I think you know that's that that much change I suppose if it adds to a large extent but there must be some areas which are you know there is still that kind of a differentiation
C,But on the other hand uhm I would think it'd be totally unnecessary I wouldn't want men to change uh in terms of uh the niceties that he shows to a to a lady etceteras etceteras etceteras you know
C,Uhm I've been accused of being male chauvinist because I open doors for ladies
C,Uhm because it seems that's an indication that I consider the other sex
B,Weak
C,I don't know weaker and
B,They can't open their own doors
A,So do you still do it
C,Absolutely and I think will absolutely defend and when I teach courtesy to to kids that I teach them to do it uhm because I think it's nice
A,I've been told to stop doing it
C,Sorry
A,I've been told to stop doing it
C,Yes so have I
C,I was told that in public in in a discussion once you know that I was being chauvinist
C,I said what carry on but I like being chauvinist and somehow or rather the female friends I mix with seem to like my chauvinism in that area at least you know
A,Janice
B,Which is how I feel actually men are quite confused you know
B,Uhm on the one hand they're expected to now be sensitive and emotional and those are very good I mean those are the things that keep a relationship alive
B,At the same time the woman also I think I think if if if I can be used as an example I'm just your average woman right we also want the men to remain protective
