speaker,speech
,
A,Doctor Kong when you first saw the patient on the twentieth of August nineteen ninety-one in your clinic were you aware that the Court had already declared her to be of unsound mind
B,I'm not aware of that fact
A,Were you supplied with any medical reports prepared by Doctor Ong or Woodbridge Hospital at the time when you examined
B,No at the time when I examined her I have been told that there was a doubt as to whether she was of sound mind and I then proceed to examine her
A,How long was your first interview
B,I believe it was about one and a half to two hours I think
B,We set aside two hours
B,I recall having some time left over
B,So it must have been an hour and a half or slightly more than that
A,With yourself
B,Yes I interviewed the Plaintiff's husband
A,Not just the patient alone
B,My clerk was in the room with me because I need a interpreter
A,How long you took to interview the patient alone
B,Patient alone I would say for about
A,First occasion
B,Roughly an hour I would say
A,Roughly an hour
B,Yes
A,Do you understand the Malay language doctor
B,A little
A,And how long did you interview the patient during the second interview on the fourth of September nineteen ninety-one
B,Second interview if I recall correctly
B,I think it's about forty-five minutes or so
A,Forty-five minutes
B,Yes about forty-five minutes
A,And the dialogue was also in Malay language
B,Yes I would put the question to my clerk
B,She translate it and she would respond to her
A,So you would not be able to say whether the patient's knowledge of the Malay language is good or poor
B,I passed my Standard One Malay for all that is worth
B,I don't use it very often and so my facility with it was not that great
B,But from the kind of words that my clerk was using to her I would think that her command of language was quite good
B,Better than me at least
A,You knew that she came from India to Singapore in nineteen seventy-six
B,Yes indeed
A,And you were aware that this accident took place in nineteen eighty-four
B,Yes indeed
A,In a matter of eight years the patient coming with only a knowledge of Tamil language is able to speak good Malay
A,Would it not reflect that prior to the accident her I Q must have been above average
B,I think to learn a language and master a language one need not be above average
B,Otherwise a lot of people would not be able to speak
B,I think it would be safe to say that to master a language sufficiently an I Q even a borderline I Q should be able to pick up the necessary language
B,You see that's the basis of the kind of training that are given to educationally subnormal
B,They can learn languages and use it with facility
B,You see that's the basis
B,So it does not mean that just because she can master a language she must therefore be above average
B,Then we are ruling out all the E S N's from learning any language isn't it
A,But the fact that she could pick up a new language in a new environment would show that she had good intelligence
B,I wouldn't say good intelligence
