speaker,speech
,
A,With nine days to go before the votes are cast the political parties are losing no time in stating their campaign platforms
A,Just this afternoon four political parties held press conferences
A,Mr Goh Chok Tong defined the issue for the PAP
B,I call this election so I remain the issue in the constituencies to be contested I am con campaigning on the basis that my style of open consultative government is a right one
B,You know my program they are pub it's published in the Next Lap
B,My principal programs within the Next Lap are Edusave Medifund Open University Assistance Program to help the bottom ten percent of those living in HDB flats
B,Whether we are in government now or not that's the issue in which we will be contesting
B,Now I take on questions from uh the floor
C,You talk about seeking a clear mandate from the people what do you exactly mean by that quite a few people thought that uh a clear mandate means I must do better than the last election
B,Some raise some mention figures of sixty-five percent others sixty percent so it's a question of how the public perceive this clear mandate to be
B,For myself I'm looking for an improvement over the last el election's performance
D,How does the PAP have to return to power
D,Going by what the opposition has said this is how they see that fighting the election as in effect a by-election uh
D,How would the PAP pass its response to that particular strategy
B,Well whether it's a general election or a by-election how they want to fight it we are fighting on the basis that I'm the issue so you can call it a by-election the fact remains that I am I am still the issue
B,My judgement is being now put to the test I judge it's a good time to call election I judge that my leadership style is right for Singapore at this moment
B,I believe in the program which I've announced so that's the issue and it's something which I'm campaigning amongst the electorate to support
B,Now I think we should use the word mandate quite carefully because the PAP is now in government so we've got a mandate to govern
B,The right term to use is endorsement
B,Before the election I was looking for a mandate now I'm looking for an endorsement
E,We're looking for a clear signal one which the voters themselves will look at and say yes unambiguously this has expressed our will
F,When you say you already have a a mandate a majority now you need you want an endorsement and uh you need something better than last election's performance would that be more than sixty-one point uh percent of the votes
B,Well in the last election we did sixty-three percent of the valid votes cast so I'll be looking for performance in terms of something better than sixty-three percent but uh you just can't pinpoint the figure because perception is like love and if you have been loved how deep or how deeply loved are you how do you measure it you see so it's a public perception
B,Whether sixty-three is considered a strong endorsement and uh number of seats won or lost I think there's a combination of factors the quality of the results but when you see the results you will know whether it is clear or not clear
B,If you are in love you know whether you are in love or not
E,And if you have to measure it you can't be
B,If you have to measure it yah you can't be in love you pretend to be in love
F,If you do not get the endorsement you're looking for or how will that how will that affect your plans specifically your plans for calling by-elections within twelve to eighteen months
B,Well uh first let me clarify you know 'cos some reporters thought that my last statement at a dialogue session at Moulmein was a bit of a threat when I said that if I receive a weak signal I may have to go a little slow on uh Medisave and Ed Medifund and Edusave
B,Now I believe in the program so even if I get a weak signal I will still campaign with my colleagues with the public to implement the pro in the uh the program
B,It must be I believe in them
G,Uhm there was a BBC interview earlier uh last week which said that if you won by a narrow margin there would be a groundswell within the party for BG Lee to take over
G,Uh would you like to elaborate on that
B,Well I think the foreign press they would always like to play one against another which is why I have BG Lee here today to show that uh the swell is with me
H,Mr Goh I don't mean to be ? ? if the public would be interested worst case scenario if let's say the PAP does lose all remaining seats forty seats you say you would consider or should step down
H,If that's the case if that happens do you have a narrow parent who is he and is he ready
B,I have not contemplated such horrors
B,It must be because my judgement is that this is a good time to call for election and I'm seeking you know a strong endorsement for my program so that thought hasn't crossed my mind at all
E,Furthermore the PAP has not had its steps it's one team and if you will do that it's a rejection of the whole team not of one man
I,Could you explain your approach to spending the reserves uh and is it very different from the approach of the old government
B,Now the spare reserves means to use up to consume reserves that's not what we are going to do
B,What we have in mind is to use reserves for particular purpose
B,Now we are not going to use ten billion of our reserves we start off with one billion for Edusave and thereafter the funds must be accumulated from economic growth and future surpluses
B,We didn't want to wait to accumulate the one billion because we thought education is a good thing start off immediately
B,Now this is using reserves it's not using up reserves it's not spending reserves it's taking out one billion which is under the control of Finance Ministry put aside into a dedicated account called Education Endowment Fund or Edusave and that account will be managed by the Board of Trustees concerned with education
B,The revenue from that account will be used for the students not the principals
B,In other words we're trying to rear two golden geese one called the Edusave goose the other one uh Medifund goose and you don't slaughter your golden goose
E,That's to prevent anybody from cutting their necks some more
B,That's to prevent others cutting off the necks of the geese but the eggs will be distributed that's what we are doing
I,This is just a follow-up question uh if you're not using uh the reserves as it were uh why is it important uh for you to to get a clear mandate from from from the people
B,Well uh it's not just just a mandate for a change in the way of using reserves it's a mandate for the whole program and the program is a major program it is a very big uh program a major initiative on my part in aimed primarily at the pocket of population to level up the population
B,Over the last few years our program was aimed primarily at the able the talented in society independent schools gifted program for very able children income tax uh deductions for the professionals so I'm trying to level up our society by having this program aimed in at the pocket of population
B,I want to have an endorsement on the way I think on my philosophy on the direction I'm taking and that involves using reserves for the two funds but not using up reserves I will repeat that
B,The Next Lap is not just about uh Edusave or Medifund it's also about the Arts how do we have a more vibrant cultural environment uh for Singaporeans to express themselves
B,George has been thinking quite deeply on this issue so maybe you may want to say a few works on this
J,We want refreshing aspects of Mr Goh Chok Tong's leadership is that he gives us more space to exercise our initiative to do the things which we want to do and therefore to make more creative contributions to the larger process
J,One important aspect which we need to overcome is how to increase our charm at all levels
J,It may seem facile it may seem trivial but I would say that the ability of the government or leaders of Singapore as a whole to be more charming it's very important
J,It affects our ability to be creative and to create to market and to encourage others to make use of our facilities to encourage others to come to Singapore to encourage others to settle here
J,So the arts the creative industries are essential parts of this new Singapore that we're talking
J,I mean charm is very important it's not just Edusave it's not just Medifund it's not just the SCS because in this world that we are going into power is more diffuse soft power is as important as hard power and our ability to woo to charm to enthuse is very important and Mr Goh's leadership in the Next Lap ushers in such a phase for Singapore
K,Are you happy with the majority that this party asks for
K,Are you concerned that it could be perceived as a majority by people because voters in the walk-over constituencies will never get a chance to exercise their votes
