speaker,speech
,
A,When are you going to make your passport
A,Where do you renew your passport
B,Today I am going down to the bank and then after that
B,Oh shit
B,I need to go to the branch
A,<unclear> word </unclear> on Wednesday
A,So so if if the if the
C,Ya what what what important thing you can <unclear> word </unclear> especially who say
A,<unclear> word </unclear> go as a group <unclear> word </unclear>
C,Ya correct correct <unclear> word </unclear>
C,Four days package
C,You have two days of sight-seeing and two days free
B,Correct
B,I think I think that is a very good programme lah <unclear> word </unclear>
B,You can get to know people <unclear> word </unclear>
C,<unclear> word </unclear> It is gonna be just great from the house
A,<unclear> word </unclear> in a good sense Haadyai is the place where you go for massages
B,No
B,But of course you know what I mean Orlando
C,Girls are mobile <unclear> word </unclear>
B,No ya
B,I think this is a good programme
B,What do you think
B,I am sure we will get to know some people
B,Definitely
C,Hope there will be a lot people
C,Thirty over people in our whole trip lah
C,If there is just three of us then uh
B,When <unclear> word </unclear>
C,There will be a group
A,In a group they they will be more careful
A,We come from agencies <unclear> word </unclear>
B,Three three
C,Wait three guys another three guys come in how
C,Triple sharing ah
C,Ya room three ah
C,Cancel and go Bangkok
B,Never mind it is only four days
A,The lady told me that the chances of getting the confirmed flight back to Singapore is are good whenever they are
A,But if
C,No uncertainty also ah ya
C,She may be worried
A,That is the problem
A,I don't know how her definite <unclear> word </unclear> come back gone
C,It is quite true some people use this to make money using this kind of thing
C,And then we won't go around to make again
C,Creatures of the night thing
A,If that falls through then we have nowhere to go
A,That means we have to opt for the three day one
C,No no
C,Why don't actually we can actually call them and ask them
C,If they pull through we can make other arrangement
C,But they can't just keep on offer when you promise us that <unclear> word </unclear> right
C,Now they keep us on hold then we can't go to other agency
C,It is not fair you see
A,So it is not that
A,If that is the case then we opt for a three day two night by then hundred dollar cheaper
A,Two nine nine
B,Oh they don't have that
A,I think they don't have
B,Oh
A,Wait wait I ask
C,Oh
C,Oh room service <unclear> word </unclear>
C,You didn't tell me about <unclear> word </unclear>
A,<unclear> word </unclear> fuss over this issue whereby they delaying delaying us
B,His cheapness is revealing
A,What
A,He is getting cheaper by the hour
B,<unclear> word </unclear> problem is just like we just be going just one day
A,Well if we find a seat early the morning
A,We come up come back late at night
C,I ask Ronald when I was <unclear> word </unclear> three day four night lah <unclear> word </unclear>
A,Exactly if he wants to laze around lah
A,I think he needs that roughly
C,If you want to laze around three days is more than sufficient
C,Two full days of time one full day of night
A,Of course the night life there is quite great
A,A lot of basically you can see the international people
B,They have disco over there
